jobrequirements,bias,againstgroup
Strong customer service skills,0,0000
Passion for plants and outdoor living,0,0000
"Clear, direct, and accurate verbal and written communication",2,0011
Ability to multitask effectively,0,0000
"Accuracy and attention to detail with estimating, budgeting, and billing",2,1000
Positive tone and energy for customers and staff,0,0000
Proficiency with design software and landscape plans,0,0000
Proficiency with MS Excel,0,0000
Prepare landscape designs using landscape design software,0,0000
Provide excellent customer service and maintain client relationships,0,0000
Meet or exceed sales goals,0,0000
Negotiate contracts with prospective clients,0,0000
Coordinate scheduling for multiple concurrent landscape installation projects,0,0000
Manage staffing of landscape installation projects,0,0000
Supervise and motivate landscape installation crews,0,0000
Prepare estimates and bills for landscape installation projects,0,0000
landscape design: 1 year (Preferred),0,0000
project management: 1 year (Preferred),0,0000
estimating: 1 year (Preferred),0,0000
Bachelor's (Preferred),0,0000
People-oriented -- supportive and fairness-focused,0,0000
"Responsible for buying of materials, operating supplies, manufacturing equipment and services.",0,0000
Procurement/Development of sources of supply.,0,0000
"Able to maintain a positive contribution towards quality, customer satisfaction and company profitability.",0,0000
"Maintain vendor file, purchase price, price fluctuations and quality records on purchased items.",0,0000
Resolve material claims with vendors.,0,0000
"Work on projects, reports and contribute various studies as required.",0,0000
Train other employees as required.,0,0000
"Insourcing, outsourcing, and resourcing parts as required.",0,0000
Monitor back order report and min/max levels to ensure appropriate amount of inventory available.,2,0001
Customs issues including importation and exportation of related items.,0,0000
"Negotiate pricing, terms and conditions and contracts.",0,0000
"Maintain relations with current vendors, conduct vendor visits when required, and develop new sources of supply.",0,0000
Responsible for coordinating pre-production requirements to meet customer demands.,0,0000
Responsible for resolving shortages and issues with suppliers and products.,0,0000
Implement and maintain all MRO items in the MRP System,0,0000
Perform other duties as required within the Purchasing Department.,0,0000
Expedite operations to meet unforeseen conditions,0,0000
"Lead by example with 5S, wearing of PPE, safety and housekeeping practices",0,0000
"Promote and facilitate Open Door process, effective communication and Fair Treatment",2,0011
Participate in Continual Improvement activities,0,0000
"Adhere to customer requirements, Quality Operating System(QOS) and company policies",0,0000
Adhere to and support the Environmental Management System per ISO-14001 requirements and Federal Regulations,0,0000
"Understand your responsibility for health, safety and environmental in the workplace.",0,0000
Cooperate with OSHA/State OSHA inspectors.,0,0000
Wear the appropriate personal protective equipment.,0,0000
Follow all safety rules.,0,0000
Report unsafe conditions immediately.,0,0000
"Report injuries, accidents, illnesses, near misses, property damage immediately.",0,0000
4+ years prior experience in an automotive manufacturing environment,0,0000
Excellent computer skills to include thorough knowledge of MRP system,0,0000
Strong computer skills,0,0000
Excellent Verbal and Written Communication Skills,2,0011
"Good mathematical, analytical and organizational skills",0,0000
"Able to accept responsibility for substantial impact of decisions on production, costs, schedules and customer satisfaction",0,0000
Able to demonstrate understanding of how job performance affects product quality and customer satisfaction,0,0000
Able to work well with others; build and maintain positive team member relations,0,0000
"Able to prepare, read and interpret written reports, instructions, procedures and guidelines",2,0011
"Able to effectively present information and respond to questions from leadership, team members, suppliers and customers",0,0000
"Able to maintain confidentiality, and use discretion and tact",0,0000
Able to manage and schedule multiple priorities and meet deadlines,0,0000
"Able to calculate figures and amounts, such as rate, ratio, percentages and proportions",0,0000
Able to calculate capacity and efficiency,0,0000
Able to use computer and software as required,0,0000
Able to apply synchronous manufacturing and continuous improvement principles and methods,0,0000
Able to work flexible and additional hours as required to support all shifts,0,0000
"Documents the process control system and its field interface, along with the operator interface and the engineering utilities.",0,0000
"May evaluate, trouble shoot and repair process control instrumentation for applicable process applications, reliability and ease of interface.",0,0000
"Completes all service orders, reports and documentation required to provide full and complete evidence of service.",0,0000
Analyzes customer needs and provides feedback to operations and sales for additional or expanded service opportunities.,0,0000
Conducts systems operational test. Installs system hardware/software upgrades as required.,0,0000
Responsible for care and maintenance of all assigned test equipment as well as maintenance of any other assigned Yokogawa properties.,0,0000
Is competent with the basic engineering builder functions of one or more Yokogawa control systems. Continues to expand this knowledge.,0,0000
Participates in project meetings and/or site visits in a supporting role as requested by the Project Lead.,0,0000
"Is familiar with and follows Yokogawa procedures (ISO, GES, Safety, etc.) and project work methodologies as they apply to assigned tasks.",0,0000
Remains aware of overall project scope and guards against unintended scope creep.,0,0000
Has a fundamental and increasing understanding of process control concepts and techniques.,0,0000
Participates in in-house and external training and learning activities as directed by the Engineering Manager.,0,0000
"Exhibits the importance of frugal and efficient time management, and reports time promptly and accurately as required by company policies.",0,0000
Works cooperatively and efficiently as a member of a project team as assigned by the Project Manager or Engineering Manager.,0,0000
Understands and follows safe work practices.,0,0000
"Travels extensively for job assignments, including offshore platform assignments, and may be on 24-hour call.",2,0011
Performs other tasks as assigned.,0,0000
Demonstrates leadership by establishing and articulating a clear vision of success and how goals and objectives will be achieved.,2,0001
Prepares and presents product roadmap reviews as well as providing product's general strategic direction.,0,0000
Monitors and understands product's profit and loss statement. May be responsible for revenue and profitability of assigned products.,2,0001
"Provides content for product roadmaps, ensures timely delivery, and provides business reasons for any changes/revisions made to roadmaps.",0,0000
"Engages and interacts with clients during feedback sessions, focus groups, user groups, and requirements gathering sessions.",0,0000
Practices open and honest communications with clients.,2,0011
Acts as product launch manager when appropriate for new products or rollouts of major releases.,0,0000
"Collaborates with senior management to provide content for market messages, sales collateral, and as needed RFPs (request for proposal).",0,0000
Completes business scope documents and defines and documents user personas for individual products.,0,0000
Manages vendor relationships key to product delivery.,0,0000
Collaborates with vendor support managers for oversight and maintenance of all secondary and support vendor relationships.,0,0000
Interacts with key suppliers and partners.,0,0000
Acts as escalation point for client issues that require product change resolution (does not include standard problem escalation process).,0,0000
Determines and approves all service level agreements (SLAs) related to products and includes with business scope documents.,0,0000
Works closely with development teams to review enhancement requests for strategic value and align resources to high priority project.,0,0000
Presents product information and industry thought leadership to external audiences in webinars and client conferences.,0,0000
"Provides presentations to clients during business reviews, prospect briefings, and internal group meetings.",2,0101
May require up to 40% travel.,2,0010
Performs other related duties as assigned.,0,0000
Thorough knowledge of Black Knight products supported,0,0000
"Requires general business skills, industry knowledge, financial management and planning skills, long-term vision, and executive presence",2,0001
Effective presentation and interpersonal skills,2,0101
Knowledge of financial services industry and associated products,0,0000
"Excellent skills in communicating ideas both verbally and in written form in a clear, concise and professional manner",2,0011
Ability to utilize judgment in decision making process and decisions related to job tasks,0,0000
"Ability to communicate effectively with all levels of management in an organized, professional manner",0,0000
"Requires strong time management skills, attention to detail, and must be resourceful",2,1000
"Analytical, problem solving skills",0,0000
Project management skills; ability to prioritize and complete tasks,0,0000
Requires leadership and negotiation skills,0,0000
"Flexibility, versatility, dependability",0,0000
Delivery Coordination,0,0000
"Define, publish and maintain all ECMO status reporting required by policy and regulatory compliance",0,0000
Provide full transparency and reporting in coordination with ECMO Portfolio & Product Development leader to the ECMO leaders when appropriate,0,0000
Accountable for all ECMO change delivery strategy and execution ceremonies/meetings and their maturity,0,0000
Support ECMO Portfolio & Product development leader on dashboards,0,0000
Maintains all retrospectives,0,0000
"Manages portfolio ceremony tasks, minutes, and logistics",0,0000
Manages sharepoint site strategy and compliance as well as any share drives or email boxes and distribution lists,0,0000
Delivery Support Services,0,0000
"Continuous Exploration: Arriving at MVP for a release, architecture articulation, and features scored and prioritized by teams/release trains",0,0000
Continuous Integration: works with Testing leader to build quality into sprints so that end to end testing is completed prior to staging,0,0000
Continuous Deployment: take MVPs from staging to deployment so that they can ship when business is ready,0,0000
"Continuous Release on Demand: enable MVP in production when business is ready or roll-back when necessary, manage to KPIs if working as expected",0,0000
"Ensure all work is in compliance with SDLC, EPMT, EPMO, ISO policy as well as challenge and surface enterprise delivery opportunities to mature",0,0000
"Accountable for all Audit logs and routines, Decision logs, or any other managed task lists",0,0000
Maintain ECMO data structure management,0,0000
Maintain ECMO platform rules management,0,0000
Ensure seamless connectivity and integration from Product Development through production support coordinating with each leader and domain,0,0000
Support the Agile Portfolio and Release Train Engineers for each program on mitigating risks,0,0000
"Accountable for coordinating with the Testing & Production Support Leader on all SHRPs, Corrective Actions, and risk management",0,0000
Accountable for removing impediments or other milestone obstacles for Release Trains,0,0000
"Accountable for growing the discipline and talent development of Scrum Master roles, Project Manager and Business Analysis disciplines",0,0000
Accountable for obtaining any non-dedicated shared services team members in DevOps,0,0000
"Hire and manage performance of Scrum Masters, Project Managers, and Business Analysts and supplying the right talent level to teams",0,0000
Advance the Scrum Master role and maturity in coordination with the Agile Transformation office,0,0000
"Lead your team with integrity and create an environment where your team members feel included, valued, and supported to do work that energizes them.",0,0000
5+ years of staff management experience,0,0000
Ability to travel up to 25% of the time,2,0010
"Deliver amazing service and are always talking about our value, design and style.",2,0011
"Connect with multiple customers at a time, making things quick and easy.",0,0000
Utilize knowledge and skills garnered from requisite training and fit sessions to drive sales.,0,0000
Provide an engaging and efficient checkout experience.,0,0000
"Are multi-taskers, jumping into any activity as needed to support the business.",0,0000
"Friendly, helpful and always smiling, for starters.",0,0000
Curious and courageous: ask great questions and listen intently.,2,0001
Be the best at what you do by achieving your goals.,0,0000
Bring your smarts; we want thinkers who always do the right thing.,0,0000
Pride in your appearance and your store.,0,0000
Achieve daily sales and KPI goals as assigned.,0,0000
Achieve or exceed task-specific time standards.,0,0000
Achieve J.Crew card goals.,0,0000
Achieve Enterprise Selling targets by adhering to Standard Operating Procedures.,0,0000
Complete training with flying colors.,0,0000
Are at least 18 years old.,0,0000
Communicate effectively and confidently.,0,0000
Process information and operate store systems accurately.,0,0000
Assist in processing and replenishing and keeping the store looking great.,0,0000
"Can bend, reach, stretch as well as lift, carry and move at least 40 pounds |18 kilos.",2,0010
Can move around the store with ease and be accessible to customers.,0,0000
"Identifies, recruits, and enrolls eligible children/families in comprehensive child/family programs including Head Start and Early Head Start.",0,0000
Proactively establishes contacts and connections with public and private community agencies to facilitate effective program operations and follow-up.,0,0000
Enhances family/community awareness of the program through local advertising.,0,0000
Contacts local community agencies and secures their permission to recruit children/families on their premises.,0,0000
"Explains to families the educational, health, nutritional, and social benefits of the program and informs them of their civil rights.",0,0000
Requests and records information on all documentation necessary to certify eligibility.,0,0000
Provides appropriate translation/interpretation necessary for effective communication.,2,0011
Fully understands all forms pertaining to the job and how each form is to be correctly completed.,0,0000
"Conducts personal interviews with heads of potential households and other sources, completing the application.",0,0000
Obtains parent/guardian/self-signature for all eligible families/individuals.,0,0000
Forwards completed applications to the Data Processor within 24 hours.,0,0000
Determines family eligibility based on an interview with the head of household or another responsible person.,0,0000
"Serves as the primary liaison between families, the community, other service agencies and the local project.",0,0000
Acts as a direct communication link between the project and families.,2,0011
Acts as a liaison/link between the school/community and the community/migrant/low income population.,0,0000
Develops/ updates community resource directory to provide for families.,0,0000
"Makes contact with both mothers and fathers, as applicable to develop ongoing relationships.",0,0000
Conducts culturally and linguistically responsive outreach and recruitment to parents and expectant families.,0,0000
Provides intake and orientation materials to families that are culturally and linguistically appropriate.,0,0000
"Connects families with opportunities that support safety, financial literacy, health, and family wellness.",0,0000
Links parents to training that contributes to self-sufficiency and to reaching goals around their education and/or career training.,0,0000
"Develops strong relationships with community child care, preschools, and public schools in order to enhance home-school partnerships and transitions.",0,0000
Educates parents on Policy Council and other available committee or community opportunities that will promote parent leadership and advocacy.,0,0000
"Includes parents as active participants in groups and training so they can share skills, culture and talents.",0,0000
Follows up on the effectiveness of family referrals to community resources.,0,0000
Performs effective recordkeeping and internal and external reporting tasks to track individual family progress and program progress.,0,0000
Assists in the planning and implementation of local parent training activities.,0,0000
"Distributes evaluations and feedback suggestion forms during workshops, meetings and other activities for parents and families.",0,0000
"Uses data results to inform the design of workshops, meetings, and other activities for parents and expectant families.",0,0000
Assists in identifying family needs and makes referrals as appropriate to meet needs.,0,0000
Provides appropriate translation/interpretation necessary for effective communication.,2,0011
Offers parents/guardians the opportunity to engage in collaborative family partnership agreement process.,0,0000
"Assists the local management/supervisory, educational, and health staff in effectively meeting child and family needs.",0,0000
Ensures ongoing documentation of contacts with family in online database.,0,0000
Assists the educational and health staff in scheduling/conducting home visits.,0,0000
Creates and works on individualized professional development plans in collaboration with the Family Services Specialist.,0,0000
Process customer orders/changes according to established department policies and procedures including RMA processing,0,0000
Respond or forward appropriately customer support calls,2,0011
Provide timely and accurate information to incoming customer order status and product knowledge requests,0,0000
Assist with various levels of sales documentation,0,0000
Work with finance to open new customer accounts and maintain current accounts,0,0000
Coordinate with shipping to ensure timely delivery of orders,0,0000
Coordinate with production departments to ensure product availability,0,0000
Perform other related duties as assigned,0,0000
Attention to detail is essential for success in this position.,2,1000
Computer proficiency: experience with Microsoft Office & Accounting software,0,0000
Time management: the ability to organize and manage multiple priorities,0,0000
Flexible and skilled at multitasking,0,0000
Exemplary interpersonal and communication skills,2,0111
Commitment to company values,0,0000
"Benefits - medical, dental, vision and life insurance",2,0001
Generous commission plan - double commission (40%) in the first 60 days,0,0000
Expense reimbursement,0,0000
Training and support,0,0000
Stay at Home Parents Returning to the Workforce,0,0000
Outside Sales Representatives,0,0000
Attends weekly event marketing team meeting,0,0000
"Proficient in Microsoft Office applications to include Outlook, Word, and Excel.",0,0000
Effective written and verbal communication skills.,2,0011
Ability to work productively in teams and to interact professionally with a diverse group of clients and staff.,0,0000
Demonstrated strong organization skills and attention to detail.,2,1000
Dependable and reliable work habits.,0,0000
"Availability to work nights and weekends, as required.",0,0000
"Associates degree or equivalent experience in marketing, advertising, communications or arts.",2,0011
Two - three years of experience in a related field.,0,0000
The noise level in the work environment is usually moderate.,0,0000
Saturday Service Premium,0,0000
Cell phone plan reimbursement,2,0001
"Owns the success of advertisers including customer onboarding, expansion opportunities, success and KPI metrics, and account reviews.",0,0000
Motivated and immerses self in customers business strategies and operations to ensure success of the campaigns.,0,0000
Develops and evolves customer relationships at the highest levels as a proactive business strategist.,0,0000
"Plans, executes and manages campaigns with attention to detail and with the ability to multi-task and execute under aggressive timelines.",2,1100
Keeps pace with the media and campaign industries and technologies available and trains customers as well as others in the organization.,0,0000
Supports and contributes to the ongoing development of the Arity Marketplace business strategy.,0,0000
Continuous self-learner and problem solver who navigates through unknown situations with minimal guidance.,0,0000
"Four-year college degree, Hospitality preferred; or equivalent combination of education and experience.",0,0000
2-3 years of beverage management or equivalent combination of education and experience; luxury branded hospitality experience preferred.,0,0000
"Experience with ordering, proper storage and taking inventory of liquor, wine, and beer.",0,0000
New Mexico Food Handler Certification and Alcohol Server Certification.,0,0000
"Lead, train, guide, and mentor the team of bartenders and outlet supervisors.",0,0000
Write and post schedules for all beverage team members in a timely fashion.,2,0011
Maintain relationships with vendors to ensure best pricing on all products ordered.,0,0000
"Assist outlets with service, including working behind the bar when necessary to ensure smooth operation and a great guest experience.",0,0000
"Communicate all beverage changes, specials, and updates to all effected outlets.",0,0000
"Conduct weekly inventory of all bars, order and receive product, process all invoices.",0,0000
Operations Management:,0,0000
"Applies technical knowledge of operation to plan and organize, problem solve, delegate, and make effective decisions.",0,0000
Strategic Management:,0,0000
Resilient and adaptable when faced with change or conflict. Influences and leads others to achieve results. Stress tolerant.,0,0000
Position & People Passion,0,0000
Personalized Service:,0,0000
Communication Skills:,2,0011
"Well-spoken, personable, outgoing, listens and gets clarification; responds well to questions; great communicator.",0,0000
"Ability to manage records, accomplish tasks as directed; cash handling skills.",0,0000
"Tech savvy with computers and software - word processing, PMS, point of sale.",0,0000
"Ability to maintain professional image standards, including any uniform requirements.",0,0000
A passion for writing software,2,0011
"Build and Deliver mission critical, SaaS web applications",0,0000
Build a micro-services architecture to advance technology stack,0,0000
Be a change agent for agile software development practices,0,0000
Work on Scrum teams to build world class highly available and highly scalable solutions,0,0000
Work with a world class engineering team,0,0000
"You have a need to influence others. You prove this through demonstrating your influence by successfully recruiting top performers. Again, and again.",0,0000
You view learning as the foundation of your action plan.,0,0000
"Set and meet goals for appointments, gross and net recruits and profitability",0,0000
"Set and meet goals for appointments, gross and net recruits and profitability",0,0000
Communicate our company values with recruits,0,0000
"Provide feedback, support and coaching to the sales team",0,0000
Past success as a recruiter,0,0000
Strong ability to lead a team,0,0000
"A true professional, who supports the entire team in achieving their goals",0,0000
Enthusiastic with excellent people skills,0,0000
Decisive and proactive,0,0000
HR training and/or experience preferred,0,0000
Implementer of Systems and Procedures,0,0000
Provide initial product demonstrations and general support to prospective customers,0,0000
"Proactively prospect and generate leads through research, personal emails, and other tools.",0,0000
"Respond, engage and qualify inbound leads and inquiries",0,0000
Schedule and run online product demonstrations,0,0000
Run new business sales cycles from end to endBASIC QUALIFICATIONS,0,0000
"2 years of experience in selling to manufacturing, retail, transportation, supply chain space",0,0000
B2B SaaS software selling is a plus,0,0000
"Independent, high energy & highly motivated to grow",0,0000
Highly organized and have great attention to detail,2,1000
Must be able to create engagement via targeted email and phone outreach,2,0001
Must be very comfortable wearing multiple hats,0,0000
"Outstanding writing, presentation, and verbal skills",2,0111
Passion for working with emerging technologies,0,0000
BA/BS degreeMUST-HAVE CULTURAL ATTRIBUTES,0,0000
You can work with a minimum of supervision and be capable of strategically prioritizing multiple tasks in a proactive manner.,0,0000
You must be passionate about online collaboration and ensuring our clients are successful; we love seeing hunger and ambition.,0,0000
Real career advancement opportunities,0,0000
Opportunity to work on advanced AI space,0,0000
Health care benefits,0,0000
Exceptional support from the product & marketing teams,0,0000
Paid Time Off (PTO)LOCATION,0,0000
relevant: 1 year (Preferred),0,0000
Supply Chain: 1 year (Preferred),0,0000
Effectively manages Front of the House and Back of House operations,0,0000
Responsible for all opening and closing procedures of the restaurant,0,0000
Manages standards and commitment to quality,0,0000
Responsible for the managing of all daily and weekly reports,0,0000
Fosters teamwork by building effective teams committed to restaurant and organizational goals,0,0000
"Operates with a high degree of Professionalism, Ethics and Integrity, maintaining a role-model image",0,0000
"Development of Assistant General Manager, Associate Manager(s), Team Lead(s), and Team Members for growth within the company",0,0000
Performs other related duties as required and assigned,0,0000
Three to five (3-5) years of guest service experience;,0,0000
"Three to five year of prior management experience, preferably in a casual dining setting",0,0000
Demonstrated ability to grow sales and manage a Profit & Loss Statement,0,0000
Positive attitude and the ability to handle highly difficult guest interactions;,0,0000
ServSafe Alcohol and Food Certification a plus,0,0000
"Reading, writing, basic math and verbal communication skills in English is required",2,0011
Bi-lingual experience a plus,0,0000
"Ability to work 50-55 hour work weeks and flexible schedule consisting of mornings, mid-day shifts, evenings, weekends and holidays",0,0000
Ability to pass company background check,0,0000
Passion for the industry,0,0000
Passion for Hospitality,0,0000
Demonstrates care and concern,0,0000
Mobility required during the entire shift,2,0010
Ability to stand and exert fast-paced mobility for periods of up to four (4) hours in length,2,0110
"Must have a good sense of balance, be able to reach, bend, stoop, and kneel and frequently lift as much as 50 pounds, several times over",2,0010
Must be able to speak clearly and listen attentively to guests and other employees,2,0001
"Opportunity Management: Adept at managing pipeline, forecast accuracy via deal inspection, and opportunity management inspection",0,0000
Strategic: Able to articulate customer value proposition and link Suuchi solutions to the customer strategy,0,0000
Meet or exceed quarterly/annual sales quotas,0,0000
"Track, report, and understand your personal performance metrics",0,0000
Manage and grow lead pipelines while adopting & adhering to sales process best practices,0,0000
Collaborate with internal tech & production teams on custom proposal/business case creation,0,0000
"Demonstrate adaptability, teamwork, learning ability, and share best practices",0,0000
Reports to the VP of Sales,0,0000
Bachelors Degree Required; Master (preferred),0,0000
Minimum 3-5 years of experience in a quota-based sales position,0,0000
Exceptional communication skills (verbal and written),2,0011
Understand technical terminology and language used with the industry.,0,0000
Proficiency in Microsoft Office and Salesforce.,0,0000
Proven ability to meet & exceed sales quota.,0,0000
Team player who works collaboratively with colleagues.,0,0000
"Proactively seeks out knowledge and understanding of the industry pain points, related cost drivers, and best practices.",0,0000
Demonstrates the ability to link corporate strategic goals to customer facing solutions,0,0000
Excellent time management skills,0,0000
relevant: 1 year (Preferred),0,0000
Ability to effectively communicate with customers and GGW associates.,0,0000
Ability to provide exceptional customer service to all of our customers.,0,0000
Ability to settle customer complaints.,0,0000
Ability to perform basic math skills.,0,0000
Ability to stand for prolonged periods of time (up to 7 hours per 8-hour shift),2,0010
Ability to bend and lift up to 40 pounds frequently.,2,0010
Basic working knowledge of computer applications and the internet.,0,0000
A minimum of six months of previous work experience.,0,0000
High School Diploma or equivalent.,0,0000
Previous experience working in a retail environment.,0,0000
Excellent customer service related skills.,0,0000
Working knowledge of a cash register.,0,0000
Multilingual with complete fluency in English.,0,0000
United States (Required),0,0000
Tuition reimbursement,0,0000
Opportunity for Advancement,0,0000
Professional Development Assistance,0,0000
Tuition Reimbursement,0,0000
Team-oriented -- cooperative and collaborative,0,0000
"Designing and developing Consumer Sales learning experiences (examples include: face-to-face, virtual, and eLearning).",0,0000
"Creating innovative learning solutions for sales, products, customer service, and employee development.",0,0000
Resourcing learning initiatives with internal and external training experts.,0,0000
Managing vendor and contractor relationships.,0,0000
Evaluating program effectiveness and continuously improving our solutions.,0,0000
"Delivering Train the Trainer (T3) sessions, Pilot programs, Face to Face (F2F), Virtual led sessions (vILT) and material walkthroughs.",0,0000
Managing the archive of learning programs and materials.,0,0000
Willingness to travel.,2,0010
Four or more years of relevant work experience.,0,0000
Knowledge in design and delivery of employee training.,0,0000
Willingness to travel.,2,0010
Knowledge of adult learning principles and training approaches.,0,0000
Consulted with HR professionals and their business clients.,0,0000
Managed projects effectively balancing timeliness and quality.,0,0000
Experience supporting the Consumer Sales channels.,0,0000
Experience designing and developing learning experiences and content.,0,0000
relevant: 1 year (Preferred),0,0000
Sales: 1 year (Preferred),0,0000
Relocation assistance,0,0000
Professional development assistance,0,0000
"Medical, Dental, Vision benefits",2,0001
Life and Short/Long Term Disability Insurance,0,0000
401k w/ Company Match,0,0000
