,jobrequirements,bias,againstgroup
38,Minimum of 4 years of experience as a Business Analyst in the Salesforce area,0,00000
39,"Strong understanding of workflow rules, Validation rules and Formula fields",2,00011
40,"Experience with Salesforce objects, page layouts and record types.",2,00011
41,Salesforce certification (ADM-201),0,00000
42,Ability to influence business partners on proposed process optimizations,0,00000
43,"Proven self-starter, good listener, highly motivated, and team player",2,00011
44,"Experience of working with other tools like Steelbrick CPQ, Outreach, Seismic, LinkedIn Sales Navigator, Discover.org , Lean Data is nice to have",0,00000
45,Collect rental deposits and rent.,2,00011
46,"Ensures models, make-readies, and designated show apartments are in touring condition daily.",2,00011
47,"Communicates, as requested and with approval, on social media and on-line advertising sites.",2,00011
48,Orients prospective and current residents to the property and greets all guests promptly.,2,00011
49,Processes renewal paperwork and ensures documentation is delivered to current residents as required.,2,00011
50,Maintains accurate and detailed records of traffic activity by entering all applicable information into the computer.,2,00011
51,"Follows up with all prospective residents via phone, mail or email and prospect portals.",2,00011
52,"Ensures excellent customer service to prospective and current tenants, and promotes a quality living experience for all residents.",2,00011
53,"Creates and maintains confidential resident files, which includes reviewing move-in paperwork with new residents.",2,00011
54,Completes weekly leasing reports in accurate and timely fashion.,2,00011
55,"Ensures all open and close procedures are completed daily, including but not limited to, opening and closing show units and office.",2,00011
56,1+ years prior leasing experience within the multifamily industry required.,0,00000
57,"High energy, creative and loves to sell with ability to provide strategic marketing ideas and plans.",2,00011
58,Strong communication skills with ability to give presentations over the phone and in person.,2,00111
59,Working knowledge of MS Word & Excel; Yardi software knowledge required.,0,00000
60,"Positive, friendly, and ambitious attitude with excellent problem solving, listening, and deductive reasoning skills.",2,00011
61,"Ability to communicate professionally and effectively with prospects, co-workers, residents, vendors and corporate staff.",2,00011
62,Strong passion for delivering top-notch service to help ensure the highest level of customer satisfaction and retention possible.,2,00011
63,Ability to sit for extended periods of time.,2,00010
64,Standing and walking for extended periods of time.,2,00011
65,Ability to lift and/or move up to 25 pounds.,2,00011
66,High school diploma or equivalent required.,0,00000
67,Valid driver's license and dependable transportation required.,2,00011
68,Dependable and punctual with flexibility to work weekends.,2,00011
69,"Proactively identify, contact and cultivate new business opportunities using a combination of calling, emailing, social media and industry events",2,00011
70,Respond to and qualify incoming web and phone inquiries,2,00011
71,"Provide product demonstrations, understand customer workflows and explain how our product can meet their requirements",2,00011
72,Create customer specific presentations and collaborate with our Marketing teams to maximize the effectiveness of our demand generation strategies,2,00111
73,1+ years of quota-carrying technical solution sales or business development experience (preferably in SaaS),0,00000
74,Experience working with content collaboration and digital asset management technologies,2,00011
75,Experience working in production or post production is a plus,0,00000
76,Proven record of meeting and exceeding monthly qualified opportunity targets,2,00011
77,"Experience selling technical solutions to creative and technical professionals, preferably within the media technology space",2,00011
78,"Experience in the creative arts such as film or music creation, or a strong interest in working in the video creation industry.",0,00000
79,"Excellent communication skills including listening, writing, speaking and cold-calling",2,00011
80,"Diligent follow through, no lead left behind",0,00000
81,Meet the minimum established individual goals each month.,0,00000
82,Ensure that all approved loans comply with established loan standards and have zero errors.,2,00011
83,"Maintain a professional, courteous, and friendly atmosphere for members and co-workers.",2,00011
84,"Demonstrate a working knowledge of all mortgage products and rates, both within Credit Union and from the industry overall.",2,00011
85,"Troubleshoot and resolve member and internal inquiries in a timely, friendly and accurate manner.",2,00011
86,"Interview members for residential mortgage loans, explain financing and mortgage programs and their requirements.",2,00011
87,Inform members of results of preliminary financial analysis.,0,00000
88,Calculate good-faith estimates.,0,00000
89,"Monitor status of loans, process loan in a timely manner.",2,00011
90,Must understand and perform Bank Secrecy Act (BSA) functions as applicable to job responsibilities,2,00011
91,Build positive relationships with real estate agents and members of the community to increase production of loan sales.,2,00011
92,Report areas and actions of concern to supervisor as actionable.,2,00011
93,Control risk and perform duties in a safe and sound manner.,2,00011
94,401k & Roth 401k With Employer Match,0,00000
95,Employer Provided Life Insurance & AD&D,0,00000
96,Tuition Assistance & Reimbursement Programs,0,00000
97,Employee Loan Discounts,0,00000
98,Cleans and maintains sanitation standards in all interior and exterior areas of store and parking lot as directed by store management.,2,00011
99,Performs basic bookkeeping duties. Records lost/damaged goods and store supplies using appropriate tools.,2,00011
100,Cross Regional Resource Coordination and Management,2,00011
101,Field Installation Calendar Management (Scheduling),0,00000
102,Two years of experience in an administrative support role and/or projects-related role,2,00011
103,Demonstrated experience in personnel management,0,00000
104,Collaborative work environment with dynamic growth opportunities,0,00000
105,Committed to the career development and education of our team,2,00011
106,Comprehensive competitive benefits package,0,00000
107,Internationally recognized: Digital Studio Award at CABSAT 2019 in Dubai; InAVation Award at ISE 2019 in Amsterdam,0,00000
108,CEO Awarded 2018 EY Entrepreneur of the Year in New Jersey,0,00000
109,Named as one of 50 Most Admired Companies in 2017 by Silicon Review,0,00000
110,2017 Integrator of the Year,0,00000
111,Bachelor's degree or equivalent practical experience.,2,01000
112,5 years of experience in a related field.,0,00000
113,"Experience in online advertising (i.e. ad serving, programmatic) and key platforms and trends (i.e. desktop, mobile, video).",2,00011
114,"Demonstrated partner relations, account management, and sales skills.",2,00011
115,"Demonstrated analytical ability, including the ability to understand monetization metrics and apply these to potential optimizations.",2,00011
116,Deep knowledge of the evolving video ads ecosystem,0,00000
117,Comfortable with team-based selling approach. Self-motivated individual that thrives in a rapidly changing and largely undefined industry.,2,00011
118,Drive Quarterly Business Reviews with senior executives.,0,00000
119,"Use common hand tools such as knives, scissors, saws, and staple gun",2,00011
120,Properly maintain equipment and tools,2,00011
121,"Extensive experience with Microsoft Office Suite, including Outlook, Word, Excel and Calendar.",2,00011
122,"Maintain professional, timely, communication with customers and coworkers",2,00011
123,Professional presentation and verbal and written communication/instruction skills,2,00111
124,Excellent collaboration skills both internally and externally,2,00011
125,Excellent written/verbal communication and organizational/attention to detail skills,2,01011
126,Positive attitude and strong work ethic,2,00011
127,"Self-starter, excellent listener and completes tasks independently and efficiently with limited direction",2,00011
128,Strategic and critical thinking abilities in a fast-paced environment,2,00011
129,"Excellent organization, analytical, and problem-solving skills",2,00011
130,Ability to prioritize tasks and meet deadlines on a daily basis,2,00011
131,Self-directed and an ability to work with minimal supervision,2,00011
132,Ability to handle stress and remain productive,2,00111
133,Ability to learn other software systems used throughout our company,0,00000
134,Team player with a positive personality,0,00000
135,"Ability to work independently and within a team on special, nonrecurring and/or ongoing projects",2,00011
136,Professional appearance and demeanor,2,00011
137,"Willing to embrace change, redirection, and constructive criticism",2,00011
138,Must be able to work overtime as required,2,00100
139,"Working extended hours, including evenings and weekends are required.",2,00011
140,Conducting monthly and quarterly account reconciliations and review to ensure accurate reporting and ledger maintenance.,2,00011
141,"Helping to coordinate month-end close process, including preparation and review of journal entries and assistance with financial statements.",2,00011
142,Preparing monthly inter-company transactions.,0,00000
143,Assisting with daily cash management and forecasting.,2,00011
144,Preparing high-level monthly reporting on payroll by department with fluctuation analysis.,0,00000
145,Preparing schedules and support for year-end independent audit.,2,00011
146,Calculating and report quarterly sales and use tax liability.,2,00011
147,"Assisting with Accounts Payable and/or serve as back-up for department, as needed.",2,00011
148,Reviewing accounting and other processes for improvement in efficiencies and internal controls.,2,00011
149,"Preparing ad hoc financial reports, and other analysis, as needed.",2,00011
150,Other related duties as required.,0,00000
151,Two years + accounting experience.,0,00000
152,Payroll and or Accounts Payable experience a plus.,2,00011
153,Ability to handle sensitive and proprietary information in a confidential manner.,2,00011
154,Ability to establish and maintain healthy working relationships and be a team player.,2,00011
155,Highly organized and analytical with critical attention to detail.,2,01011
156,Competitive compensation,0,00000
157,"Paid vacation, holidays and sick time",2,00011
158,"Benefits plan including medical, dental and vision",2,00011
159,Retirement and profit sharing,2,00011
160,relevant: 1 year (Preferred),0,00000
161,Retail Sales: 1 year (Preferred),0,00000
162,Sales: 1 year (Preferred),0,00000
163,Customer Service: 1 year (Preferred),0,00000
164,Managing sales activities to exceed assigned revenue objectives.,0,00000
165,Providing tactical and strategic plans with specific measurable time frames to penetrate an account.,2,00011
166,Collaborate with Client Success Managers (i.e. Account Managers) to generate additional revenue from existing client base.,0,00000
167,"Prospect (cold calling, following up on leads, completing RFP's etc.) into new accounts to establish relationships.",2,00011
168,Executing aggressively on the plan to position Blackbaud as solution of choice.,0,00000
169,"Becoming a ""trusted business advisor"" and establish Executive relationships at senior levels within client accounts.",2,00011
170,Differentiating Blackbaud's solution by positioning professional services.,0,00000
171,Provide and or coordinate appropriate resources such as online demonstrations and proposals when needed to educate clients and advance sales cycles.,2,00011
172,Build and maintain an accurate pipeline and timely sales forecasts to management.,2,00011
173,"Identifying internal teams, providing direction and leadership in each sales engagement.",2,00011
174,Develop a deep understanding of customer industry trends.,0,00000
175,5+ years of experience in positioning and selling financial and/or accounting software solutions,2,00011
176,Knowledge and experience working within a solution-selling or consultative selling methodology.,2,00011
177,Experience selling/navigating a complex sale.,0,00000
178,Strong focus on acquiring new business while continuing to cultivate existing account relationships.,0,00000
179,A proven track record of consistent over quota achievement within a software vendor.,0,00000
180,Entrepreneurial drive and work ethic.,2,00011
181,Bachelor's degree or equivalent work experience required.,2,01000
182,Approximately 30% - 50% travel is required.,2,00010
183,Nonprofit industry experience is also a plus,0,00000
184,Relevant: 4 years (Required),0,00000
185,Competitive pay and benefits package,2,00011
186,Diverse and inclusive workforce,2,00011
187,Dynamic and collaborative team environment,2,00011
188,Environmental excellence and community support.,2,00011
189,Sets content strategy in concert with corporate and path to market priorities,2,00011
190,Develops Messaging Platform Documents (MPDs) to support new offer launches,0,00000
191,"Collaborates with creative services, subject matter experts and product teams in the development of new materials",2,00011
192,Responsible for publishing and maintaining content in Elevate (sales enablement portal),2,00011
193,Supports training team in the development of sales education modules,0,00000
194,Provides content to the global RFP team,0,00000
195,Participates in analyst briefings and response development,2,00011
196,Supports SME and peer marketing teams with messaging development,2,00011
197,Provides ad hoc executive messaging support,0,00000
198,Bachelor's degree or equivalent field experience required,2,01000
199,"Strong presentation, writing/positioning and editing skills",2,00111
200,Confidence in engaging with executives,0,00000
201,Global marketing experience - a strong plus,0,00000
202,5 or more years product marketing/field marketing/sales experience desired,0,00000
203,Strong knowledge of Lexmark customer segments and Sales coverage (Channel and Enterprise),2,00011
204,"Demonstrated problem-solving skills, as well as continuous improvement process skills",0,00000
205,Must thrive in a fast-paced business environment and display professionalism and confidence in complex situations,2,00011
206,Strong collaborator with a diplomatic disposition,0,00000
207,Training/education/consulting experience,0,00000
208,"Advanced proficiency in the use of Microsoft Office 365 programs (PowerPoint, Word, Outlook, Excel, Dynamics, Teams, Sharepoint)",0,00000
209,Some international travel may be required,2,00010
210,Following up with inbound leads and outbound ABM Programs,2,00011
211,Developing with assigned directors a prospecting/development plan,0,00000
212,Formulating effective voice mail and email messaging,2,00011
213,Understanding and being able to articulate our value proposition,2,00011
214,Willingness to prospect in all formats to produce opportunities,0,00000
215,Be able to make 50+ calls a day to prospects.,2,00011
216,Working closely with marketing to understand how things work and what we need to do to make things better,2,00011
217,Work well in a team and fast-paced environment,2,00011
218,"Experience with web applications such as Microsoft Office/Exchange, SalesForce, SalesLoft and LinkedIn",2,00011
219,"Call Center, speech recognition, or analytics technology experience is a plus",2,00011
220,"Bachelor's degree in business, sales, or marketing or equivalent training in business or sales experience in the software industry.",2,01000
221,Demonstrated ability to perform cold and warm calling techniques.,2,00011
222,Ability to triage leads as needed.,0,00000
223,"Demonstrated ability to interact with people successfully over the phone, to lead or persuade, overcome challenges or organize activity",2,00001
224,"Disciplined approach to daily activity planning, setting goals and achieving success",2,00011
225,Enthusiastic and self-starting approach,2,00011
226,Ability to communicate effectively oral and written,2,00011
227,"Ability to take direction, be coached, and mentored",2,00011
228,Strong presence and interpersonal skills,2,00111
229,"You must have 1+ years inside sales and/or lead generation experience, preferably in the software industry SAAS format.",2,00011
230,Strong proofreading and editing skills,2,00011
231,"Experience in strategizing, creating, and implementing drip campaigns",2,00011
232,The ability to write marketing copy for various industries and/or brands while capturing their voice,2,00011
233,"Excellent verbal, interpersonal, and written communication skills",2,00111
234,"Passion about optimization and data analysis, discovering new insights across to increase performance.",2,00011
235,"Self-directed, capable of staying on track and pursuing solutions without supervision",2,00011
236,Strong organizational skills and exemplary attention to detail,2,01011
237,Knowledge and expertise of emailing through CMS platforms,2,00011
238,The availability to work 40 hours per week from 9:00 am to 6:00 pm PST,0,00000
239,The ability to maintain strict confidentiality and discretion,2,00011
240,"BA/BS degree in marketing, business, or related field. (Preferred)",0,00000
241,Agency experience (Preferred),0,00000
242,"Developing and executing email marketing strategies in promotional, transactional, and highly targeted trigger campaigns across the customer lifecycle",2,00011
243,"Establishing and managing a rigorous A/B testing platform to enhance productivity, deliverability, and customer engagement",2,00011
244,Performing quality control checks and document best practices to produce work that is error-free,2,00011
245,"Troubleshooting technical issues related to HTML templates, list segmentation and other aspects of email execution, as required",2,00011
246,Setting up multiple complex trigger and program based emails as well as Ad-Hoc emails,2,00011
247,"Optimize email programs through continual testing of creative, cadence, offers, targeting, etc.",0,00000
248,"Monitoring deliverability and ensure CAN-SPAM compliance to maintain high deliverability, data hygiene and channel health",2,00011
249,"Defining business and data requirements for email campaign implementations when it comes to building journeys, triggers and dynamic emails",2,00011
250,Analyzing email and customer behavior and their key characteristics to improve email marketing,2,00011
251,"Maintaining email standards including opt-in/out processes, email size, HTML, format, etc.",0,00000
252,"Participating in regular strategy discussions, occasional client calls, and client presentations",2,00111
253,Staying up-to-date on current trends and best practices in email marketing,2,00011
254,You LOVE talking to people on the phone.,2,00011
255,"You get excited by competition, technology, and noble approaches to solving problems.",2,00011
256,You are a curious confident communicator able to act independently and in a team environment.,2,00011
257,You are a self-starter and take initiative.,2,00011
258,You are willing to learn quickly about the space we are in to be ready to start calling new prospects within 2 weeks of joining the team.,2,00011
259,"You have a high-degree of business acumen, are persistent, and creatively solve problems.",2,00011
260,Coordinate with multiple teams to schedule tailored demos of our solutions.,0,00000
261,Crush your monthly and quarterly qualified demonstration quotas,2,00011
262,You have B2B Enterprise SaaS experience.,0,00000
263,You are familiar with solution-based selling.,0,00000
264,You want to pursue a career in Enterprise SaaS sales.,0,00000
265,Competitive base salary paired with an awesome no cap commission structure,0,00000
266,Opportunity to start early in a fast-growing startup and be in the trenches with some pretty amazing people,2,00011
267,"Full benefits, including health, dental, disability, vision, and a matching 401k",2,00011
268,Multiple career paths set up for career growth within Xeeva,0,00000
269,Casual dress code and work environment,2,00011
270,ROWE (Results Only Work Environment),0,00000
271,Become a thought leader in a new space within procurement technology and spend time talking about cool things like AI and machine learning every day,2,00011
272,"Positivity, passion, and creativity",2,00011
273,"Smart people with exceptional accomplishments, talents, and goals",2,00011
274,The desire to continuously learn and grow and pass along best practices to colleagues and customers,2,00011
275,Sincere empathy towards customers and teammates,2,00011
276,"Ability to speak with CEOs, VPs, Directors, and ask thought-provoking questions",2,00011
277,Self-starters who quickly jump into action and stay calm in the midst of chaos,2,00011
278,"Phone, presentation skills, and strong interpersonal skills",2,00111
279,Experience selling technology and/or software,2,00011
280,Strong time management skills,0,00000
281,Excellent written & verbal communication skills,2,00011
282,"Ability to work in a fast-paced, startup environment with minimal direction",0,00000
283,Hustle and persistence,2,00011
284,"Promotional Money (PM). Money that is paid to you, above and beyond your base salary as an additional incentive on certain products.",2,00011
285,"The ability for you to generate sales, not only for the benefit to the company and your store, but for you and your financial well-being.",2,00011
286,The drive to achieve and exceed personal sales and productivity goals,2,00011
287,"Display an awareness of all store communications including: product information, advertising, promotions and other marketing initiatives",2,00011
288,"Boost product knowledge by learning the features, advantages and benefits. Staying on top of nutritional, wellness trends",2,00011
289,High school diploma or GED preferred,0,00000
290,Drive end-to-end innovation,0,00000
291,Deliver award-winning work,0,00000
292,"on a global scale. Accenture has more than 70 SAP awards since 2014, more than any other SAP Partner!",0,00000
293,Gain early access to SAP Innovations,0,00000
294,Thomson-Reuters #1 Ranking,0,00000
295,Ability to develop project plans for large implementations and lead cross-functional teams to deliver successfully to plan.,2,00011
296,"Participate in client requirements gathering, solution definition and proposal presentation meetings with sales pursuit team.",2,00111
297,"Define, develop, and actively manage implementation schedules and project budgets.",2,00011
298,Manage project scope and utilize appropriate change control mechanisms from inception to closure.,2,00011
299,Clearly communicate realistic project delivery commitments and consistently deliver against those commitments.,2,00011
300,Incorporate an appropriate level of quality audits and testing into every project.,2,00011
301,Customer Satisfaction - Develop a clear definition of project success from the client's perspective.,0,00000
302,Minimum 10 years of systems integration project management experience on enterprise-level implementations.,0,00000
303,Minimum 3 years of SAP Ariba based project management,0,00000
304,"Minimum 3 years of functional knowledge of source to pay, procurement, and catalog management software package being deployed (SAP Ariba).",2,00011
305,"Minimum 3 years of experience using project management tools for maintaining scope, schedule and budget. Quality Management",2,00011
306,Proven success in contributing to a team-oriented environment,0,00000
307,"Ensure project consultants are delivering to configuration, development, and methodology standards.",2,00011
308,"Strong understanding of the cloud software development lifecycle including waterfall, agile and hybrid methodologies.",2,00011
309,Proven ability to work creatively and analytically in a problem-solving environment,2,00011
310,Desire to work in an information systems environment,0,00000
311,"Excellent leadership, communication (written and oral) and interpersonal skills",2,00111
312,Analyze demands daily/weekly/monthly to identify procurement requirements.,0,00000
313,Review product/category lifecycles for proper sourcing and exiting strategies.,2,00011
314,"Monitor order status, stock outages, inventory turns, forecast, and inventory stocking levels for sales staff and others.",2,00011
315,Work with purchasing manager to maintain best practices in both purchasing & needs,0,00000
316,Contribute to the transition of discontinued products to new replacement products.,0,00000
317,Monitor and measure back order frequency; report variance from sales order fill rate.,2,00011
318,Analyze inventory to rebalance stock levels.,0,00000
319,Coordinate and monitor cycle inventory counts and reconciliations.,2,00011
320,Recommend standard policies & procedures to ensure adequate control of purchases and inventories.,2,00011
321,Always represent Beatty Lumber & Millwork CO. with integrity and professionalism.,2,00011
322,Compete for best pricing; purchasing,0,00000
323,"Inventory management, allocation or replenishment, financial planning or financial analysis.",0,00000
324,Building customer satisfaction & loyalty,0,00000
325,"The merchandising, advertising and promotion of products and services",2,00011
326,"Energetic responsiveness to every customer, on the phone and in the store",2,00011
327,Desire to succeed in a retail environment,0,00000
328,Motivated sales individual,0,00000
329,Lead the marketing strategy for an exceptional product launch for lorecivivint,0,00000
330,Develop and execute an integrated OA disease awareness campaign,2,00011
331,"Identify and lead creation of US marketing tactics, including customer engagement and education, and materials development for all field teams",2,00011
332,"Lead marketing team in creation and implementation of innovative educational and promotional programs for HCP, patients, and payers",2,00011
333,"Serve as primary interface with all marketing agency partners for disease awareness campaign, brand creation and subsequent launch activities",2,00011
334,"Optimize a marketing-mix-based budget and recommend product positioning, messaging and pricing strategy to senior commercial leadership team",2,00011
335,Analyze customer insights and competitive dynamics to inform/adjust marketing/brand strategy and address customer needs,2,00011
336,Collaborate with Medical Affairs and Market Access colleagues to develop impactful/actionable messages for all stakeholders,2,00011
337,Lead and develop marketing team,2,00011
338,Continued contribution to build out commercial organization,0,00000
339,A 10+ year track record of innovation and effectiveness in pharmaceutical commercialization,2,00011
340,6+ year track record of success in biopharmaceutical marketing,0,00000
341,"4+ years of successful experience in other functions such as sales, market access, sales operations, training and development, or finance.",2,00011
342,"Demonstrated marketing success in specialty product sales, preferably in Orthopedics and Rheumatology",2,00011
343,"Comprehensive understanding of reimbursement, distribution and access of injectable/infused products",2,00011
344,Demonstrable success in creating successful commercial/marketing organizations,0,00000
345,"Ability to hire, lead and develop best-in-class marketers",2,00011
346,"Significant travel (up to 30% of time) to provider locations, sales/company meetings, medical conferences, etc.",2,00010
347,Strong written and verbal communication skills,2,00011
348,Demonstrated analytical and problem-solving skills,2,00011
349,"Examples of ability to lead with, or without direct authority",0,00000
350,United States (Required),0,00000
351,"Flexible scheduling including days, nights and weekends.",2,00011
352,A team focus on support and success.,2,00011
353,Discounts to our 3 onsite restaurants.,0,00000
354,Discounts to our onsite Spa's services and retail as well as discounted stays at affiliated hotels.,2,00011
355,Discounted parking options on and off-site.,2,00011
356,Beautifully appointed luxury facilities.,0,00000
357,Top industry products and supplies to ensure our staff delivers exceptional experiences for our customers.,2,00011
358,Excellent customer service skills with the desire to work in a team environment.,0,00000
359,Previous experience working in a restaurant or caf setting is a plus!,0,00000
360,The ability to learn how to make coffee beverages using professional caf equipment.,0,00000
361,The drive to further your experience in merchandising and inventory management.,2,00011
362,Able to use a computer and ring up items for sale quickly and efficiently.,2,00011
363,"A caring, positive attitude with a genuine interest in ensuring our customers have memorable experiences.",0,00000
364,with customers to understand their internal dynamics and goals,2,00011
365,"with Florence team members in Customer Success, Sales, Account Management, Development, and Product to understand implementation scope",2,00011
366,Work with Implementation Manager to customize,0,00000
367,user adoption and engagement to ensure long-term success,2,00011
368,to providing white glove service to our users,0,00000
369,in healthcare software implementations,0,00000
370,"problems, find root causes and propose solutions",2,00011
371,step by step down the right path,0,00000
372,and able to handle multiple clients,2,00011
373,able to interact with other departments,0,00000
374,Similar roles in Healthcare Technology/Software particularly with remote SaaS software implementations,0,00000
375,Imparting or developing Training,0,00000
376,Clinical trial research,0,00000
377,"oin our high-output culture to create innovative, modern, and purposeful software solutions.",2,00011
378,"We offer a competitive compensation package, medical and dental insurance, 401(k) and office space in the heart of the city.",2,00011
379,What is your implementation style? Describe how you carry out an implementation and ensure the necessary tasks are completed.,2,00011
380,Why Florence? Tell us why you are interested in joining the Florence team,0,00000
381,Accounting/Business/related,0,00000
382,Accounting/Business/related,0,00000
383,"Comprehensive medical, dental, life insurance, and disability plan options",2,00011
384,Pension Plan*/403(b) Plan,0,00000
385,Health Care and Dependent Care Reimbursement Accounts,2,00011
386,On-Site Fitness Center (depending on location),0,00000
387,"Paid Time Off Program for vacation, holiday and sick time",2,00011
388,"Pension does not apply to Memorial Hospital, Memorial Hospital East, Memorial Medical Group, Alton Memorial or Parkland Health Center",0,00000
389,"to achieve integrity and authenticity, which creates prosperity",2,00011
390,to support an integrated journey that is inspiring and fun,2,00011
391,space that is a place of healing for ones journey,0,00000
392,Conscious communication,2,00011
393,"with our clients, each other and to support the health of our business",2,00011
394,to create a greater spectrum of collective wisdom,0,00000
395,and in being sensitive to the needs of each individual in our community,2,00011
396,of ourselves - we are not separate from the work that we do,0,00000
397,"to source and create pure, results-oriented products",2,00011
398,", which is achieved through simplicity",0,00000
399,"Attract, hire and retain a diverse team of top professional talent",2,00011
400,"Plan, execute and lead spa parties and events",2,00011
401,Oversee reception responsibilities to ensure consistency in performance and duties,2,00011
402,Schedule and manage employee accountability,2,00011
403,Create a culture that supports excellent customer service and team dynamics,2,00011
404,Support other projects that support the growth and health of Fusion,2,00011
405,5+ years of management and leadership experience,2,00011
406,Creation and execution of team goal setting,2,00011
407,Self-motivated and self sufficient,2,00011
408,Able to manage stress levels and composure,2,00011
409,Proven collaboration skills,0,00000
410,Strong delegation and time management skills,2,00011
411,Marketing background desired,0,00000
412,Able to work flexible hours including evenings and weekends,2,00011
413,Experience in Millennium software (preferred but not necessary) and Microsoft Office,2,00011
414,management: 5 years (Preferred),0,00000
415,Professional development assistance,0,00000
416,A job for which military experienced candidates are encouraged to apply,0,00000
417,"A good fit for applicants with gaps in their resume, or who have been out of the workforce for the past 6 months or more",0,00000
418,"Setting and meeting goals for service, operations, and financial results",2,00011
419,Maintaining excellent customer service standards,0,00000
420,Inspecting and adhering to safety and sanitation guidelines,2,00011
421,Performing front-line customer service,0,00000
422,B.S. in Accounting/Finance,0,00000
423,"1- 3 years of progressive accounting (or related) experience, manufacturing experience a plus",0,00000
424,Experience with ERP systems (SAP a plus),0,00000
425,"Experience with consolidation software (i.e., CPM) a plus",0,00000
426,Excellent work environment where fun meets success,0,00000
427,Upward mobility with a personal business mentor provided to each crew member,2,00010
428,Weekly leadership development meetings,0,00000
429,Travel opportunities,2,00010
430,Professional development assistance,0,00000
431,Outcome-oriented -- results-focused with strong performance culture,0,00000
432,Team-oriented -- cooperative and collaborative,2,00011
433,People-oriented -- supportive and fairness-focused,2,00011
434,Open to applicants who do not have a college diploma,0,00000
435,A job for which military experienced candidates are encouraged to apply,0,00000
436,Open to applicants who do not have a high school diploma/GED,0,00000
437,A good job for someone just entering the workforce or returning to the workforce with limited experience and education,2,00011
438,Secure new partnerships via numerous outbound communication methods,2,00011
439,Effectively track and summarize pipeline movement to appropriate stakeholders,2,00011
440,Utilize savviness and versatility to effectively execute unique plans of attack when prospecting and creating partnerships,2,00011
441,Support General Manager of Enterprise in any and all business needs,2,00011
442,2+ years of proven relevant experience,0,00000
443,"Skilled in new business development, including identifying key players in the market and effective outbound outreach",2,00011
444,Confidence in dealing with partners and clients at all levels,2,00011
445,Excellent written and verbal communication skills,2,00011
446,"Excellent internal and external rapport builder/people skills, establishing strong relationships",2,00011
447,Good understanding of Software as a Service (SaaS) products,0,00000
448,Familiarity with using CRM software,0,00000
449,"Thrive in a dynamic, fast-paced, collaborative startup environment",0,00000
450,"Passionate, self-motivated, tenacious, and driven",2,00011
451,"Prospect, develop and close leads through cold calling, social media, referrals, inbound leads, events, and mining our existing CRM tool",2,00011
452,Own entire sales process from prospecting to completion of the sale,0,00000
453,Support VP of Sales with proposal development and client follow-up for leads that have been identified,2,00011
454,Create business strategy for penetrating new targets and accurately forecasting pipeline each week,2,00011
455,"Achieve monthly, quarterly and annual sales quotas",2,00011
456,Travel to events with Editor In Chief / VP of Sales to help represent the Path to Purchase brand and facilitate meetings and follow-ups.,2,00011
457,"Proven success prospecting and developing sales by telephone, email and social media",2,00011
