,jobrequirements,bias,againstgroup
73,Ability to travel between 15-25% of time required,2,00010
74,"High degree of accountability to self, peers, and leadership a must",2,00011
75,Strategic planning skills are required,0,00000
76,"Must be proficient at interpreting data and information to identify risks, necessary changes, and opportunities",2,00011
77,Proven negotiation skills a must,0,00000
78,"Ability to create and confidently deliver relevant, coherent presentations essential",2,00111
79,"Manage and qualify inbound leads via website, sales telephone line, employee referral, etc.",2,00011
80,Pre and post trade show outreach. Scheduling of meetings for Executive team and Dir. Of Sales/Business Development on site during industry events,2,00011
81,"Attend industry events including trade shows, partner channel outings and Certilytics hosted events",2,00011
82,Daily research to target markets as directed by Executive Team and Dir. Of Sales/Business Development to expedite opportunities and lead generation,2,00011
83,Achieve quarterly targets on lead qualification and conversion,2,00011
84,Train and be proficient in understanding of all Certilytics solutions,2,00011
85,Maintain competitive market knowledge and assist Business Development team with competitive intelligence overviews on a quarterly basis,2,00011
86,Provide feedback to internal design and engineering teams on market needs,2,00011
87,Experience in business/corporate development with demonstrable record of successful SaaS or PaaS sales,0,00000
88,"Minimum of three years of experience in either big data analytics, technology, and/or healthcare preferred",2,00011
89,"Knowledge of the analytic services, technology and healthcare industries",2,00011
90,Demonstrates entrepreneurial openness and ability to explore new possibilities and to approach issues differently; a visionary; intellectually agile,2,00011
91,"Proven ability to work collaboratively with colleagues to create a results-driven, team-oriented environment",0,00000
92,"Use common hand tools such as knives, scissors, saws, and staple gun",2,00011
93,Properly maintain equipment and tools,2,00011
94,"Extensive experience with Microsoft Office Suite, including Outlook, Word, Excel and Calendar.",2,00011
95,"Maintain professional, timely, communication with customers and coworkers",2,00011
96,Professional presentation and verbal and written communication/instruction skills,2,00111
97,Excellent collaboration skills both internally and externally,2,00011
98,Excellent written/verbal communication and organizational/attention to detail skills,2,01011
99,Positive attitude and strong work ethic,2,00011
100,"Self-starter, excellent listener and completes tasks independently and efficiently with limited direction",2,00011
101,Strategic and critical thinking abilities in a fast-paced environment,2,00011
102,"Excellent organization, analytical, and problem-solving skills",2,00011
103,Ability to prioritize tasks and meet deadlines on a daily basis,2,00011
104,Self-directed and an ability to work with minimal supervision,2,00011
105,Ability to handle stress and remain productive,2,00111
106,Ability to learn other software systems used throughout our company,0,00000
107,Team player with a positive personality,0,00000
108,"Ability to work independently and within a team on special, nonrecurring and/or ongoing projects",2,00011
109,Professional appearance and demeanor,2,00011
110,"Willing to embrace change, redirection, and constructive criticism",2,00011
111,Must be able to work overtime as required,2,00100
112,"Working extended hours, including evenings and weekends are required.",2,00011
113,"Manages, recruits, on boards and trains store teams",2,00011
114,"Develops teams in brand, fashion and product knowledge, customer service skills and leadership skills.",2,00011
115,Provides succession planning for all staff and management team in the store,2,00011
116,Follows up with management team to ensure proper training and staff assessment is being completed,2,00011
117,Creates and acts on plans for future people development needs,2,00011
118,Maintains an overview of all Employee Relations responsibilities in the store to ensure a positive and motivating work environment,2,00011
119,Responsible for overseeing the maintenance and upkeep of concepts,2,00011
120,Maximizes sales through joint operational and commercial focus and takes action to obtain highest level of profitability for the store.,2,00011
121,Manages and ensures stock level is appropriate to maximize selling,2,00011
122,Responsible for pushes of high priority garments when necessary by communicating with the & Other Stories merchandising team.,0,00000
123,"Ensures the garment presentation, garment level and visual standards are presented according to & Other Stories expectations.",2,00111
124,"Ensures and follows up on all activities concerning events, promotions and sales activities in his/her store.",2,00011
125,Performs cash office operational functions,0,00000
126,"Ensures proper staff planning according to budget, takt goals and store needs",2,00011
127,"Establishes monitors and follows up on sales goals, sales plans and sales budgets with & Other Stories Sales Team to optimize profit.",2,00011
128,"Executes reductions, price changes, and transfers",2,00011
129,"Unloads delivery truck, receives, opens and unpacks merchandise and labels merchandise with security tags",2,00011
130,Follows and executes safety and security routines to prevent loss and guarantees employee and customer safety,2,00011
131,Has working knowledge and oversees use of all Company systems in stores,2,00011
132,"Rings on the register, reports and handles all required transactions, issues receipts and packs merchandise.",2,00011
133,Accurate recording of sales figures,0,00000
134,High School Graduate or equivalent.,0,00000
135,At least-3 years of retail management experience or comparable management experience,0,00000
136,Ability to lift in excess of 20 pounds,2,00010
137,Ability to climb a ladder and use a step stool,2,00011
138,Exceptional customer service and interpersonal skills,2,00111
139,Proven organizational and analytical skills,2,00011
140,Strong garment presentation skills with the ability to drive the business through creativity and extensive fashion knowledge,2,00111
141,Ability to take own initiative and take responsibility for actions,2,00011
142,"Ability to work strategically, tactically and operationally",2,00011
143,Ability to multi-task in a fast paced environment and prioritize effectively,2,00011
144,"Ability to be clear and convincing when communicating goals, information and expectations to staff",2,00011
145,Ability to plan and achieve long and short term goals,2,00011
146,Ability to coach and apply appropriate developmental tool for each individual,2,00011
147,Experience with preparing and administrating progressive discipline process and performance management as well as succession planning,2,00011
148,Ability to provide feedback in a constructive and professional way,2,00011
149,Ability to handle conflict and resolve problems constructively,2,00011
150,"Basic computer skills, such as browser navigation, software interaction and data entry are needed",2,00011
151,Open availability including evenings and weekends,2,00011
152,"Around 5 % travel required as necessary (Sales meetings, workshops, etc.)",2,00010
153,Medical and Vision Coverage*,2,00011
154,Domestic Partner Health Coverage,0,00000
155,Flexible Spending Accounts,0,00000
156,Life Assistance Program*,0,00000
157,Generous Vacation Package*,0,00000
158,"Company Paid Holidays, including your Birthday!*",0,00000
159,Commuter Benefits for parking & transit*,0,00000
160,401K Retirement Plan with a generous company match*,0,00000
161,Working Advantage Discount Program*,0,00000
162,Short and Long Term Disability,2,00011
163,Life Insurance and Accidental Death,2,00011
164,Supplemental Life Insurance,0,00000
165,Hyatt Group Legal Plan,0,00000
166,Met Life Auto / Home Insurance,0,00000
167,Opportunities to grow with the Company!*,0,00000
168,Deliver consistently against all revenue and profitability targets,2,00011
169,Ensure that all pipeline activity is recorded and updated in Salesforce.com,2,00011
170,"Negotiate pricing and contractual terms as required, in line with company guidelines",2,00011
171,Track progress against targets on an ongoing basis,0,00000
172,Demonstrate effective and collaborative use of all available resources,2,00011
173,"Develop practical and action orientated sales performance targets and plans, including but not limited to, GAP recovery and 30-60-90-day plans",2,00011
174,"Oversee the creation and delivery of accurate monthly, quarterly and annual forecasts and account plans",2,00011
175,Leverage customer feedback and requests to inform new product and feature development,2,00011
176,Present written quarterly reviews and annual plans to all levels of Black Box and partner managementQualifications,2,00011
177,"Driven by the desire to be viewed by clients as a supportive, dedicated, and knowledgeable solutions consultant",2,00011
178,Self-starter who shows ability to creatively and efficiently solve problems,2,00011
179,Analytically-minded and can easily calculate gross profit margins and markups,2,00011
180,"Takes initiative to do online research on clients, industries, and competitors",2,00011
181,Proficient in the Microsoft Office suite of tools and Salesforce.com CRM,2,00011
182,Ability to travel 70%,2,00010
183,"Onboarding, regular meetings, and communication, status reports, etc.",2,00011
184,Function as the escalation path for ANY issues for both resources and customers,2,00011
185,"Encourage the use of WWT tools and processes, and encourage resource involvement with other teams within WWT.",2,00011
186,Responsible for staffing projects and managing utilization for customer engagements,2,00011
187,Capacity planning and forecasting for future engagements,2,00011
188,Coach and mentor engineering staff on PS best practices,2,00011
189,Consistently reinforce WWT and our Core Values.,2,00011
190,Work with the customer to understand their Pain Points and Channel back the information to the Sales Team.,2,00011
191,"Build relationships with the entire sales cycle - CSE/CSE Managers, AM's, Hiring Managers, etc.",0,00000
192,"5-10 years of Technical management experience, preferably in a Professional Services environment.",0,00000
193,Strong knowledge of and proven experience with outsourcing/managed service engagements. Experience in the staffing or recruiting industry a plus,2,00011
194,"Proven experience interacting with large, enterprise clients",0,00000
195,Prior experience managing engineering teams or technical staff in a project execution capacity.,0,00000
196,Ability to work independently and solve customer-facing problems.,2,00011
197,"Strong communication skills (written, verbal, and presentation).",2,00111
198,Bachelor's Degree or equivalent experience,2,01000
199,Need to go onsite at the Customer's Premises twice a week in Sacramento,0,00000
200,Asset Protection Team Member,0,00000
201,Inventory Control Team Member,0,00000
202,Merchandising Team Member,0,00000
203,Receiving Team Member,0,00000
204,High school diploma or general education degree (GED) preferred.,0,00000
205,Previous related work experience preferred.,0,00000
206,"Operating POS equipment, symbol, and telephone preferred. (Cashier Only)",2,00011
207,In-direct support of people and processes to drive operational excellence and expected sales targets. (Cashier Only),2,00011
208,CPR and First Responder certification is a plus. (Asset Protection Team Member Only),2,00011
209,Loss Prevention or Criminal Justice background is a plus. (Asset Protection Team Member Only),0,00000
210,Excellent customer service orientation.,0,00000
211,Effective problem solving and communication with customers and team members.,2,00011
212,Ability to execute multiple tasks with superior organizational skills and detail orientation.,2,00011
213,"Read, interpret and follow documents such as safety rules, operation and maintenance instructions, plan-o-grams and procedure manuals.",2,00011
214,"Proficiently use basic mathematical computations and apply common sense understanding to carry out instructions in written, oral or diagram form.",2,00011
215,"Operate and coach others on the use of POS equipment, symbol and telephone (Cashier Only)",2,00011
216,Writes routine reports and correspondence (Cashier Only),2,00011
217,Working knowledge of inventory software and order processing systems. (Cashier Only),2,00011
218,Must meet federal and state requirements for selling and procession firearms transactions. (Fishing and Hunting Sales Team Member Only),2,00011
219,Must meet requirements to qualify to obtain/maintain FOID card (Illinois only). (Fishing and Hunting Sales Team Member Only),2,00011
220,"Proficiently use equipment such as basic hand tools, receiving and cleaning equipment.",2,00011
221,"Provide prompt, friendly customer service to all team members and customers.",2,00011
222,Emergency response procedures,0,00000
223,Strong situational awareness and observation skills,2,00011
224,Please see job description for more details.,0,00000
225,"Ability to work flexible schedules such as nights, weekends, and holidays based on business needs.",2,00011
226,Acceptable level of hearing and vision to perform job duties,2,00011
227,"Adhere to company work hours, policies, procedures and rules governing professional staff behavior",2,00011
228,"Frequently required to walk, reach, and talk.",2,00011
229,"Occasionally required to sit, climb, balance, stoop, kneel, crouch, push and pull.",2,00011
230,Constantly lift up to 10 pounds and occasionally lift up to 60 pounds.,2,00011
231,"Constantly stand, handle, use fingers to grasp and use repetitive motions (hands, wrist and fingers).",2,00011
232,"Specific vision abilities required by this role include close vision, distance vision, peripheral vision, depth perception and ability to adjust focus",2,00011
233,"Strong communication, relationship management and leadership skills.",2,00011
234,"Requires deep knowledge of U.S. Surgery market, trends, clinical surgical procedures and technical needs.",2,00011
235,"Sales experience in Surgery, with strong relationship networks.",0,00000
236,"Display high level of critical thinking in bringing successful resolution to high-impact, complex, and/or cross functional problems.",2,00011
237,"Results oriented to ensure achievement of the targeted profit, customer satisfaction and market share goals.",2,00011
238,"Ability to drive a strategic plan, having an impact to implement necessary changes with internal and external partners involved.",2,00011
239,10 years of Healthcare experience in the field of customer relationship or business management.,0,00000
240,Required travel: 60%.,2,00010
241,Must live in the territory/zone.,0,00000
242,Existing relationships with surgery key opinion leaders is desired.,0,00000
243,Prior sales and KOL development experience is desired.,2,00011
244,Manage and lead a team of Cloud Operations Engineers who are tasked with ensuring our uptime guarantees to our customer base.,2,00011
245,Scale the worldwide Cloud Operations Engineering team with the strategic implementation of new processes and tools.,2,00011
246,Hire and ramp exceptional Cloud Operations Engineers.,2,00011
247,"Assist in scoping, designing and deploying systems that reduce Mean Time to Resolve for customer incidents.",2,00011
248,Inform executive leadership and escalation management personnel of major outages,2,00011
249,Compile and report KPIs across the full company.,2,00011
250,"Work with Sales Engineers to complete pre-sales questionnaires, and to gather customer use metrics.",2,00011
251,Prioritize projects competing for human and computational resources to achieve organizational goals.,2,00011
252,Automate routine monitoring and troubleshooting tasks.,2,00011
253,"Be the owner of our platform. This includes everything from our cloud provider implementation to how we build, deploy and instrument our systems.",2,00011
254,"Drive improvements and advancements to the platform in areas such as container orchestration, service mesh, request/retry strategies.",2,00011
255,"Build frameworks and tools to empower safe, developer-led changes, automate the manual steps and provide insight into our complex system.",2,00011
256,Embed into SRE projects to stay close to the operational workflows and issues.,2,00011
257,Evangelize the adoption of best practices in relation to performance and reliability across the organization.,2,00011
258,Provide a solid operational foundation for building and maintaining successful SRE teams and processes.,2,00011
259,Maintain project and operational workload statistics.,2,00011
260,Promote a healthy and functional work environment.,2,00011
261,"Work with Security experts to do periodic penetration testing, and drive resolution for any issues discovered.",2,00011
262,"Liaise with IT and Security Team Leads to successfully complete cross-team projects, filling in for these Leads when necessary.",2,00011
263,Administer a large portfolio of SaaS tools used throughout the company.,0,00000
264,"Team Lead experience of an on-call DevOps, SRE, or Cloud Operations team (at least 2 years).",0,00000
265,"Experience recruiting, mentoring, and promoting high performing team members.",2,00011
266,"Experience being an on-call DevOps, SRE, or Cloud Operations engineer (at least 2 years).",0,00000
267,"Proven track record of designing, building, sizing, optimizing, and maintaining cloud infrastructure.",2,00011
268,"Proven experience developing software, CI/CD pipelines, automation, and managing production infrastructure in AWS.",2,00011
269,"Proven track record of designing, implementing, and maintaining full CI/CD pipelines in a cloud environment (Jenkins experience preferred).",2,00011
270,"Experience with containers and container orchestration tools (Docker, Kubernetes, Helm, traefik, Nginx ingress and Spinnaker experience preferred).",2,00011
271,Expertise with Linux system administration (5 yrs) and networking technologies including IPv6.,2,00011
272,Knowledgeable about a wide range of web and internet technologies.,2,00011
273,Knowledge of NoSQL database operations and concepts.,2,00011
274,"Experience in monitoring, system performance data collection and analysis, and reporting.",2,00011
275,Capability to write small programs/scripts to solve both short-term systems problems and to automate repetitive workflows (Python and Bash preferred).,2,00011
276,Exceptional English communication and troubleshooting skills.,2,00011
277,A keen interest in learning new things.,0,00000
278,Software development experience using Python or JavaScript,0,00000
279,"Experience with MongoDB, Elasticsearch, and Redis",2,00011
280,"Work within the account team to develop and execute annual sales, marketing &",2,00011
281,Oversee execution of all regular tasks/paperwork associated with managing the,0,00000
282,"Coordinating and managing efforts with all internal agency departments,",2,00011
283,"Presenting client deliverable's, including marketing plans, scopes of work,",0,00000
284,Creating and maintaining project timelines,2,00011
285,Manage final delivery of client reports and project status updates,2,00011
286,Planning and maintenance of client budgets,2,00011
287,"Facilitating all client media plans, ad production and fulfillment",2,00011
288,Collaborating with Project Management Office to manage and coordinate,2,00011
289,Planning and maintenance of client budget,2,00011
290,Following agency traffic and billing procedures,2,00011
291,"Leading team meetings, client conference calls and regular internal and external",2,00011
292,"Strategically directing accounts, including leading marketing planning and",2,00011
293,3+ years of advertising agency experience in account service or project,0,00000
294,Account Executive or Project Manager,0,00000
295,Team-oriented approach,0,00000
296,Excellent customer service skills,0,00000
297,Ability to prioritize and multitask,2,00011
298,"Strong verbal, written and presentation communication skills",2,00111
299,Comfortable working under tight deadlines,0,00000
300,"Proofreading, attention to detail and organizational skills are extremely important",2,01011
301,"Experience in marketing strategy, principles and processes",2,00011
302,Knowledge of basic creative and production concepts/terms,2,00011
303,"Knowledge of interactive strategy and management, including web, social,",2,00011
304,Advanced knowledge of digital programs and content management systems,2,00011
305,Knowledge of traditional and digital media,2,00011
306,Knowledge of Microsoft Office software,0,00000
307,Four-year college degree,0,00000
308,Occasional travel required,2,00010
309,Construct and debug software relating to electro-hydraulics controls. This may include any of the below unique roles:,2,00011
310,Microprocessor based controls software for STM32 microprocessors (C),0,00000
311,"Low level embedded Linux BSP/driver development (Yocto, C)",0,00000
312,Qt based embedded Linux UI development (C++),0,00000
313,Basic Windows desktop application development (C#),0,00000
314,"Basic Android/iOS application development, IoT related",0,00000
315,"Web application development, IoT related",0,00000
316,Assist with the evaluation/bring-up of custom electronics hardware,2,00011
317,Assist with software testing and evaluation,2,00011
318,Use Agile project management software to track project progress,0,00000
319,Use Git SCM to manage software,0,00000
320,Construct software documentation as required,0,00000
321,Continually enhance skill set and knowledge of new technology,2,00011
322,Other duties as assigned,0,00000
323,"Experience working with microprocessors and/or embedded processors (register access, memory management)",2,00011
324,Working knowledge of the Linux command line,0,00000
325,Should be capable of working in Linux for day to day tasks,0,00000
326,Self-motivated with a strong desire to succeed and ability to work well with others as well as working independently,2,00011
327,Capable of resolving technical challenges and learning new technologies/methodoligies with little/no assistance,2,00011
328,Prior experience with version control software such as Git preferred,0,00000
329,"Any experience with C, C++, Javascript, C#, and/or PHP a plus",2,00011
330,Experience with web based programming helpful,0,00000
331,"Experience debugging hardware with basic test equipment a plus (JTAG debugger, Oscilloscope, Multi-meter)",0,00000
332,Manage conflicting priorities and handle multiple tasks/projects concurrently,2,00011
333,"Organize, plan, control and prioritize work/projects effectively.",2,00011
334,"Develop short and long term strategic plans, utilizing excellent project management skills.",2,00011
335,Displays and promotes high standards of ethical conduct and behaviors consistent with organizational and government standards.,2,00011
336,"Develop goal-oriented, comprehensive programs of community outreach and engagement with prospective students.",2,00011
337,"Implement best practices of and research for community outreach and engagement programs, partnership development, and community advocacy.",2,00011
338,"Anticipate, understand and manage customer expectations and consistent delivery of services.",2,00011
339,Establish and build a referral network within assigned market specific communities and to advocate for CTE.,2,00011
340,Work closely with campus leaders to ensure that the school is a catalyst for community engagement.,0,00000
341,Performs other duties as assigned,0,00000
342,"5+ years of experience in outside business, sales or marketing",0,00000
343,"3-5 years of successful relevant experience, highly preferred",0,00000
344,3-5 years of multi-territory management experience required,0,00000
345,Prospecting and territory management,2,00011
346,"Demonstrates proficient knowledge of Microsoft Office, Salesforce, or similar CRM software",0,00000
347,"Demonstrates proficient understanding around technology hardware, such as iPads, laptops, etc.",0,00000
348,Has reliable transportation to travel independently to partner meetings,2,00010
349,Ability to manage conflicting priorities and handle multiple tasks/projects concurrently,2,00011
350,Ability to work independently,0,00000
351,"Ability to effectively organize, plan, control and prioritize work/projects.",2,00011
352,Ability to regularly communicate progress to appropriate stakeholders.,0,00000
353,Required to work normal hours to successfully perform the job responsibilities,0,00000
354,May need to work nights and weekends to complete assignments,2,00011
355,"Frequently subjected to interruptions, multiple calls and inquiries",2,00011
356,The noise level in the work environment is usually quiet to moderate,0,00000
357,Support and maintain the requirements for the technical and data infrastructure to support the relevant data and analytics processes.,2,00011
358,Develop proof of concept solutions to test and ascertain requirements for BI needs.,2,00011
359,"Develop executive dashboard and implement new data and analytics processes & strategy, end-user self-services reporting.",2,00011
360,Other responsibilities as required.,0,00000
361,Working knowledge of Content Management System (CMS).,0,00000
362,Highly analytical mind with a strong business understanding. A self-starter capable to taking initiative and working with minimal direction,2,00011
363,"Resolve issues via resource coordination, personal support and other proprietary care methods over phone and video",2,00011
364,"Operate computers, phones, cameras and proprietary software/technologies to communicate with members and other resources",2,00011
365,"Document, process, report and record information in verbal, written and electronic form",2,00011
366,Monitor and analyze data and situations quickly to choose the best solutions and solve problems thoughtfully,2,00011
367,The opportunity to use cutting-edge technologies to deliver a life-changing service and make a genuine impact,2,00011
368,Management Consulting,0,00000
369,Application DevelopmentPreferred Skills & Knowledge,0,00000
370,General project management skills,0,00000
371,Proficiency with Microsoft PowerPoint & Excel,0,00000
372,Bachelor's degree or equivalent practical experience.,2,01000
373,10 years of experience vending products to education clients,0,00000
374,Experience with Customer Relationship Management Systems.,0,00000
375,"Ability to speak credibly about PaaS and IaaS, and to perform basic technical qualification(s).",2,00011
376,"Ability to plan, present, and execute a territory sales strategy.",2,00011
377,"Effective communication, presentation and analytical skills.",2,00111
378,"Build and deepen executive relationships with public sector customers. Influence long-term strategic direction, and serve as a business partner.",2,00011
379,"Manage entire complex sales-cycles, often presenting to C-level executives (customers) in the education sector.",0,00000
380,"Drive business development, forecast accurately and achieve strategic goals by leading customers through the entire business cycle.",2,00011
381,Ensure customers expectations are exceeded by directing and communicating patient needs effectively and efficiently.,2,00011
382,Effectively greet incoming\outgoing patients immediately upon entering the office.,0,00000
383,"Maximize patient flow, by organizing, tracking and communicating with other associates and patients to maintain an efficient office.",2,00011
384,Obtain and verify insurance eligibility for all applicable patients.,2,00011
385,Audit and edit insurance claims through Enterprise for submission to Home Office.,2,00011
386,Resource scheduling appointments correctly.,0,00000
387,Facilitating and rescheduling no shows appointments.,2,00011
388,Communicating the use of the online history form to all patients.,0,00000
389,Pull charts for all former patients scheduled for the following day.,0,00000
390,Confirm that all contact lenses have arrived for Recheck\Pick-Up Appointments.,0,00000
391,"Ensure that all yearly exams complete a recall card, record month and year in upper right corner of card. Forward to Home Office at month end.",2,00011
392,Check patients out through POS as requested/needed.,0,00000
393,Ensure that patient has been made aware of all promotions and offers.,2,00011
394,Prepare invoices and packing slips to be submitted to Home Office.,2,00011
395,"Close & balance POS software program at day end, completing daily deposit, ensuring that it properly balances.",0,00000
396,Fax daily sales summary report to Home Office on a daily deposit form prior to 12:00 p.m.,0,00000
397,Maintain cleanliness and organized appearance of front desk at all times.,2,00011
398,"May be required to perform preliminary testing for patients, as needed.",0,00000
399,Develop skills to assist patients in all aspects of optical dispensary.,2,00011
400,Initiate training in the contact lens area until Contact Lens Tech is available.,0,00000
401,Help maintain the attractive appearance of the office.,0,00000
402,Attend all office meetings.,0,00000
403,Participate in all training opportunities offered by My Eye Dr.,0,00000
404,"Other duties, as assigned.",0,00000
405,High School degree/GED required. AA or BA/BS in related field is desirable.,0,00000
406,1-3 years of related experience within a similar office environment.,0,00000
407,"Demonstrated success in a retail, office environment addressing a broad spectrum of customer requirements and preferences.",2,00011
408,Demonstrated ability to establish positive patient rapport and build relationships to establish repeat customer-trends.,2,00011
409,"Strong communication skills (oral and written) with the proven ability to manage priorities in a fast paced, entrepreneurial environment.",2,00011
410,"Ability to multi-task, set priorities and ensure that patient commitments/deadlines are met.",2,00011
411,Proficiency in utilization of automated equipment and systems standard to the optometry industry.,2,00011
412,"This position requires the ability to communicate and exchange information, utilize equipment necessary to perform the job, and move about the office.",2,00011
413,This position is performed in a traditional retail office environment.,0,00000
414,Customer Service or Optical: 1 year (Preferred),0,00000
415,Develops and executes tests to help characterize and improve performance of focused ion beam (FIB) and electron beam (SEM) columns.,2,00011
416,"Performs hands-on assembly, testing and training of personnel as required during projects (i.e., assembly, test or measurement, troubleshooting)",2,00011
417,Develops and maintains software to simulate and characterize FIB and SEM columns,2,00011
418,Develops and maintains technical product and process documentation.,2,00011
419,Works with Supplier Quality Engineering to qualify supplier processes to improve quality,0,00000
420,"Implements Engineering Change Orders to support production, supply chain and Service.",2,00011
421,Experience coding in C# is highly preferred,0,00000
422,Experience in troubleshooting complex lab instrumentation including software maintenance and development,2,00011
423,Must have the ability to obtain a valid passport and travel regionally and internationally as required.,2,00011
424,"Social media (Instagram external/internal, LinkedIn, Facebook, Vimeo)",0,00000
425,"Digital marketing campaign work (Landing pages, Direct emails, Social Media sponsored posts, Digital Advertising and special)",2,00011
426,Design fluency a must.,0,00000
427,Expert knowledge of social media platforms.,0,00000
428,Knowledge of current social media trends.,0,00000
429,Excellent ability to organize and plan content.,2,00011
430,A keen sense for photography selection.,0,00000
431,Ability to adapt long format campaign copy and messaging for social media captions.,2,00011
432,Ability to articulate and convey brand standards on social media channels.,2,00011
433,Basic knowledge of photo editing software within Adobe Creative.,0,00000
434,"Basic experience in creating content (photography, GIFs, videos, graphic design, illustration).",0,00000
435,Experience in copywriting a plus.,0,00000
436,Experience in the fields of architecture or interior design a plus.,0,00000
437,Experience with web design or landing pages a plus,0,00000
438,3-5 years of related experience,0,00000
439,"Fluency in Spanish, French and/or German (as well as English)",2,00011
440,"Excellent customer service skills: ability to read closely, think quickly and problem-solve effectively",2,00011
441,"Familiarity with car model names, part descriptions and other automotive terms",2,00011
442,Eagerness to have an immediate impact on business,0,00000
443,Bachelor's (Required),2,01000
444,"Madison, WI 53719 (Required)",0,00000
