jobrequirements,bias,againstgroup
Study new and advanced information technologies and software environments and propose them to the management,0,0000
University degree in Computer Sciences or a related field,0,0000
"3 years of experience with database design, development and optimization technology",0,0000
"Excellent knowledge of OOP, T-SQL, PL-SQL, C#, ASP",0,0000
Good knowledge of the Armenian and Russian languages,0,0000
Problem-solving and decision-making skills,0,0000
Good time management and organizational skills,0,0000
Knowledge of accounting is a plus,0,0000
Develop the structure of the workshop and further accompanying activities in the Proposal,0,0000
Provide recommendation on the potential structure,0,0000
Prepare final and complete Advocacy and Communication Strategy of AC,2,0011
University degree in a relevant field,0,0000
In-depth knowledge and understanding of social issues in RA,0,0000
"At least 5 years of extensive work experience and proven record in advocacy, policy dialogue, lobbying and network collaboration",0,0000
Ability to demonstrate the experience of having undertaken similar assignments,0,0000
Good analytical and documentation/ strategy writing skills,2,0011
Good communication and facilitation skills,2,0011
Provide the employer with legal consultation,0,0000
Prepare the necessary documents in the Armenian and English languages,0,0000
Carry out other duties specified by the employer,0,0000
Higher education and work experience in a relevant field,0,0000
"Excellent written and verbal knowledge of the Armenian, Russian, English languages",2,0011
"Draw up legal documents in the Armenian, Russian and English languages",0,0000
"High sense of responsibility, punctuality and communication skills",2,0011
census data-table and carry out quality checks of output tables,0,0000
Provide support to the International Consultant(s)  engaged in assignments in the country,0,0000
Perform other related duties,0,0000
"University degree in Statistics and/ or Agricultural Statistics, Agricultural Economics, Economics or in an equivalent field",0,0000
At least 5 years of work experience in the field of statistics and IT,0,0000
Fluency in the Armenian and English languages,0,0000
Plan and conduct audit engagements,0,0000
Review the clients' accounting and internal control system,0,0000
Carry out tests of control and substantive audit procedures,0,0000
"Obtain, analyze and appraise audit evidence",0,0000
Report audit findings and make recommendations for the correction of noted deficiencies,0,0000
Carry out the financial analysis of companies operating in different sectors,0,0000
Conduct efficiency analysis of operations and procedures,0,0000
Participate in internal audit procedures,0,0000
Report on requested criteria,0,0000
Perform other related duties and responsibilities as required,0,0000
At least 3 years of work experience in auditing or 5 years of work experience in accounting,0,0000
"Bachelor's degree in Finance, Accounting or Business Administration",0,0000
"Knowledge of IFRS, Armenian Tax Legislation and generally accepted accounting practices",0,0000
Knowledge of Accounting Softwares (ArmSoft is preferable),0,0000
Computer skills and proficiency in Microsoft Excel,0,0000
Ability to work effectively with all the levels of staff and handle confidential information discretely and professionally,0,0000
Strong team-player with excellent oral and written communication skills,2,0011
Fluency in the English language is preferred,0,0000
"Develop, implement and maintain an internal audit program that addresses key business and operational risks across the entire organization",0,0000
Analyze effectiveness and efficiency of the control environment,0,0000
"Evaluate audit results/ findings and make recommendations on any necessary process improvements, corrective actions or remediation",0,0000
Direct and lead audit procedures to verify that the control is operating through testing and interviewing techniques,0,0000
Draft policies and procedures,0,0000
Bachelor's degree in Accounting or Finance,0,0000
3 to 4 years of financial experience through public accounting/ auditing (Big 4 is a plus),0,0000
"Strong analytical, written and oral communication, interpersonal and relationship building skills",2,0111
"Systems knowledge and familiarity, particularly of 1C Program",0,0000
Ability to adapt to changes quickly,0,0000
Create the visual language for the PicsArt's user experience and interaction design,2,0010
Contribute assets and solutions to usability studies that validate design goals,0,0000
Identify and creatively solve usability edge cases pertaining to responsive design and different device and display types,0,0000
"Work with engineering, product and design leads to painstakingly craft pixel-perfect designs that delight hundreds of millions of people",0,0000
"Develop solutions for PicsArt marketing, brand and visual content needs",2,0010
At least 2 years of experience in shipping beautifully-designed consumer products for significant user bases,0,0000
Portfolio with strong emphasis on Android and iOS phones and tablets,2,0001
Commitment to the PicsArt's mission and ways to further enrich the product while simplifying and beautifying the experience,0,0000
Good knowledge of the English language,0,0000
Coordinate and manage issues concerning the sales,0,0000
Manage the sales staff,0,0000
Provide excellent customer service to high-profile customers,0,0000
Apply selling skills to ensure completion of the sale,0,0000
Manage personal client book among others,0,0000
Provide highest level of customer service in all the situations,0,0000
Oversee the store tidiness and order,0,0000
Demonstrate knowledge of Boutique systems and adherence to Boutiques policies and procedures,0,0000
Provide product knowledge to the customers,0,0000
Responsible for cash registers and payment receipts or preparing finance arrangements,0,0000
Arrange the purchase package and delivery for the customers,0,0000
Higher education in Management or a related field (at least Bachelor's degree),0,0000
"Fluency in the Armenian, Russian and English languages",0,0000
Experience in retail sales and customer service,0,0000
Strong organizational and management skills,0,0000
Pleasant personality with polite and helpful manners,0,0000
Good mental arithmetic skills,0,0000
Strong selling skills and commitment to good customer service,0,0000
High sense of responsibility,0,0000
Excellent communication skills and self motivation,2,0011
Team working skills,0,0000
"Establish, maintain and coordinate the implementation of accounting and accounting control procedures",0,0000
Implement and monitor accounting and related system reports for accuracy and completeness,2,0001
"Prepare and review revenue, expense, payroll entries, invoices and other accounting documents",0,0000
Ensure accurate and appropriate recording and analysis of revenues and expenses,0,0000
"Prepare journal entries, maintain and reconcile ledger accounts",0,0000
"Provide record of assets, liabilities and other financial transactions",0,0000
Perform accounts payable and payroll related duties,0,0000
Maintain receipts and disbursement reports,0,0000
Prepare state and tax returns,0,0000
"Ensure accurate and timely monthly, quarterly and year-end closing",0,0000
Stay informed regarding trends and new developments in the accounting practices and related laws,0,0000
University Degree in Accounting or Finance,0,0000
At least 1 year of professional experience,0,0000
Fluency in the Armenian and Russian languages,0,0000
"Proficiency in MS Office (particularly, strong Excel user), Armenian Software, Outlook and Internet",0,0000
"Perfect knowledge of finance, accounting and cost control practices",0,0000
Knowledge of tax legislation of the Republic of Armenia,0,0000
Knowledge of automated financial and accounting reporting systems,0,0000
Ability to work under pressure,0,0000
Attention to detail and accuracy,2,1000
Strong communication and presentation skills,2,0111
Decision-making and problem-solving abilities,0,0000
Team working skills,0,0000
"Develop a marketing communications plan including strategy, goals and tactics",2,0011
Coordinate all the public relations activities,0,0000
Direct the social media team to engage audiences across traditional and new media,0,0000
"Monitor, analyze and communicate PR results on a quarterly basis",2,0001
"Evaluate opportunities for partnerships, sponsorships and advertising on an on-going basis",0,0000
Build relationships with thought leaders to increase the industry awareness,0,0000
"Proven work experience in public relations (preferably, in shopping centers)",0,0000
Proven track record of designing and executing successful public relations campaigns both at local and national levels,0,0000
Strong relationships with both the local and national businesses and the industry media outlets,0,0000
"Solid experience with social media including blogs, Facebook, Twitter",0,0000
Experience in event planning,0,0000
"BA/ MA degree in Marketing, Advertising, Communications or a related discipline",2,0011
Responsible for the proper functionality of all modules of the Cube/ 1C Interface system,0,0000
Offer and implement optimal solutions for the development of business processes of the Company,0,0000
"Provide the Cube/ 1C Interface Program with the updates, releases and integration",0,0000
"Collect and analyze the user's needs, test and find solutions",0,0000
Responsible for the timely archivation of software backups,0,0000
Responsible for Cube/ 1C Interface Software monitoring and troubleshooting,0,0000
Responsible for the proper functionality of all the modules of the 1C System,0,0000
Group and provide the necessary information,0,0000
Demonstrate market knowledge of selling luxury products,0,0000
Analyze the customer database,0,0000
"Analyze the internal and external indicators of sales, create reports",0,0000
"Provide operational, short, medium and long-term sales forecasts",0,0000
"Analyze sales by types, regions and distributors",0,0000
"Analyze sales dynamics, give the definition of liquidity of goods",0,0000
Analyze sales planning strategies,0,0000
"Provide a systematic approach, analysis and synthesis",0,0000
Analyze the receivable and payable accounts,0,0000
Conduct desk research and demonstrate excellent knowledge of pricing,0,0000
Analyze the competitive environment,2,0100
Develop strategic and tactical plans,0,0000
Take a short-term training (with a duration of 1 week) in the near abroad two or three times in a year,0,0000
Master's degree or an equivalent degree in IT/ Accounting/ Finance,2,1000
Excellent written and verbal communication skills in the Armenian and Russian languages,2,0011
Work experience in relevant positions is an advantage,0,0000
"Strong interpersonal, organizational skills",2,0100
"Computer skills in MS Office (particularly in MS Access), 1C, Visual Basic, SQL, C++, SPSS",2,0010
Excellent knowledge of the technical standards of the 1C Software,0,0000
Knowledge of programming basics is desirable,0,0000
"Draft writs, agreements and other legal documents",0,0000
"Represent the Bank in civil, administrative and bankruptcy suits in the courts of RA and other state bodies",0,0000
Examine the loan documentation and give a legal opinion,0,0000
Provide advice on the legal matters of banking activities,0,0000
"Maintain judicial files, the Legal Department correspondence",0,0000
University degree in Law,0,0000
"Excellent knowledge of banking, civil, bankruptcy and judicial procedure legislation",0,0000
At least 3 years of professional work experience preferably in financial and banking sectors,0,0000
"Fluency in the Armenian, English and Russian languages",0,0000
Oral and written communications skills,2,0011
Ability to work under pressure,0,0000
Attention to details,2,1000
Analytical thinking skills,0,0000
Control the whole process of parts ordering from the submission of the parts order to the final delivery at the Company's premises,0,0000
"Process parts orders including combining orders and placing them in 1C, Antares or other systems",0,0000
Record the import documents concerning all the inbound spare parts loads in the system,0,0000
Analyze add-to-inventory requests presented by the Parts Sales Department,0,0000
Provide required information to internal departments to ensure the selection of the best available ordering option which will satisfy customer needs,0,0000
"Place and follow up claims to the suppliers for any deviation, discrepancy or damage concerning inbound shipments",0,0000
Provide the Parts Warehouse Team with detailed information about expected shipments on a daily basis,0,0000
"Ensure the Company nominated service providers' (freight forwarders', brokers', etc",0,0000
Get quotes for specific transportation or brokerage services which are not a part of contractual agreements,2,0001
Participate in both the international and local level logistics projects,0,0000
Analyze all the stock replenishment and corresponding actions in the Inventory Control System,0,0000
"Advanced user skills in MS Office, 1C is a plus",0,0000
Fluency in the Russian and English languages,0,0000
Ability to work under deadlines and time pressure,0,0000
Maintain the customer relationships management system,0,0000
Contact customers by email and phone,2,0001
Help customers in finding information they need on the Company's websites,0,0000
Prepare and send mailers,0,0000
Prepare marketing materials,0,0000
Maintain the Company's account in social networks,0,0000
Assist in improving the Company's websites,0,0000
BS in the English language,0,0000
"Motivated, enthusiastic and organized personality",0,0000
Perfect (near-native) knowledge of the English language (both written and verbal),2,0011
Team working skills,0,0000
"Accuracy, punctuality and attention to details",2,1000
High sense of responsibility,0,0000
Very good knowledge of MS Office,0,0000
Excellent communication and writing skills,2,0011
"Provide reports to the Finance Controller on taxes, expenses and cash flows as required",0,0000
"Prepare financial, tax and statistical reports",0,0000
"Prepare monthly tax reports (VAT, income tax, etc",0,0000
Carry out cash transactions and banking operations,0,0000
Perform other related duties and responsibilities as required,0,0000
University degree in Financing or Accounting,0,0000
At least 5 years of work experience in the position of Chief Accountant or Deputy Chief Accountant in a relevant industry or production,0,0000
Knowledge of International Accounting Standards,0,0000
Knowledge of the Armenian Accounting Software (AS),0,0000
Knowledge of the accounting and tax legislation,0,0000
Advanced computer skills,0,0000
Fluency in the Armenian and English languages,0,0000
Develop teams of international and national experts to tender for projects,0,0000
Coordinate the proposal process from receipt through preparation and submission,0,0000
Responsible for preparing and posting job announcements,0,0000
Conduct intense search for appropriate candidates,0,0000
Correspond with applicants and provide them with necessary information in a timely and respectful manner,0,0000
At least 3 years of work experience in similar positions,0,0000
"University degree in Economics, Management or in related fields",0,0000
"Excellent computer skills, including experience with word processing, spreadsheets, database and internet search",0,0000
Ability to conduct internal assessments of applicants in respect with the required qualifications,0,0000
Manage the Company's experts' database,0,0000
Excellent knowledge of the English language (both verbal and written),2,0011
Working knowledge of the French language is desirable,0,0000
Good negotiation skills,0,0000
Deadline-oriented personality with a high sense of responsibility and ability to be accurate,0,0000
"Well-developed analytical, communication and organizational skills",2,0011
Ability to work under pressure,0,0000
Assist with monthly financial reports,0,0000
Responsible for data entry into 1C Accounting Software,0,0000
Assist with monthly tax reports,0,0000
Prepare internal management reports,0,0000
Assist with accounts receivable and payable,0,0000
Perform other duties as assigned,0,0000
"Student of a relevant degree such as Accounting, Economics, Finance is preferred",0,0000
Ability to multitask,0,0000
Good communication skills,2,0011
Good knowledge of MS Excel,0,0000
Fluency in the English languages (both oral and written),2,0011
Participate in the application design,0,0000
Provide the necessary technical and design documentation,0,0000
Communicate with the local management and external team members effectively,0,0000
Develop features according to technical specifications,0,0000
University degree in a relevant field of studies,0,0000
At least 2 years of practical experience with Java development,0,0000
Good knowledge of OOP principles,0,0000
"Knowledge of IOC frameworks like Spring, Guice, Gin is an advantage",0,0000
Knowledge of GWT or other MVC frameworks such as Struts2 or JSF is an asset,0,0000
"Knowledge of other programming languages such as Ruby, PHP is a plus",0,0000
"Good knowledge of databases (such as Oracle, POSTGRES, MySQL, MSSQL) is an advantage",0,0000
Experience with GPS technologies and location based systems is an advantage,0,0000
Experience in using Eclipse IDE is preferable,0,0000
"Experience in working with Linux environment (Ubuntu, Suse)",0,0000
Good analytical skills,0,0000
Ability to work in a team,0,0000
Excellent knowledge of the English language (technical terms and communication),2,0011
Knowledge of the German language is an asset,0,0000
Work closely with the team leader and product owner for understanding the functional and system requirements,0,0000
Develop software code based on the existing requirements,0,0000
"Read, understand and modify the existing code",2,0011
Actively participate in product and customer development meetings and come up with creative ideas and solutions,0,0000
Participate in testing process through unit testing and bug fixes,0,0000
Learn new technologies and programming languages,0,0000
"Teach, supervise and mentor junior developers",0,0000
"Knowledge of C/ C++ programming, STL",0,0000
Strong analytical skills,0,0000
"Fast learner, fast doer, ability to grasp new technologies/ methods on the fly",0,0000
Ability to work under pressure and meet deadlines,0,0000
"Knowledge of Data structures, algorithms",0,0000
Knowledge of Unix like operating systems (Linux or BSD),0,0000
"Knowledge of object-oriented programming, design patterns",0,0000
"Knowledge of the English language (ability to read and understand technical articles, conversational language skills)",2,0011
Knowledge of image processing algorithms (OpenCV),0,0000
Knowledge of boost libraries and multithreading and their practical use,0,0000
Conduct FX and securities trading as well as treasury operations,0,0000
Render investment services to the clients,0,0000
Analyze and monitor internal and external financial markets,2,0001
Manage the investment portfolio,0,0000
"Conduct FX, interest rate, liquidity and counterparty risks",0,0000
Negotiate with counterparties,0,0000
"University degree in Economics, Finance or other relevant fields",0,0000
At least 1 year of relevant experience,0,0000
"Fluency in the Armenian language, good knowledge of the English and Russian languages",0,0000
Availability of CBA,0,0000
Knowledge of the Armenian Banking Legislation is an advantage,0,0000
Knowledge of ArmSoft is an advantage,0,0000
High communication skills,2,0011
"Initiate leads in the building projects' market with designers, contractors and project/ property owners",0,0000
Contact regular and prospective customers to solicit orders and present technical solutions,0,0000
Follow up orders and manage clients' accounts,0,0000
Undertake presentations for potential big customers,2,0101
Meet predefined sales quotas and close deals on a monthly basis,0,0000
Follow up on a daily/ weekly/ monthly basis on all the client portfolios,0,0000
"Assist clients in resolving their problems and provide assistance and attention on technical issues, prices and services",2,1000
Coordinate and follow up customer complaints and provide feedback,0,0000
Keep the customers updated with all the new ideas and technologies related to lighting and supply them with catalogs of new products,0,0000
"Prepare quotations and offers, designs, lighting calculations, lighting simulations",0,0000
"Prepare drawings, estimates and bids to meet specific needs of the customer and budget",0,0000
Present a general report or a report on problems for resolution on a required basis,0,0000
Oversee the delivery and installation of products if needed,0,0000
Follow up with clients on hold projects,0,0000
Perform other duties as assigned,0,0000
Degree in Electrical Engineering or Interior Design,0,0000
3-5 years of experience in a techno-commercial job,0,0000
Knowledge and experience of lighting design and software are a plus,0,0000
Good communication and active listening skills,2,0011
"Sales, customer service and marketing skills",0,0000
"Initiative taking, energetic and self-confident person",0,0000
Team working skills,0,0000
Sound judgment and discretion,0,0000
Multi-tasking abilities,0,0000
Strong organization and negotiation skills,0,0000
"Experience of achieving challenging sales targets in a dynamic, fast moving, competitive and culturally diverse market sectors and territories",2,0100
Knowledge of the sales process in the industry and the territory and ability to seek market knowledge to improve the Company's sales strategy,0,0000
Ability to find cost-effective solutions to customer and distributor problems,0,0000
Ability to meet deadlines,0,0000
"Skills in the English, Armenian and Russian languages",0,0000
Participate in the application design,0,0000
Provide the necessary technical and design documentation,0,0000
Communicate with the local management and external team members effectively,0,0000
Develop features according to technical specifications,0,0000
University degree in a relevant field of studies,0,0000
At least 1 year of practical experience,0,0000
"Knowledge of DHTML (JavaScript, CSS2, CSS3, HTML4, HTML5)",0,0000
Knowledge of OOP principles,0,0000
"Knowledge of other programming languages such as PHP, Ruby is an advantage",0,0000
Knowledge of Java programming language is a big plus,0,0000
"Knowledge of GWT, ExtGWT is an advantage",0,0000
Knowledge of Photoshop or CorelDRAW is a big plus,0,0000
Experience in using Eclipse IDE is preferable,0,0000
"Experience in working with Linux environment (Ubuntu, Suse) is preferable",0,0000
Good analytical skills,0,0000
Ability to work in a team,0,0000
Good knowledge of the English language (both technical terms and communication),2,0011
Knowledge of the German language is an asset,0,0000
Organize and manage the Company's Sales Department activities,0,0000
"Organize activities aimed at market development and expansion of services, particularly find new partners",0,0000
"Design, revise and adjust the Company's monthly, quarterly, semi-annual and annual sales plans",0,0000
Compile various reports on the Company's sales  and submit them to the management of the Company,0,0000
Participate in the elaboration and implementation of activities to increase the sales volume of the Company,0,0000
Ensure the expansion of the wholesale and retail partners' network both in Yerevan and in the regions,0,0000
Ensure increase of the Company's sales volume in accordance with the Company's sales plans,0,0000
"Recruit, manage, motivate and promote the Company's Sales Department staff",0,0000
"Monitor and control the Sales Department activities, handle and solve arising problems",2,0001
Conduct trainings and similar activities aimed at the professional development of the Sales Department staff,0,0000
Develop proposals to increase the sales volume of the Company and submit them to the management,0,0000
"Master's degree in Economics, Business Administration, Marketing or other related fields",2,1000
"At least 6 years of work experience in wholesale and retail sales, experience in fast-moving consumer goods (FMCG) sales is an advantage",0,0000
3-5 years of work experience as a Sales Department Manager,0,0000
Experience in working with automated ordering systems,0,0000
Excellent knowledge of the Armenian and Russian languages,0,0000
"Availability of B, C driving licenses",0,0000
"Excellent computer skills, particularly MS Office, 1C (Trade Management Program)",0,0000
"Excellent managerial, negotiation, conflict management and communication skills",2,0011
Excellent skills in sales and financial analysis,0,0000
At least 2 years of experience in technologies,0,0000
Bachelor's degree in Computer Sciences,0,0000
Excellent knowledge of Microsoft Access and SQL,0,0000
Ability to work in a team,0,0000
Good communication skills,2,0011
Write optimized code for the iOS platform,2,0011
"Estimate overall timelines, risks and requirements",0,0000
Participate in design meetings to speak to the feasibility of design requirements,2,0001
"Build, iterate and manage set of mobile applications",0,0000
Develop GUI's for the iPhone and/ or iPad,0,0000
Responsible for detecting and correcting issues and optimizing code,0,0000
"Positive attitude with ""can do"" mentality",0,0000
At least 1 year of experience with iPhone development,0,0000
Experience of consuming web services (REST) and processing data (XML/JSON),0,0000
Strong technical capacity and ability/ passion to learn,0,0000
Experience with networking frameworks is a plus,0,0000
Experience with embedding and using 3rd party sources is a plus,0,0000
Experience with SQL based database systems and/ or Core data technologies is a plus,0,0000
Experience in C will be a great plus,0,0000
Design and develop software for the iOS platform (iPhone and iPad),0,0000
Integrate third party modules,0,0000
Implement state of the art UI for mobile phones,2,0001
Work closely with the product management,0,0000
At least 3 years of experience in software development,0,0000
Excellent skills in the system analysis and design,0,0000
"Over 2 years of hands-on experience in iOS, Objective C in a professional environment",0,0000
Good knowledge of OOP,0,0000
"Excellent communication, interpersonal, problem-solving and relationship management skills",2,0111
Ability to work on multiple tasks and prioritize personal workload,0,0000
Experience with OpenGL and Metal is a plus,0,0000
Experience with C/ C++ is a plus,0,0000
Experience with image processing is a plus,0,0000
Experience with Android is a plus,0,0000
Good sense of UI and high level of commitment to deliver polished solutions for best user experience,0,0000
Ability to write an elegant and readable code,2,0011
Experience with Core Graphics and Core Animation is a plus,0,0000
Good knowledge of the technical English language,0,0000
Readiness to work in a start-up environment with a highly goal-oriented team,0,0000
Review internal documents and policies to ensure they are drafted in accordance with the legislation,0,0000
Review standard agreements and ensure their compliance with the RA laws,0,0000
Perform tasks related to the launching process of new branches and the process of their registration in the RA Central Bank,0,0000
Complete the registration of corporate documents with competent authorities as required,0,0000
Prepare and review the legal and corporate documentation required to complete corporate finance transactions with local and foreign lenders,0,0000
Perform other related tasks as requested,0,0000
Bachelor's degree in Law,0,0000
graduate degree is preferred,0,0000
Work experience is preferred,0,0000
Good knowledge of the legislation covering the corporate law,0,0000
Ability to contribute to building a positive team spirit,0,0000
Awareness and adherence to business ethics,0,0000
Capacity to work under time pressure,0,0000
Effective interpersonal skills,2,0100
Ability to operate sensitively in multicultural environment and develop effective working relations with colleagues and clients,0,0000
"Advanced skills and knowledge of MS Word, Excel",0,0000
"Fluency in the Armenian and English languages, good knowledge of the Russian language is a plus",0,0000
Implement new procedures and best practices to ensure client-oriented Customer Service,0,0000
"Participate in the selection, supervision, training and development of the Credit Back Office and the Customer Service team",0,0000
"Supervise, analyze and provide  timely preparation of the Credit Back Office and the Customer Service team reports",0,0000
Cooperate with the IT Department in the implementation of new IT Systems and timely report on the results,0,0000
Coordinate and manage customer service projects and initiatives,0,0000
Monitor the accuracy of reporting and the database information,2,0001
Ability to balance team and individual responsibilities and build a positive team spirit,0,0000
Strong business acumen,0,0000
Strong oral and written communication skills,2,0011
Strong strategic thinking and ability to adapt the strategy to changing conditions,0,0000
Ability to develop systems and policies,0,0000
Excellent quantitative and analytical skills,0,0000
Strong organizational skills,0,0000
Flexibility with internal traveling,2,0010
"Strong computer skills: MS Office, AS Bank and other customized programs",0,0000
Fluency in the Armenian and Russian languages (both written and verbal),2,0011
Build on the Embassy's very successful day-to-day digital engagement (Embassy website and social media),0,0000
"features, posts, tweets, etc",0,0000
Manage relationships with key stakeholders in the FCO and across the Armenian media,0,0000
"Develop and implement annual Communications Plan, digital and media, in line with communications policy and strategies",2,0011
Develop ideas/ competitions/ collaborations to keep the content interesting,0,0000
Handle publicity and promotional materials including FCO and Embassy corporate branding and campaigns,0,0000
Provide advice on public lines and approach on policy areas,0,0000
"University degree in Journalism, Public Relations, Communication or other related areas",2,0011
At least of 3 years of experience of working with traditional and social media,0,0000
Excellent interpersonal skills and the confidence and ability to communicate effectively with stakeholders at all levels,2,0100
Excellent organisational and self-management skills in order to be able to work to tight deadlines,0,0000
Ability to work both in a team and autonomously,0,0000
"Knowledge of web editing, preferably with experience of working with CMS and digital imaging software",0,0000
"Experience of creating visual content, infographics and videos",2,0010
Excellent command of both the English (both written and oral) and the Armenian (native) languages,2,0011
"Up-to-date IT skills including MS Office (Word, Excel, PowerPoint)",0,0000
service-competency-framework,0,0000
Implement several tax/ accounting projects simultaneously,0,0000
Make decisions independently,0,0000
Develop and maintain strong professional relationships with clients,0,0000
Generate new ideas and tax solutions,0,0000
Prepare and deliver presentations for existing and potential clients,2,0101
Mentor and develop staff,0,0000
Perform other related duties as required,0,0000
Bachelor's degree in Accounting/ Finance/ Economics,0,0000
ACCA or other qualifications are desirable,0,0000
At least 5 years of experience in tax/ accounting advisory services,0,0000
Strong knowledge of accounting standards,0,0000
In-depth knowledge of the Armenian tax and accounting legislation,0,0000
"Strong communication, interpersonal, presentation and management skills",2,0111
"Ambitious and committed individual, seeking a long and successful career path",0,0000
"Fluency in the English, Russian and Armenian languages (oral and written)",2,0011
Ability to lead several projects simultaneously,0,0000
Ability to organize and lead the team work,0,0000
Plan routes and load scheduling for multi drop deliveries,0,0000
Book shipments and liaise with customers,0,0000
Allocate and record resources and movements on the transport planning system,0,0000
Ensure all partners in the supply chain are working effectively and efficiently to ensure smooth operations,0,0000
Communicate effectively with clients and respond to their requirements,0,0000
Book for subcontractors and ensure they deliver within the agreed terms,0,0000
Direct all the transportation activities,0,0000
Develop transportation relationships,0,0000
Monitor transport costs,2,0001
Negotiate and bargain transportation prices,0,0000
Excellent knowledge of the English and Russian languages (writing and verbal),2,0011
Good knowledge of mathematics,0,0000
Work experience in a relevant field,0,0000
Design and build advanced applications for the iOS platform,0,0000
"Ensure the performance, quality and responsiveness of applications",0,0000
"Collaborate with cross-functional teams to define, design and ship new features",0,0000
Work on bug fixing and improving the application performance,0,0000
"Discover continuously, evaluate and implement new technologies to maximize the development efficiency",0,0000
At least 2 years of experience in iOS Development,0,0000
"Bachelor's/ Masters degree in Computer Sciences, Engineering or a related discipline",0,0000
Proficiency with Objective-C and Cocoa Touch,0,0000
Strong knowledge of OOP concepts and coding algorithms,0,0000
"Experience with offline storage, threading and performance tuning",0,0000
"Experience working with iOS frameworks such as Core Data, Core Animation, Core Graphics and Core Text",2,0001
"Understanding of code versioning tools such as Git, Mercurial or SVN",0,0000
Understanding of Apple's design principles and interface guidelines,0,0000
Experience of having published one or more iOS apps in the app store,0,0000
Experience with third-party libraries and APIs,0,0000
"Working knowledge of the general mobile landscape, architectures, trends and emerging technologies",0,0000
Solid understanding of the full mobile development life cycle,0,0000
Good knowledge of the English language,0,0000
Design and build advanced applications for the Android platform,0,0000
"Design, build and maintain a high performance, reusable, and reliable Java code",0,0000
"Collaborate with cross-functional teams to define, design and ship new features",0,0000
"Ensure the best possible performance, quality and responsiveness of the application",0,0000
"Help maintain code quality, organization and automatisation",0,0000
At least 3 years of experience in Android Development,0,0000
"Bachelor's/ Master's degree in Computer Sciences, Engineering or a related discipline",2,1000
"Strong knowledge of Android SDK, different versions of Android",0,0000
Strong knowledge of OOP concepts and coding algorithms,0,0000
"Strong knowledge of Android UI design principles, patterns and best practices",0,0000
"Experience with offline storage, threading and performance tuning",0,0000
Experience with third-party libraries and APIs,0,0000
Ability to understand business requirements and translate them into technical requirements,0,0000
Understanding of the Google's Android design principles and interface guidelines,0,0000
"Proficient understanding of code versioning tools such as Git, Mercurial or SVN",0,0000
Solid understanding of the full mobile development life cycle,0,0000
Good knowledge of the English language,0,0000
Create and submit bookkeeping entries and reports in Master Tour and Master Finance programs,0,0000
"Monitor maintenance operations, review the documentation and implementation of analytical solutions and process the financing data",2,0001
Create and submit accurate reports for the Management and Founders,0,0000
Review all the contracts with suppliers and customers,0,0000
