jobrequirements,bias,againstgroup
Maintains integrity of the business systems through careful review of the data being processed.,0,0000
"Supports core team leaders in analysis of Direct Labor, Machine Efficiency, Overall Equipment Effectiveness OEE, and Asset Utilization.",0,0000
Analyzes Waste Variances by Operation and works with core teams to plan improvements in areas with the most opportunity.,0,0000
Supports Operations to review and adjust Bills of Material and Routings.,0,0000
Manages and performs physical inventories.,2,0010
Calculates and Reports Monthly Success Sharing Metrics to Pillar Leadership Team and core teams.,0,0000
"Calculate, report and assist with the application and distribution of other key performance indicators to all levels of the organization.",0,0000
"Identify accounting and business problems, research possible solution, recommend and implement improvements.",0,0000
Perform other tasks as required.,0,0000
Excellent analytical and problem-solving skills.,0,0000
Experience with MS Excel at an advanced level.,0,0000
Attention to detail and exceptional organizational skills.,2,1000
Excellent interpersonal and communication skills.,2,0111
Ability to multi-task and work in a fast-paced environment.,2,0100
Ability to adapt to changing requirements with a positive attitude.,0,0000
Time Management with the ability to anticipate future tasks.,0,0000
Ability to collaborate with other departments to achieve a specific goal.,0,0000
Respect for confidential information; good judgement.,0,0000
Dedicated and hard-working.,0,0000
Takes initiative within area of responsibility.,0,0000
Related college degree,0,0000
3 years in business analytics or financial reporting,0,0000
Competitive Wage - DOE,2,0100
Medical/Dental/Vision insurance and Health Savings Accounts HSA's with employer contributions,2,0001
Paid Bereavement Leave,0,0000
"Set up/take down and transport equipment to/from events, including banners and other staging elements",0,0000
Run audio and other type of equipment,0,0000
Engage with clients and listeners at promotional events in the community,0,0000
"Record events (i.e. photos, videos, audio and social media for station promotions)",0,0000
Drive promotional vehicles,0,0000
Assist with station contests and prize fulfillment,0,0000
Work with the Programming and Sales departments as well as clients,0,0000
"Prior promotional experience is preferred (Experience working in outdoor promotions, advertising, or customer service is helpful)",0,0000
Proficient using social media platforms,0,0000
Ability to follow instructions and manage assignments,0,0000
"Ability to work a flexible schedule (evenings, weekends, and/or holidays)",0,0000
Ability to stand for multiple hours and lift/move a minimum of 40 pounds,2,0010
Clean driving record,0,0000
Valid automobile insurance,0,0000
Sustain an average billable utilization of 100%,0,0000
Maintain a high level of Customer Satisfaction by exceeding client expectations,0,0000
Self-Manage the completion of assigned activities,0,0000
Participate proactively in corporate initiatives,0,0000
Provide operational support to Blue Skies with the creation and refinement of deliverables and processes (focused on project delivery),0,0000
Provide Sales & Business Development Support when assigned,0,0000
Management Consulting experience desired,0,0000
"Master Data Management (MDM) software implementation experience (Informatica, Reltio, SAP MDG, Talend, Teradata, etc.)",0,0000
"Strong Analytical, Problem Solving skills and keen Attention to Detail",2,1000
Ability to collect & interpret large data sets to identify patterns & trends,0,0000
Ability to analyze data and report the results back to the relevant members of the business,0,0000
Ability to analyze large datasets & write comprehensive reports,2,0011
Ability to translate business requirements into data requirements,0,0000
Defining new data collection and analysis processes,0,0000
"General Business Process and Operations understanding (i.e., Finance, Supply Chain, etc.)",0,0000
"Understanding of Core Data objects (Product, Customer, Vendor) and cross-functional impact of each",0,0000
"Understanding of data gathering, inspecting, cleansing, transforming, and modeling/diagramming techniques",0,0000
"Understanding of data integration, data conversion, data profiling and data life cycle",0,0000
Implementation Methodology Lifecycle understanding and execution,0,0000
Ability to Self-Manage effectively,0,0000
Excellent verbal and written communication skills,2,0011
Ability to collaborate effectively on a team,0,0000
Ability and willingness to learn new concepts and approaches,0,0000
MS Excel and SQL proficiency to support data analysis and reporting activities,0,0000
MS PowerPoint content development and creativity skills,0,0000
"Friendly, respectful, courteous, selfless and modest",0,0000
Data Analysis: 3 years (Required),0,0000
"Princeton, NJ (Required)",0,0000
United States (Required),0,0000
4 year college degree preferred,0,0000
4 years management experience required,0,0000
Fitness management experience preferred.,0,0000
Excellent written and verbal communication,2,0011
Creative management techniques,0,0000
Strong organizational skills,0,0000
Strong leadership skills,0,0000
Strong administrative skills,0,0000
Strong customer service skills,0,0000
Strong computer skills,0,0000
Demonstrate a working knowledge of all standard operating procedures and policies that pertain to the club.,0,0000
Communicate and implement club policies and procedures to employees.,0,0000
Encourage staff to work as a team and be productive.,0,0000
Illustrate an ability to make decisions.,0,0000
Recruit and hire the highest possible caliber of staff.,0,0000
"Demonstrate the ability to lead, motivate, and manage team.",0,0000
Achieve desired sales goals.,0,0000
Achieve desired revenue goals thru the leadership and motivation of employees.,0,0000
Implement and support company programs and promotion to help generate new sales leads for optimum new membership growth.,0,0000
Ensure that Team maintains proper tracking forms and the daily leads.,0,0000
Ensure that all promotions are effectively communicated to the team and all other appropriate staff.,0,0000
Ensure ongoing prospecting and generation of new prospective members.,0,0000
"Review sales-related written communication such as proposal, letters and promotional pieces for effectiveness, spelling, accuracy and distribution",2,0011
"Ensure that he staff has a high level of knowledge about the clubs programs, facilities and equipment.",0,0000
Emphasize importance of staff involvement in the community and neighborhood,0,0000
"Demonstrate ability to lead, motivate and manage personal training department.",0,0000
Achieve desired personal training revenue and session production goals.,0,0000
Achieve desired revenue and production results thru the leadership and motivation of employees.,0,0000
Implement and support company programs and promotion to help generate new pt client acquisition for optimum member base penetration.,0,0000
Ensure Personal Training team follows proper procedures in session redemption.,0,0000
Oversee PT manager in ensuring all components of departmental objectives are satisfied.,0,0000
"Coordinate and work within club support functions of Fitness, Sales and Marketing, Accounting, Information Technology.",0,0000
Support personnel related problems or difficulties by following club procedure and documentation.,0,0000
Resolve member complaints in an expeditious and tactful manner following club procedure and documentation.,0,0000
Promote a professional and welcoming atmosphere that enhances the quality of service and care offered to the members.,0,0000
"Ensure the club meets standards for cleanliness, maintenance, safety, and security.",0,0000
Conduct weekly detailed inspection of the club with the Maintenance Manager utilizing cleaning checklist and forward information to appreciate staff.,0,0000
"Ensure visible maintenance items are repaired promptly, proper signage is posted and if possible out of service equipment removed from the floor.",0,0000
Ensure proper inventory of maintenance parts.,0,0000
"Track completion of opening/closing checklists, stage management, repair & maintenance log, locker log and cleaning checklist.",0,0000
Assist in the processing/submission and approval of payroll.,0,0000
Exhibit an understanding of budgets and income statements.,0,0000
Establish controls of expenses and purchasing of club supplies.,0,0000
Display an ability to keep expenses at or below budget.,0,0000
Demonstrate an ability to articulate variances in revenue/sales/expenses versus budget.,0,0000
Serve as a role model for employees.,0,0000
Communicate effectively by holding weekly and individual meeting with all key club personnel.,0,0000
"Provide an inspirational environment that welcomes honest feed back from employees and takes action to ensure a quality, working environment.",0,0000
"Oversee, support, direct and develop department heads.",0,0000
"Illustrate an ability to drive profit center revenue such as personal training, retail, etc.",0,0000
Demonstrate an ability to increase revenue per member.,0,0000
Monthly or Weekly Department Meetings,0,0000
Employee Training Meetings,0,0000
Implement and support company programs and promotion to help generate new sales leads for optimum new membership growth.,0,0000
Oversees expense goals by managing payroll and general and administrative expenses.,0,0000
"Ensure that the clubs meet Crunch standards for cleanliness, maintenance, safety, security and physical plant operations.",2,0010
Keep current in knowledge of key competitors.,0,0000
Conduct frequent walk thrus.,2,0010
Successful management of all financial budgetary goals.,0,0000
Ensure standards of clubs cleanliness and customer service excellence.,0,0000
Demonstrate professionalism by leading by example.,0,0000
Membership retention.,0,0000
Timely completion of assigned tasks and projects.,0,0000
Follow all policies and procedures.,0,0000
Above description may be subject to change or alteration at any time.,0,0000
Daily Personal Training Manager Meeting,0,0000
Weekly Club Management Meeting,0,0000
Annual Performance Evaluations,0,0000
3-8 years of proven track record in relationship based channel account management,0,0000
Possess good business acumen in channels sales management,0,0000
Experience in the IT industry,0,0000
Excellent communication and presentation skills,2,0111
Exposure to exciting and award winning technologies in the Cyber Security industry,0,0000
Meet the people behind our cutting edge technologies during our New Hire Training held in Israel,2,0010
Opportunity to fulfill your potential by rolling out creative ideas and projects,0,0000
Work with and build long-lasting relationship with a team of brilliant people,0,0000
relevant: 2 years (Preferred),0,0000
High school diploma or equivalent,0,0000
1 year of financial institution experience as a Teller or Member Service Representative,0,0000
"Intermediate-level proficiency with computers and software applications, including Microsoft Office, Word, and Excel",0,0000
Exceptional customer service skills,0,0000
Ability to offer solutions that meet our members' needs,0,0000
Flexibility to travel to other branches on occasion,2,0010
Must display superior customer service and communication skills and always maintain professional interactions with Garmin customers and associates,2,0011
"Ensure customer orders, repairs and exchanges are completed accurately and efficiently",0,0000
Proficiently communicate interactions with customer contacts via internal tools,0,0000
"Identify, diagnose and report product defects utilizing internal tools",0,0000
"Remain current on changes in policies, procedures and product offerings",0,0000
Develop and maintain department and company image and philosophy to the public,0,0000
"Become an expert in Garmin products, features and capabilities for one or more product lines",0,0000
Become an advocate for the Garmin Support Center and support and communicate the resource to Garmin customers,0,0000
Must meet or exceed departmental goals and expectations,0,0000
Timely completion of tasks and/or projects of basic complexity within defined process,0,0000
Thoroughly documents work in an organized and timely manner,0,0000
Consistently works with team leader to improve personal and team interactions,0,0000
Translate Product Support content to assist customers in their native language,0,0000
"Become an expert in Garmin products, features and capabilities for all product lines",0,0000
Demonstrated interest for the product segment and interest in developing product knowledge,0,0000
Demonstrated customer service expertise,0,0000
"Personal or professional demonstrated technical aptitude, problem solving and troubleshooting ability",0,0000
Demonstrated reliable and predictable attendance,0,0000
Demonstrated computer skills and ability to navigate multiple screens,0,0000
"Produce sales gains, by providing customer service.",0,0000
To meet or exceed Company Objectives in all individual statistics.,0,0000
"Adhere to current visual guidelines includes: proper merchandising, signage and store cleanliness.",2,0010
Maintain a professional appearance consistent with Company Dress Code Policy.,0,0000
Protect Company assets within guidelines of LIDS Retail policies.,0,0000
Assist in preparation of store work schedules that provide proper store coverage and are within the Company guidelines for wage control.,0,0000
"Follow all policies to accurately manage store inventory including receiving, transferring, completing price change and conducting product counts.",0,0000
Complete accurate product counts in a consistent and timely manner.,0,0000
Perform proper documentation and record keeping per LIDS Retail policies as well as state and federal laws.,0,0000
Open and close the store as required following the procedures per the Operations P&P Manual.,0,0000
"Participate in LIDS Training Programs, adhere to set goals (for sales and tasks) and regular follow up.",0,0000
Assist in recruiting and training store personnel on proper store operations and procedures.,0,0000
Perform work of subordinates as needed.,0,0000
Communicate with employees at all levels of the company.,0,0000
Other duties as assigned.,0,0000
High school diploma or equivalent plus one year relative experience.,0,0000
Established ability to produce sales results while minimizing loss.,0,0000
Strong interpersonal skills and the ability to communicate verbally in a clear professional manner.,2,0100
"Ability to operate a computer, as well as maneuver relative software programs.",0,0000
Ability to lift up to 50 pounds.,2,0010
Ability to climb a ladder and work with hands overhead.,0,0000
Standing required for up to 100% of the work time.,2,0010
Ability to work unsupervised.,0,0000
Must have merchandising and/or reset experience,0,0000
Planogram (POG) experience required,0,0000
"Self-motivated, self-sufficient, detail-oriented, organized and a problem solver",0,0000
Positive attitude and good work ethic is essential,0,0000
Must be comfortable interacting and communicating with the public and store personnel,0,0000
"Must be computer literate with access to computer, internet, and printer",0,0000
Must have camera phone or digital camera,2,0001
Must be willing and able to enter surveys for work completed on the same day project/job was completed into our website Natural Insight.,0,0000
Reliable transportation,0,0000
"Courteous, polite and professional, with good communication skills, both verbal and written",2,0011
Willing to work as an Independent Contractor,0,0000
relevant: 1 year (Preferred),0,0000
merchandising: 1 year (Preferred),0,0000
driver's license (Preferred),0,0000
Dependable -- more reliable than spontaneous,0,0000
Detail-oriented -- would rather focus on the details of work than the bigger picture,0,0000
Adaptable/flexible -- enjoys doing work that requires frequent shifts in direction,0,0000
Maintaining product displays,0,0000
Basic computer skills,0,0000
Point-of-sale (POS) or instant redeemable coupon (IRC) software and equipment,0,0000
"Manage, recruit, on board, train, develop and provide succession planning for the staff in the store in partnership with the Store Manager",0,0000
Assist the Store Manager in maintaining an overview of all Employee Relations responsibilities in the store to ensure a positive work environment,0,0000
Take action within department to maximize sales through joint operational and commercial focus to obtain highest level of profitability,0,0000
"Proactively ensure your team has knowledge on all product, campaign,",0,0000
"promotion, display guidelines and merchandise information",0,0000
"Plan and coordinate with the visual team on all activities concerning campaigns, promotions and sales activities in his/her department",2,0010
"Work with sales and cost plans, budgets and other available tools to make business decisions to ensure maximum profitability",0,0000
Responsible for knowledge and completion of cash office operational functions,0,0000
Follow and execute safety and security routines to prevent loss and guarantee employee and customer safety,0,0000
May be assigned overall store responsibility in absence of Store Manager,0,0000
Accurately record sales and worked hour figures,0,0000
"Preferably 2-3 years of retail management experience, including direct supervisory experience, or comparable management role experience",0,0000
Ability to lift in excess of 20 pounds,2,0010
Ability to climb a ladder and use a stepstool,0,0000
Exceptional customer service and interpersonal skills,2,0100
Proven organizational and analytical skills,0,0000
Ability to be proactive to drive sales by creating selling opportunities,0,0000
Strong merchandising skills with the ability to drive the business through creativity and extensive fashion knowledge,0,0000
Ability to take own initiative and work under own direction,0,0000
"Ability to work strategically, tactically and operationally",0,0000
Able to multi-task in a fast paced environment,0,0000
Ability to establish effective routines for excellent communication with all members of the team to maximize productivity,2,0011
Ability to provide feedback in a constructive and professional way,0,0000
Ability to handle conflict and resolve problems constructively,0,0000
Experience in administrating progressive discipline process and performance management,0,0000
"Basic computer skills, such as browser navigation, software interaction and data entry are needed",0,0000
Open availability including evenings and weekends,0,0000
Minimal travel required as necessary (i.e.Workshops),2,0010
Ability to use ADP human resources management software,0,0000
Comfortable with QuickBooks,0,0000
Proficient with Microsoft Office,0,0000
Tech/computer savvy part-time position,0,0000
Basic bookkeeping and accounting skills,0,0000
"Handle resident accounting tasks such as rent collection, posting rent and preparing deposits",0,0000
"Prepare leases, resident files, move-in paperwork, confirm residences are move-in ready and perform move-in orientations with new residents",0,0000
Plan and host resident events,0,0000
Maintain excellent rapport with current and prospective residents,0,0000
Process maintenance requests and follow up with residents to confirm completion,0,0000
"Assist in setting market rents, conducting market research, defining leasing goals and running renewal process",0,0000
Become knowledgeable on our properties versus competition and effectively communicate features to prospective residents,0,0000
"Apply established sales and marketing strategies to increase property traffic, maintain closing ratios and meet or exceed budgeted occupancy",0,0000
Run and approve credit checks and lease applications,0,0000
Ensure resident files are properly maintained,0,0000
"Have a thorough knowledge of lease terms, specifications and policies",0,0000
"Support other departments as needed (e.g. maintenance, property operations)",0,0000
At least three years property management experience,0,0000
Previous direct customer service experience required,0,0000
Comfort using a variety of computer applications required (e.g. Microsoft Office Suite),0,0000
"Experience with property management software required (e.g. Buildium, Yardi, AppFolio)",0,0000
Excellent written and verbal communication skills,2,0011
"Superior attention to detail, high energy and positive attitude",2,1000
Ability to work independently and also to work closely with other team members,0,0000
Ethical and professional conduct and integrity beyond reproach,0,0000
Highschool Diploma or GED,0,0000
Undergraduate Degree preferred,0,0000
Availability to work evenings and weekends (mainly for special resident events),0,0000
Drive sales by delivering exceptional customer service per the Operations P&P Manual.,0,0000
"Successfully complete the DMIT Training Program to enhance core skill set (ie: recruiting, developing, coaching, leading and training).",0,0000
Train store personnel on standard operating procedures as well as State and Federal laws and regulations.,0,0000
Communicate consistently with store personnel to insure understanding and compliance with standard operating procedures.,0,0000
"Take appropriate actions to insure each store maximizes sales, minimizes asset loss, and conforms to budgetary requirements.",0,0000
"Extensive travel(up to 90%) from store-to-store, within a given geographic area",2,0010
Perform work of subordinates as needed.,0,0000
"Support and adhere to all company policies, procedures, and guidelines.",0,0000
Communicate with employees at all levels of the company.,0,0000
Ability and willingness to travel overnight for training and/or business meetings.,2,0010
"Ability to work varying days and hours, based on business needs.",0,0000
Ability to maintain an excellent attendance record.,0,0000
Other duties as assigned.,0,0000
"Carry out supervisory responsibilities in accordance with LIDS policies, procedures, and applicable laws.",0,0000
"Supervise Store Managers through planning, assigning, and directing their overall functions.",0,0000
Appraise subordinates on positive performance and assist with formal performance evaluations.,0,0000
"Recruit, select, develop, and train store personnel on proper store operations and procedures.",0,0000
Address complaints and problem solve when appropriate with the assistance of the DSM and or RD.,0,0000
Proven supervisory skills,0,0000
Proven ability to perform independently with minimal supervision,0,0000
"Strong interpersonal skills and the ability to communicate verbally in a clear, audible, and grammatically correct manner.",2,0100
"Ability to operate a computer, as well as maneuver relative software programs.",0,0000
Driving required for up to 100% of the daily work schedule.,0,0000
Standing required for up to 90% of the daily work schedule.,2,0010
Relative computer hardware and software experience.,0,0000
Ability and willingness to travel overnight for training and/or business meetings.,2,0010
Degree in a business- related field is preferred,0,0000
2 or more years relevant experience,0,0000
Ability to work independently and in a team environment.,0,0000
Highly proficient with computer systems and SAP software applications.,0,0000
Ability to multi-task effectively while working in a fast-paced environment.,2,0100
Strong numerical awareness and analytical ability.,0,0000
Ability to travel if required,2,0010
1+ year customer service experience required,0,0000
1+ year internet-based software experience required,0,0000
Communicates clearly and concisely both verbally and in writing,2,0011
"Multi-tasking (i.e. talking on the phone while typing, using more than one application during calls, etc.)",2,0011
"Demonstrates proper spelling, grammar and punctuation in all written communication",2,0011
"Be the face of OYO, generating sales and new business opportunities through prospecting, scheduling appointments and in-person meetings",0,0000
Drive quarterly and annual sales meeting revenue targets for a defined territory,0,0000
Deliver on key strategic market and catchment research,0,0000
Identify key partnership properties,0,0000
"Own the end-to-end business development, including planning and building short-term and long-term sales pipelines",0,0000
Utilize CRM software daily to report on and track sales calls via the sales funnel,2,0011
Cross-functional sales and implementation of new accounts collaborating and coordinating with internal teams,0,0000
3-5 years total experience,0,0000
1-2 years consistent outside sales experience,0,0000
Strong negotiation and influencing skills,0,0000
Comfortable traveling regionally a majority of the day,2,0010
Motivation and enthusiasm,0,0000
"Excellent written, verbal and interpersonal communication skills",2,0111
Detail oriented with organizational and time management skills,0,0000
"Can work independently or as a team in a fast paced, multi-tasking environment",0,0000
Must be comfortable dealing with ambiguity and able to work in undefined situations,0,0000
Experience in early stage start-up environments is an advantage,0,0000
Discipline and rigor - athletes and veterans welcome,0,0000
Comfortable solving challenges and recovering from setbacks quickly,0,0000
Note: This is an individual contributor role not a people manager,0,0000
Locate new business opportunities by communicating and visiting with prospects and clients,0,0000
"Lead generation, using your sophisticated understanding of social media and various online technologies, to identify key prospects",0,0000
Serve as an industry advisor to clients as it relates to staffing and marketing trends in the digital marketing and creative fields,0,0000
"Sales Professionals can be promoted into Director-level Management, running either the Recruitment or the Sales teams",0,0000
Onward and Upward to the Executive Leadership team,0,0000
Have at least 2+ years of sales or account management experience in the staffing industry,0,0000
"Have experience in the marketing, advertising, digital or creative space",0,0000
Demonstrate strong planning and organizational skills,0,0000
Perfected the art of cold-calling and cold-emailing,0,0000
Developed a sales philosophy that allows you to take a shared approach to business development,0,0000
Hold a Bachelor s Degree from an accredited institution of higher education,0,0000
Ensure accurate and prompt turnaround on all adjudication results,0,0000
Provide and maintain in-depth working knowledge of all adjudication and client guidelines,0,0000
May input thorough and accurate notes when determining the adjudication result on an applicant,0,0000
Provide timely follow-up and follow-through on all applicable client questions and/or concerns stemming from an adjudication result,0,0000
Meet personal and team qualitative and quantitive targets,0,0000
"Follow company procedures, guidelines and policies with full understanding",0,0000
"Tracking, routing and redirecting information to the correct resources",0,0000
"Criminal research, understanding dispositions verbiage and reporting guidelines",0,0000
Understanding employment background screening compliance,0,0000
Excellent written and verbal communication skills,2,0011
Ability to type 45 + wpm with strong accuracy (test),0,0000
"Excellent knowledge of excel, MS word, etc.",0,0000
Excellent knowledge of computers and quickly able to learn new software programs,0,0000
Customer focus and adaptability to different personality types,0,0000
Strong phone and verbal communication skills along with active listening,2,0011
Track record of over-achieving quota,0,0000
Position requires excellent analytical ability,0,0000
Great attention to detail,2,1000
The ability to work independently under constant deadlines,0,0000
A teamwork oriented attitude,0,0000
Other duties assigned,0,0000
"Prior military, police or business-intelligence experience a plus",0,0000
"Prior criminal research, adjudication and/or quality control experience required",0,0000
4 years customer service industry experience preferred,0,0000
Education Training Hours,0,0000
Business Casual Attire,0,0000
Sales/Referral Bonus,0,0000
Volunteer Service Days,0,0000
Supporting and helping to execute the overall strategy for the Technical Support Team to provide best-in-class support.,0,0000
Provide engineers with the support and tools needed to provide an excellent service with a customer centric approach,0,0000
"Handling escalated cases from Customers, Engineers, Technical Leads and Sales",0,0000
Ensuring professional development of employees based on individual and business needs,0,0000
Management experience or Team Leadership experience within a technical customer support environment,0,0000
Minimum of 2-3 years proven experience gained in a customer support background,0,0000
Strong business awareness and familiarity with partner business and support models,0,0000
"Accustomed to functioning in a high pressured environment, working to tight deadlines",0,0000
Ability to prioritize both internal and customer-facing tasks & show awareness of impact to customer business processes,0,0000
"Education in technical field, and or industry certifications are advantageous",0,0000
"Land, adopt, expand, and deepen sales opportunities.",0,0000
Become known as a thought-leader in machine learning and predictive analytics.,0,0000
Expand relationships and orchestrate complex deals across more diverse business stake-holders.,0,0000
"Holistically embrace, access, and utilize the channel to identify and open new, unchartered opportunities.",0,0000
Work as a team for the most efficient use and deployment of resources. Provide timely and insightful input back to other corporate functions.,0,0000
You will have 5-10+ years of direct sales experience selling enterprise software to to large enterprises (required).,0,0000
"You have previous experience utilizing partners, channels and alliances to sell more successfully and overachieve your quota.",0,0000
You have a measurable track record in new business development and over achieving sales targets,0,0000
Experience in selling complex enterprise software solutions and ability to adapt in fast-growing and changing environments,0,0000
Experience in successfully selling during market creation phase,0,0000
Proven track record of successfully closing six and seven figure software licensing deals with prospects and customers in the defined territory.,0,0000
Bachelor's degree; MBA a plus or equivalent experience,0,0000
Define the vision and overall roadmap strategy for Talkable new products.,2,0001
Bring new products to market by analyzing proposed product requirements and product development programs.,0,0000
Provide information by preparing short-term and long-term product sales forecasts and special reports and analyses.,0,0000
3+ years of experience in product management.,0,0000
Experience collaborating with marketing departments to drive growth initiatives across multiple acquisition channels.,0,0000
Experience with a web-based company managing web applications and multivariate testing.,0,0000
"Strong passion for community and social media, compelling and addictive user experiences.",0,0000
"Exceptional data analysis skills, including SQL self-sufficiency (strong familiarity, not necessarily expert level).",0,0000
"Ability to create wire-frames, product specifications, and white papers.",0,0000
Strong writing skills; ability to articulate a product vision in a written document.,2,0011
Strong organizational skills with demonstrated ability to manage multiple high-complexity projects.,0,0000
Previous start-up experience is a strong plus.,0,0000
The opportunity to work at the leading referral marketing company and contribute to our next phase of growth - creating new products.,0,0000
The opportunity to forge your own path and work on projects you're interested in.,0,0000
The chance to make your voice heard. We're always open to new ideas and feedback.,0,0000
A group of talented (and fun!) peers.,0,0000
"A culture of total transparency. At Talkable everyone knows the company goals, revenue, and progress across all departments.",0,0000
"A generous stock option package, unlimited paid vacations and sick-leaves policies, 401(K) plans, medical/dental benefits.",0,0000
"Track, report and communicate status of jobs to sales staff and customers",0,0000
Assist Sales with customer request,0,0000
"Understand basic production process, machine capabilities and industry terminology",0,0000
"Basic specialized software functionality, quotes, jobs, die look up & inventory",2,0001
Understand workflow throughout office and production areas,0,0000
Understand & communicate customer information,0,0000
Demonstrate good customer service phone skills,2,0001
Understand and embrace Continuous Improvement,0,0000
Understand and embrace Standard Work,0,0000
Additional duties and projects as assigned,0,0000
Strong communication and organization,2,0011
Computer proficiency with strong data entry skills,0,0000
"Proficient in Microsoft Word, Excel, PowerPoint and Outlook",0,0000
Inquisitive and forward thinking,0,0000
Ability to work in a fast paced and multitask teamwork environment,0,0000
Excels in problem solving and collaboration with internal teams and clients,0,0000
3 years sales/ customer service experience preferred,0,0000
High School Diploma or the equivalent required,0,0000
"Two Year Mechanical Drafting Technical School education, Associate's Degree.",0,0000
"Working knowledge of Sprinkler, Plumbing, steam fitting very helpful.",0,0000
Project Management experience and organization is desired.,0,0000
Piping specification engineering experience preferred.,0,0000
Experience in pipe stress analysis and pipe support design preferred,0,0000
Training Experience is preferred but not required.,0,0000
"Experience with Excel, MS Word, MS Project required. Prior experience helpful with Revit, AutoCAD, CADmep & Navisworks software, we will train.",0,0000
Piping field installation experience and / or piping fabrication experience preferred.,0,0000
Must have ability to travel domestically on occasion.,2,0010
"Excellent communication, leadership, interpersonal, and customer skills required.",2,0111
Competitive compensation.,2,0100
"Excellent health, vision, and dental plans with many options from which to choose.",2,0001
"All employees receive Life Insurance, Short, and Long-Term Disability coverage.",0,0000
401k match dollar for dollar up to 6% of gross salary.,0,0000
Education reimbursement programs available.,0,0000
Extensive product training and professional career development.,0,0000
Other duties as assigned.,0,0000
"Five years of management experience in accounting, finance, and/or administration.",0,0000
Supervisory experience.,0,0000
Experience with UT-Austin business policies and procedures related to procurement and payments.,0,0000
"Prior experience using university systems including *DEFINE and financial modules in UTDirect (e.g., FRMS).",0,0000
Proficient in Microsoft Excel and applications in the Microsoft Office suite. Professional demeanor and demonstrated problem-solving skills.,0,0000
"Excellent written, verbal and interpersonal communication skills.",2,0111
"Experience working with confidential information and providing support to customers using tact, discretion, and diplomacy.",0,0000
Relevant education and experience may be substituted as appropriate.,0,0000
More than the required experience.,0,0000
Demonstrated ability to provide excellent customer service while ensuring policy compliance.,0,0000
Ability to effectively negotiate with vendors and prior experience creating/reviewing business contracts.,0,0000
Experience conducting individual or group training.,0,0000
"Advanced knowledge of Microsoft Excel (PivotTables, VLookups, etc.).",0,0000
Knowledge of the Citibank Global Card Management System.,0,0000
Experience using advanced features of UTBox and DocuSign.,0,0000
Demonstrated ability to quickly learn new software.,0,0000
Knowledge of or interest in business process improvement.,0,0000
May work around standard office conditions.,0,0000
Repetitive use of a keyboard at a workstation.,0,0000
Use of manual dexterity.,0,0000
Meet and exceed assigned sales targets by closing new accounts and growing revenues in existing customer installations,0,0000
