,jobrequirements,bias,againstgroup
47,Provide leadership in project pursuits including proposal and presentation preparation/presentation for the account,2,00111
48,Provide project leadership and oversight to local teams for project deliveries where appropriate,2,00011
49,"Maintain thorough understanding of state-of-the art practices in highway, smart mobility, and bridges",2,00011
50,"Understand procurement, market trends and business outlook within TxDOT",2,00011
51,"Partner with sector, global account, and portfolio leaders to develop comprehensive annual business and marketing plans",2,00011
52,"Be responsible for the development and review of engineering calculations, drawing details, specifications, quantities and cost estimates",2,00011
53,Review and/or approve contractor submittals during construction,2,00011
54,Regularly attend Texas Transportation Commission meetings,0,00000
55,Solicit and facilitate sharing of industry knowledge and market trends,2,00011
56,"Liaise with the regional marketing team, sector marketing leaders, and corporate marketing leadership",2,00011
57,Support and integrate with the Civic and Workplace Sectors in the various offices,2,00011
58,Knowledge of the TxDOT and FHWA structure and procurement process,2,00011
59,Strong existing relationships with TxDOT,0,00000
60,Strong understanding alternative delivery methods and industry project development trends and issues,2,00011
61,Strong understanding of the Federal Highways market and direction,2,00011
62,"Strong business development skills, including proven results securing highways work",0,00000
63,Significant experience building and maintaining productive industry relationships,2,00011
64,"Strong leadership, interpersonal and presentation skills",2,00111
65,Experience in leading a team of highly skilled professionals and internal networking across a large enterprise organization,2,00011
66,Experience in regional account management,0,00000
67,"Excellent communication, negotiation, organization, coordination and management skills",2,00011
68,"Experience with responding to Request for Proposals, Expression of Interests, Statement of Qualifications",0,00000
69,Demonstrated technical ability in designing and rehabilitating highway bridges,2,00011
70,Proficient in using structural analysis and highway design software,2,00011
71,An entrepreneurial orientation with strong understanding of the business development challenges of a consulting-services provider,0,00000
72,Travel is required to manage accounts across the region,2,00010
73,PE license in Texas or ability to obtain in 6 months,0,00000
74,Minimum of 15 years experience with highway and/or transportation structure design,2,00011
75,"Populate new candidates, update profiles, and document all daily activity within internal Applicant Tracking System",2,00011
76,Fill out a weekly recruiter report documenting activity and candidate pipeline as well as perform a quarterly business review (QBR),2,00011
77,Work with Account Managers to qualify requisitions and understand the skillsets sought by their customers,2,00011
78,Attend daily office Stand Up and weekly req prioritization meetings,2,00011
79,"Excellent interpersonal, presentation, written, verbal, and negotiation skills",2,00111
80,"Must possess critical thinking, strong planning, time management, and organizational skills",2,00011
81,Experience with online software applications and/or MS Office tools,2,00011
82,"Demonstrate belief in and practice of company Core Values (Focus on Service, Ownership, 360° Development, Passion for Success)",2,00011
83,Job Family Store Operations,0,00000
84,"Diversity: Works cooperatively with people who have different backgrounds, knowledge, styles, talents, perspectives, values, beliefs",0,00000
85,Previous experience working in a customer service environment,0,00000
86,"Basic computer skills including: Open, save and send electronic files; experience using email; basic knowledge of Microsoft Word (or similar programs)",2,00011
87,Able to work a flexible schedule,0,00000
88,Experience working in a retail and/or fast paced customer environment; Experience in Copy and Print a plus,2,00011
89,"Computer Skills: Experience with all Microsoft Office (or similar) programs including Word, PowerPoint and Excel",2,00011
90,Skilled with desktop publishing software including Adobe and Publisher,2,00011
91,"Willingness and preference to follow processes, safety standards and policies",2,00011
92,Answers telephone inquiries.,2,00001
93,Schedules appointments with prospective students.,0,00000
94,Makes admissions presentations to prospective students.,2,00101
95,Completes enrollment package.,0,00000
96,Gives prospective students a tour of the college.,0,00000
97,Schedules placement exams and discusses results with applicants.,2,00011
98,Refers applicants to financial services.,0,00000
99,"Follows up by telephone and correspondence for orientation, start date, uniform, and supplies.",2,00011
100,Develops leads to supplement general marketing.,0,00000
101,Performs other duties as assigned,0,00000
102,Advanced experience and demonstrated ability designing web and mobile experiences for consumers.,2,00011
103,Advanced ability creating end-user objectives and developing creative concepts to support them.,2,00011
104,"Strong design and concept presentation, client relationship, and written and verbal communication skills.",2,00111
105,Experience developing and working within established style guidelines.,2,00011
106,Experience writing estimates and setting timelines.,2,00011
107,Training and experience working with and/or producing content for web.,2,00011
108,Practiced in facilitating multi-stakeholder meetings to determine design objectives.,0,00000
109,High attention to detail and ability to work and manage drafts and deliverables in an extremely organized manner.,2,01011
110,Open and positive attitude toward clients and co-workers.,2,00011
111,Basic knowledge of major browsers and cross-browser/platform/device compatibility issues.,2,00011
112,Expert ability to communicate changing requirements or priorities across a project team and achieve timely and universal acceptance.,2,00011
113,"Advanced proficiency in tools like Adobe Suite, Omnigraffle, Sketch or Axure.",0,00000
114,Advanced level use of MS Office Suite and Windows and Macintosh platforms.,2,00011
115,"WYSIWIG editing of HTML, knowledge of capabilities for cross-browser, multi-device, CSS, HTML5, JavaScript and JSP is a plus.",2,00011
116,Interpret use cases and design effective user interaction through the creation of workflow diagrams and wireframes.,2,00011
117,Estimation of time to complete design and production phase of projects.,2,00011
118,"Create style guides, prototypes and index sites for viewing mockups.",2,00011
119,Collect quantitative data from Business Intelligence and both prepare and share findings with recommended changes to solutions.,2,00011
120,Mentoring Junior level Designers.,0,00000
121,Fostering effective interdepartmental communication.,2,00011
122,"Staying abreast of the latest developments in Internet software development technologies for desktops, tablets and mobile.",2,00011
123,"Consistent tracking and entry of hours worked, for a minimum of 80% personal and team utilization.",2,00011
124,Effectively resolving conflict.,0,00000
125,"Developing promotion landing pages with HTML, HTML5, CSS3, JavaScript and JSP.",2,00011
126,"Degree in Human-Computer Interaction, UX Design, or related field or equivalent professional experience.",0,00000
127,"8+ years interactive design experience in a software company, interactive agency, design firm or web publishing environment.",0,00000
128,Continuing education in design and leadership.,2,00011
129,"Work seated at computer most of the day, high keyboard and mouse usage.",2,00011
130,"40 hours per week, additional hours as necessary.",0,00000
131,Basic office requirements and infrequent travel that may include standing or sitting for long periods of time.,2,00011
132,Provide an exceptional member experience in every interaction.,0,00000
133,Provide insightful advice and direct support to members in need. Diagnoses of issues and provide resolution with teaching and guidance.,2,00011
134,Partners with legacy App owners for troubleshooting and resolution.,2,00011
135,Identifies and presents out of the box ideas and changes to other Guides and Leaders that will ensure this program is second to none.,2,00011
136,Exceptional customer service,0,00000
137,Cutting edge technology,0,00000
138,Passionate and confident over the phone or on video chat,2,00011
139,"Comfortable with twitter, email, text, or any written form",2,00011
140,Savvy and demonstrate creative solutions,2,00011
141,Present a professional and polished yet friendly demeanor,2,00011
142,Speed and accuracy when typing,2,00011
143,Ability to sway the opinion of others through verbal and/or written correspondence,2,00011
144,Ability to adapt communication style to fit the style of others,2,00011
145,Ability to diagnose issues quickly and resolve with patience and empathy,2,00011
146,Demonstrated ability to interject personality into written content without crossing professional boundaries,2,00011
147,"Strong customer service, interpersonal and relationship-building skills",2,00111
148,Ability to work well under pressure,0,00000
149,Active listening skills,0,00000
150,"Strong multi-tasking skills, organizational, time management, planning and problem-solving skills",2,00011
151,"Self-sufficient, resourceful and works well with minimal supervision",2,00011
152,Social Media: 3 years (Preferred),0,00000
153,Sales: 3 years (Preferred),0,00000
154,Customer Service: 3 years (Preferred),0,00000
155,Marketing: 3 years (Preferred),0,00000
156,High school or equivalent (Required),0,00000
157,May provide lead direction to and evaluates the performance of assigned staff; orients and trains unit staff as appropriate;,2,00011
158,Advises VTA management on accounting and finance-related information and status of projects and programs;,2,00011
159,Performs related duties as required.,0,00000
160,Internal control and audit principles and practices;,2,00011
161,"Laws, regulations, and professional standards applicable to governmental accounting;",2,00011
162,Business data processing particularly related to the processing of accounting and financial information;,2,00011
163,Standard business and office practices;,2,00011
164,Principles and practices of lead supervision and training.,2,00011
165,Operate a computer using word processing and spreadsheet and other standard business and financial software;,2,00011
166,Perform complex mathematical calculations;,0,00000
167,"Analyze and evaluate complex financial and accounting data, operations and problems and reach sound conclusions;",2,00011
168,"Prepare clear, concise, and comprehensive financial statements, reports, and written materials;",2,00011
169,Exercise sound independent judgment within general policy guidelines;,0,00000
170,Develop and implement financial procedures and controls consistent with legal requirements and professional standards;,2,00011
171,Plan and direct the work of others; provide coaching and training as appropriate;,2,00011
172,"Establish and maintain effective working relationships with managers, staff, auditors, and others encountered in the course of work.",2,00011
173,Current full apparatus Pilates Certification with 450 hours of experience or equivalent,0,00000
174,Experience teaching group classes,0,00000
175,Ability to demonstrate effective group reformer instruction,2,00011
176,"Energetic, positive and motivational teaching style",2,00011
177,Capable of using a contemporary approach to classical exercises,0,00000
178,"Punctual, reliable and dedicated",2,00011
179,Desire to build a successful business in an entrepreneurial environment,0,00000
180,"Focus on customer service, including professional and effective communication skills",2,00011
181,Experience with club management software and/or the ability to learn new systems (e.g. Club Ready),2,00011
182,Providing Pilates group reformer classes pursuant to Club Pilates standards,0,00000
183,"Conducting private, semi-private, demo or other additional sessions as needed",0,00000
184,Visually inspecting the equipment prior to each class to ensure it is in good working order and safe to use,2,00011
185,Maintaining a clean and orderly workout environment,2,00011
186,Assisting with membership sales and checking clients in,2,00011
187,Building studio revenue by promoting retail and membership sales & services,2,00011
188,Being a motivating and inspiring force to promote our motto: Do Pilates. Do Life.,2,00011
189,This position offers a very competitive compensation; based on Experience & Performance.,0,00000
190,Unlimited growth potential as well within the company.,0,00000
191,Manage a book of business from our attorney clients. All leads provided from our proprietary database.,0,00000
192,Collaborate with the inside sales team to develop a target list of high-volume law firms from whom you wish to win more business,0,00000
193,"Travel to, and consistently meet with, all targeted law firms in your region",2,00011
194,Ensure attorney satisfaction through excellent service,0,00000
195,Develop and expand relationships with all the attorneys and paralegals at the targeted law firms,2,00011
196,Win new business from attorneys who have sent Oasis a limited amount business in the past,0,00000
197,Responsible for specific territories and will need to travel for face-to-face visits weekly,2,00011
198,Ability to work toward specific business goals and quotas,2,00011
199,60% travel throughout the region,2,00010
200,Proven results working alone in a self-motivated environment,0,00000
201,"Excellent communication skills, written and verbal, and listening ability",2,00011
202,Proven results in consultative selling,0,00000
203,"Self-motivated, goal and target driven",2,00011
204,Creative problem solver,0,00000
205,Organized and persistent,2,00011
206,Confident and positive,2,00011
207,Outside Sales: 3 years (Required),0,00000
208,Bachelor's (Required),2,01000
209,relevant: 1 year (Preferred),0,00000
210,Dependable -- more reliable than spontaneous,0,00000
211,People-oriented -- enjoys interacting with people and working on group projects,2,00011
212,Adaptable/flexible -- enjoys doing work that requires frequent shifts in direction,0,00000
213,Detail-oriented -- would rather focus on the details of work than the bigger picture,0,00000
214,Autonomous/Independent -- enjoys working with little direction,0,00000
215,"Achievement-oriented -- enjoys taking on challenges, even if they might fail",0,00000
216,Innovative -- prefers working in unconventional ways or on tasks that require creativity,0,00000
217,High stress tolerance -- thrives in a high-pressure environment,0,00000
218,Job Family Store Operations,0,00000
219,Employment Indicator Seasonal,0,00000
220,Connect with and educate prospects on our technology outsourcing services,2,00011
221,Act as the subject matter expert on our offerings/solutions,0,00000
222,"Respond, engage and qualify leads before handing them off to the Account Executive",2,00011
223,Schedule appointments and demos for Account Executive,2,00011
224,"Drive, Grit, Team Oriented: proven record of strong desire to compete and win within a team.",2,00011
225,Profound desire to continuously learn and strong capacity to be coached,2,00011
226,"Capability of understanding customer pain points, requirements and connecting potential business to services that can be provided by our team.",2,00011
227,Profound integrity and impeccable work ethic,2,00011
228,"Strong and professional communication skills -- written, verbal, presentation",2,00111
229,"Aptitude to manage numerous requests and time demands concurrently, while achieving production goals from assigned territory",2,00011
230,Promotes a strong sense of urgency for reaching goals and key deliverables. Acts without being told what to do.,2,00011
231,"Some experience is a plus with sales tools such as: Salesforce, LinkedIn, Tableau, Google Apps, Microsoft Office, DiscoverOrg, Marketo.",0,00000
232,"Our Software Development as Service solution for SaaS, e-commerce and web platforms. You will visit our operations in Romania.",2,00011
233,"Our other services: #1 Digital Product Innovation, #2 User Experience as a Service, #3 Growth Marketing as a Service.",0,00000
234,Salesforce and Marketo,2,00011
235,Predictable Sales Funnel,0,00000
236,Associate (Preferred),0,00000
237,United States (Required),0,00000
238,"Developing, testing, and delivering integrations and customizations with the Sage Intacct Platform",2,00011
239,Providing technical expertise on complex implementation projects,0,00000
240,Understanding customer business requirements and defining best practice technical solutions on the Sage Intacct Platform,2,00011
241,"Working directly with Project Managers, Business Analysts, QA or Sage Intacct Partners to ensure implementation success for Intacct customers",0,00000
242,"Providing pre-sales support to identify customer requirements, define scope and provide estimates for various engagements.",2,00011
243,"Engage with Sage Intacct Consulting project teams to design, develop, and test advanced customizations or integrations related to Intacct.",2,00011
244,Assist in resolving support requests and bugs related to existing customizations and integrations.,2,00011
245,Follow development best practices and coding guidelines. Ensuring the safety and security of sensitive customer information.,2,00011
246,Participate in meetings to understand business requirements and development objectives.,2,00011
247,Assist Implementation Consultants and Project Managers with incorporating development project plans into a master implementation project plan.,2,00011
248,Ensure that the customization is designed and developed in accordance with the agreed upon customization work plan.,2,00011
249,Create and deliver weekly status reports of customization progress to the Project Manager and Technical Services Director.,2,00011
250,Provide leadership to less experienced Technical Services resources.,0,00000
251,Deliver project task responsibilities on-schedule with integrity and the highest degree of client satisfaction.,2,00011
252,"Ability to successfully multi-task across projects, customers, and internal activities.",2,00011
253,This position could require minimal travel,2,00010
254,Minimum of 2+ years of college education,0,00000
255,2+ years B2B Managed Services|Saas|Technology sales experience,0,00000
256,"Effectively managed accountability quotas, monthly",0,00000
257,Proven outside sales success in demand generation,0,00000
258,Ability to set new prospect appointments,0,00000
259,"Hunting skills, prospecting, networking, lead generation",0,00000
260,Strong oral and technical presentation skills to all audience levels,2,00111
261,Effective funnel management,2,00011
262,Ability to overcome objections; close deals within 10-30 days,0,00000
263,Ability and knowledge to control the sales process,2,00011
264,Adaptable communication style with prospects and internal leadership,2,00011
265,Grit and extreme work effort,2,00011
266,Highly coachable in a collaborative team environment,0,00000
267,Deal with rejection and overcome it,2,00011
268,Perseverance in a sales environment,0,00000
269,Hungry and results-oriented,2,00011
270,Agile and Flexible (Open to change!),2,00011
271,The noise level in the work environment is usually moderately quiet.,0,00000
272,"Produce sales gains, by providing customer service.",0,00000
273,To meet or exceed Company Objectives in all individual statistics.,0,00000
274,"Adhere to current visual guidelines includes: proper merchandising, signage and store cleanliness.",2,00011
275,Maintain a professional appearance consistent with Company Dress Code Policy.,0,00000
276,Protect Company assets within guidelines of LIDS Retail policies.,0,00000
277,Assist in preparation of store work schedules that provide proper store coverage and are within the Company guidelines for wage control.,2,00011
278,"Follow all policies to accurately manage store inventory including receiving, transferring, completing price change and conducting product counts.",2,00011
279,Complete accurate product counts in a consistent and timely manner.,2,00011
280,Perform proper documentation and record keeping per LIDS Retail policies as well as state and federal laws.,2,00011
281,Open and close the store as required following the procedures per the Operations P&P Manual.,2,00011
282,"Participate in LIDS Training Programs, adhere to set goals (for sales and tasks) and regular follow up.",2,00011
283,Assist in recruiting and training store personnel on proper store operations and procedures.,2,00011
284,Perform work of subordinates as needed.,0,00000
285,Communicate with employees at all levels of the company.,0,00000
286,Other duties as assigned.,0,00000
287,High school diploma or equivalent plus one year relative experience.,0,00000
288,Established ability to produce sales results while minimizing loss.,0,00000
289,Strong interpersonal skills and the ability to communicate verbally in a clear professional manner.,2,00111
290,"Ability to operate a computer, as well as maneuver relative software programs.",0,00000
291,Ability to lift up to 50 pounds.,2,00010
292,Ability to climb a ladder and work with hands overhead.,2,00011
293,Standing required for up to 100% of the work time.,2,00010
294,Ability to work unsupervised.,0,00000
295,"Assembling, proofing, and editing the daily content of our emails and website",2,00011
296,Ensuring books and authors meet BookBub policies for inclusion in products such as new release author alert emails,2,00011
297,Moderating third-party ads and user-generated content like reviews and comments on BookBub,2,00011
298,Outstanding professional communication and office skills,2,00011
299,Meticulous attention to detail and strong proofreading skills; copyediting experience and familiarity with AP or Chicago style a plus,2,01011
300,"Experience using a content management system, blogging platform, or database software; familiarity with HTML a plus",0,00000
301,Web production experience a plus,0,00000
302,A resume screen and introductory phone/video chat,2,00011
303,"Additional conversations with your potential future team members, the hiring manager, and people operations, as well as a proofreading exercise",2,00011
304,Establish trust and partnership with various LOBs and act as a change champion,2,00011
305,"Has intellectual curiosity to gain deep knowledge of various businesses, technology , finance and HR",2,00011
306,Assist management of the GT forward calendar and GT Operating Committee Forward Agenda,2,00011
307,Create management materials and collateral for use internally and externally,2,00011
308,Keeps up to date on industry and technology trends to support JPMC's businesses,2,00011
309,Understands and tracks competitive perspective on industry technology,2,00011
310,Self-manages professional development and development of IT knowledge,2,00011
311,Ability to take on increasing management responsibility and project ownership,2,00011
312,"Provide processes, support, and reporting to enable the business to achieve its goals",2,00011
313,Experience in cross-functional teams and ability to influence people at a variety of levels,2,00011
314,Performs analytical functions that are directly related to the day-to-day performance of the department,0,00000
315,Demonstrated ability to establish and build relationships and establish strong partnerships,2,00011
316,"Proficient in use of standard office software and reporting applications, and analytical techniques",2,00011
317,Independently build a large pipeline of leads to drive RFPs and IOs,2,00011
318,Work with sales planning team to build and present proposals to your pipeline of new business prospects.,2,00011
319,Manage a robust pipeline and accurately forecast new business closure rate and revenue booked.,2,00011
320,3 - 5 years experience selling digital media with a focus on performance to brands and agencies,2,00011
321,"Experience in a lead generating / sales planning / sales position, preferably at a digital media company a huge plus",0,00000
322,Understanding of performance and branding campaigns,2,00011
323,Making data-driven decisions about the product - and strategically delivering decisions and implications to internal stakeholders and clients,2,00011
324,Leading a team of designers to ensure the user experience is world class,0,00000
325,"Partnering with other product leaders within ADP to make strategic decisions regarding product integration, and driving that work forward",2,00011
326,BA/BS required in applicable field with 8+ years' experience in Product Management of a market-facing software or enterprise solution,0,00000
327,"Experience with Agile development methodologies, working on scrum team(s)",0,00000
328,Familiarity with product localization and proven experience scaling functionality to new markets,2,00011
329,"Experience leading product teams and collaborating with leaders of Engineering, QA, and Technical Infrastructure functions",2,00011
330,Ideal candidate has experience in talent management or HCM domain,0,00000
331,Ideal candidate has experience supporting a growing organization and product,2,00011
332,Establish and manage Distributor and End User Pricing and Product Margins.,2,00011
333,Establish and manage Distributor and End User Pricing and Product Margins.,2,00011
334,Recommend and implement cost reduction projects.,2,00011
335,"Manage social media & company website, including Facebook, Instagram, etc.",0,00000
336,Coordinate trade show setup and attend trade shows as required,2,00011
337,Provide input for the preparation of yearly business plans and budgets for Graham Beauty.,2,00011
338,Identify and maintain a file of targeted end-user groups.,2,00011
339,Effectively work cross functionally with all LRC associates to motivate and lead a strong customer-centric culture in the business.,2,00011
340,Other assignments as made by management.,0,00000
341,Minimum 3 years of progressively responsible marketing experience generating superior results.,0,00000
342,"Beauty industry experience not required, but preferred.",0,00000
343,Results-oriented and strong decision maker with ability to prioritize complex organizational objectives and meet aggressive deadlines.,2,00111
344,"Excellent organizational, sales, communication, analytical, leadership and interpersonal skills",2,00111
345,Regular attendance at work is required. Ability to work additional hours during the week or on weekends may be required.,0,00000
346,"Strategic planning and execution of initiatives to enhance profitability, productivity and efficiency throughout the regions branch operations",2,00011
347,Manage logistics and outbound transportation processes for assigned branches,2,00011
348,Provide recommendations on capital expenditure projects that support quality and cost improvements as well as business objectives of the facilities.,2,00011
349,Assists with the development of regional operational policies and practices.,2,00011
350,Assesses and assists in upgrading the regional operations talent base to achieve growth and meet market needs.,2,00011
351,"Plans, prepares, controls, monitors and forecasts regions direct and/or indirect budgets.",2,00011
352,"Drive compliance toward aesthetically pleasing warehouse space, both indoors and outdoors, at all locations",2,00011
353,"Knowledge of principles and practices of management, financial analysis, project management, and personnel management.",2,00011
354,"Excellent people skills, with an ability to partner with a dynamic leadership team",0,00000
355,Previous accountability for departmental/company P&L with demonstrated experience in profitability management.,0,00000
356,"Support sales, account managers, and client success by acting as product expert by:",2,00011
357,Running Product demonstrations,0,00000
358,Feeding new features and deliveries to the organization,2,00011
359,Taking in feedback from teams to drive future enhancements,0,00000
360,Market development responsibilities to include,0,00000
361,"Assessing product, technology and customer trends to drive new product development.",2,00011
362,"Maintain competitive market intelligence and understanding of workflows, functionality, and corporate activities.",2,00011
363,Work with marketing team members to create collateral and client-ready documentation to use throughout the life of a sales cycle.,2,00011
364,Manage road map for assigned aspects of the Suuchi Grid,0,00000
365,Prioritize and communicate potential trade offs for new functionality.,2,00011
366,Manage and track KPIs for functionality delivered,2,00011
367,Compile and create user stories,2,00011
368,Wireframe solution for new functionality,0,00000
369,Must have 8-10 years of product management experience.,0,00000
370,Bachelor Degree in related field required.,0,00000
371,Managerial experience preferred,0,00000
372,"Experience in sales demonstrations, training, documentation, and onboarding,",2,00011
373,Strong public Speaking skills and ability to work cross department.,2,00011
374,Experience working in an AGILE environment,0,00000
375,"High energy, self-starter, quick learner, and strong team player.",2,00011
376,Desire to win and attracted to challenges,2,00011
377,"Strong verbal, written communication, and presentation skills",2,00111
378,"Ability to establish consensus on vision, set clear goals, and measure and report on progress",2,00011
379,"Ability to thrive in a fast-paced environment, attention to detail, and time management skills",2,01011
380,Ability to listen to client feedback and generate actionable items,2,00011
381,Experience using Microsoft Office Suite and JIRA,2,00011
382,Pragmatic Marketing certification (preferred),0,00000
383,Understanding of the fashion industry and PLM software a plus,2,00011
384,Spanish speaking a plus,0,00000
385,relevant: 6 years (Preferred),0,00000
386,Product Management: 6 years (Preferred),0,00000
387,Meet and liaise with clients to discuss and identify their advertising requirements,2,00011
388,Work with agency colleagues to devise advertising that meets the client's brief and budget,2,00011
389,Present campaign ideas and budgets to clients,2,00011
390,Work to brief media and creative staff and assist with the formulation of marketing strategies,2,00011
391,"Liaise with, and act as the link between, the client and the agency by maintaining regular contact with both",2,00011
392,Ensure that communication flows effectively,2,00011
393,"Handle budgets, manage campaign costs and invoice clients",2,00011
394,Write client reports,2,00011
395,Monitor the effectiveness of campaigns,2,00011
396,Undertake administrative tasks,0,00000
397,Arrange and attend meetings,2,00011
398,Minimum three years of agency experience,0,00000
399,Excellent communication skills,2,00011
400,High level of organization,0,00000
401,High competency level on computer and software skills compatible with job responsibilities,2,00011
402,½ day summer Fridays,0,00000
403,401K plan with company match,0,00000
404,Top tier medical Insurance,0,00000
405,Booming West Loop location,0,00000
406,"Close to Metra, El and expressway",2,00011
407,"Bright, newly finished office",0,00000
408,Agency: 3 years (Preferred),0,00000
409,Bachelor's (Required),2,01000
410,"Participate in internal Microsoft sales communities and in the broader industry through events, yammer, Teams sites, community gatherings and more.",2,00011
411,Strategic thinking & execution.,0,00000
412,"Ability to develop sales and business strategy options, while also being able to successfully execute on complex opportunities.",2,00011
413,Excellent Communicator.,0,00000
414,"Strong negotiation, organizational, presentation, financial acumen, written, and verbal communication skills.",2,00111
415,Amazing Salesperson:,0,00000
416,3+ years of experience in enterprise sales.,0,00000
417,"Experience driving new sales and customers using innovative approaches, leveraging joint partnership events, social selling (Linkedln) and networking.",2,00011
418,"Enterprise customer level experience with cloud, hybrid infrastructures, productivity and security technologies, and industry standards recommended.",2,00011
419,Exceeds sales goals in an assigned sales territory.,0,00000
420,Demonstrated sales and partner management experience,2,00011
421,"Experience with complex sales training (e.g., Miller Hyman, Spin, Michael Bosworth, Holden, etc.) and sales methodologies",2,00011
422,Competes to win new market share,0,00000
423,Significant experience delivering persuasive presentations to business decision makers.,2,00101
424,Participate in strategic planning and model revenue growth and cost optimization initiatives,2,00011
425,Plan and prepare the annual budget and monthly forecasts and report on variances,2,00011
426,"Take ownership of assigned tasks, meet all deadlines and work towards objectives without undue supervision.",2,00011
427,Reports to corporate planning and interacts closely with CEO/COO.,2,00011
428,"Develop forecasting models including online traffic, sales activities, and other mission-critical metrics as well as the related revenue & expenses",2,00011
429,"Maintain current knowledge of overall company operations, policies, and organization to provide effective customer service.",2,00011
430,"Facilitate workshops - story-boarding workshops, translate story-boarding artifacts into an electronic format and provide input in design sessions",2,00011
431,"Clearly communicate keeping IT and business partners apprised of developments and requirements, key metrics",2,00011
432,Collaborate with IT Project Managers and the customer. Must build strong relationships with our customers,2,00011
433,Analyze and document current and future business process models,2,00011
434,"Analyze and document requirements (scope), business rules (use cases)",2,00011
435,Analyze and document data requirements (from business needs perspective),2,00011
436,"Plan and manage user acceptance test (UAT), create UAT scripts and facilitate UAT; report out on UAT progress and outcomes",2,00011
437,Mentor the teams on UX best practices and oversee the creation of delightful prototypes & dashboards,2,00011
438,Perform knowledge transfer to training and communication teams,2,00011
439,Support user deployment activities as needed,0,00000
440,Lead business stakeholders and other business systems analysts thru the business analysis lifecycle,2,00011
441,"Strong skills in critical thinking and analysis, small and large group facilitation skills",2,00011
442,Demonstrated success handling initiatives of high complexity and risk,2,00011
443,"Ability to multitask, work in a fast paced role and required the art of agility, flexibility and time management",2,00011
444,Experience with both Waterfall and Agile methodologies,2,00011
445,"Bachelor's degree or equivalent experience in business administration, systems design, or equivalent field",2,01000
446,"Master's degree in business administation, management information systems or equivalent field preferred",2,01000
447,"Grow revenue by managing your sales pipeline to quota attainment, with timely updates in our Salesforce CRM system to help forecast expected wins.",0,00000
448,Bachelors Degree required (unless you can wow us with your combination of education and experience).,2,00011
449,"Experience selling into the SMB sector is a strong plus but not required. - VMware VSP, VTSP certification a strong plus.",0,00000
450,"Demonstrated ability to assess customer requirements, identify business problems, and show proposed solutions.",2,00011
451,Exceptional verbal and written communications skills.,2,00011
