jobrequirements,bias,againstgroup
"Prepare, modify and produce reports, letters, and memorandums",0,0000
Prepare and organize pre-meeting and post-meeting materials and reports as needed,0,0000
Manage physical and network-based files and documents,2,0010
"Assist the CEO with timely and appropriate follow up communications with the Board, stakeholders, staff, partners, etc",2,0011
"Greet visitors, book travel for the executive team, assist with event planning",2,0010
"Answer and route phone calls and emails for the Director, take notes in meetings",2,0011
"Fluency in Armenian, Russian and English languages",0,0000
"University degree in the applicable fields, preferably in the field of Business Administration and Management",0,0000
At least 3 years or equivalent work-related experience supporting Executives,0,0000
"At least 3 years or equivalent work-related experience managing a complex, busy administrative operations",0,0000
Excellent writing and communication skills,2,0011
"Expert user of mail, calendar software, knowledge of project management software",0,0000
"Expert user of office productivity software: word processing, presentation software, email, online schedules, spreadsheets",2,0101
Expert knowledge of web and audio conference and phone systems,2,0001
Excitement to work in a fast-growing environment,0,0000
"Process and analytically focused mindset, with the highest attention to detail to proactively anticipate, coordinate and resolve issues",2,1000
Strong interpersonal skills and good judgment,2,0100
Proven ability to work independently to achieve accomplishments,0,0000
Ability to communicate effectively with all levels of employees and outside contacts,0,0000
"Analyze, design, develop, and maintain products and assist in commercialization",0,0000
Responsible for project/ program management,0,0000
Responsible for service and product development,0,0000
"Build prototypes, products, and systems for testing",0,0000
Design testing procedures,0,0000
Provide timely corrective actions on all assigned defects and issues,0,0000
Create and maintain product documentation,0,0000
"Create and implement procedures, make process improvements",0,0000
Responsible for planning and budgeting,0,0000
"Experience working with General Managers, Product Managers, Clients",0,0000
"Experience managing Software Development Managers, Technical lead, Architects and the experience in setting business priorities",0,0000
"Experience developing software products in a field within a skills based discipline, for example, computing",0,0000
"Bachelors degree in Computer Science, Engineering or a field related to this job",0,0000
Over 7 years of experience in Software Development,0,0000
Strong skills in:  a),0,0000
Framework and Microsoft SQL Server,0,0000
Tier Software Architecture,0,0000
Analytical and problem solving skills,0,0000
Data analysis and data mining skills,0,0000
"Time management, planning and organizational skills",0,0000
Good knowledge of English language,0,0000
Ability to build and manage Software Development team,0,0000
Previous team management experience,0,0000
Proven track record of delivering successful business results through team leadership and teamwork,0,0000
Understanding of the structure of software systems and architectural interdependencies,0,0000
Experience in digital software definition and planning,0,0000
Exceptional verbal and written communication skills,2,0011
Ability to communicate effectively with all levels of the organization,0,0000
"Strong, creative business problem solving skills",0,0000
Understanding of emerging technical capabilities and how to use them to solve problems,0,0000
based project standards,0,0000
"Support the design consultants in collecting data and conducting studies, public consultations, etc",0,0000
"Review, comment  and clarify all designs, design and estimate documents and other studies",0,0000
"Manage the civil works implementation plans and budgets, supervise and evaluate physical and financial progress",2,0010
Ensure that government and stakeholders feedback and approval on reports are obtained in a timely manner,0,0000
University degree in Road Engineering and Road Construction area,0,0000
Working experience with international organizations,0,0000
Experience and knowledge of FIDIC contracts,0,0000
"Excellent knowledge of Armenian, Russian and English languages (writing and oral skills)",2,0011
"Computer literacy (at least Word, Excel, PowerPoint, AutoCAD, Microsoft Project)",0,0000
Excellent analytical and presentation skills,2,0101
Diplomatic and negotiating skills,0,0000
Ability to communicate with the citizens and handle complaints and claims,0,0000
Problem-solving and prompt decision-making skills,0,0000
Planning and organization skills,0,0000
"Cooperation/ teamwork skills, - Willingness to make field trips",0,0000
Ability to work overtime and to a tight working schedule,2,0100
"1 year of experience with Javascript (jQuery, Angularjs)",0,0000
"Experience with Ajax, Json",0,0000
"Experience with HTML, CSS",0,0000
Appropriate permission to work,0,0000
Participate in application design,0,0000
Communicate effectively with co-workers and banks structural units,0,0000
Develop features according to technical specifications,0,0000
Responsible for testing of software source code and functionality,0,0000
University degree in the relevant field of studies,0,0000
"Good knowledge of Visual Basic, VBA and SQL (Transact SQL)",2,0010
Knowledge of SQL Server 2008,0,0000
Ability to adapt and learn quickly,0,0000
Good analytical skills,0,0000
Ability to work in a team,0,0000
Good knowledge of English language on technical level,0,0000
"Knowledge of VB, VB",0,0000
"Classify, update and maintain database for all outlets which either sell tobacco products or attract key target consumers",0,0000
Maintain accurate records and submit them as requested in order to ensure effective communication is maintained with management,2,0011
Achieve targeted product availability by brand to ensure the company achieves the highest levels of consumer and trade satisfaction,0,0000
"University diploma (preferably in Economics, Marketing)",0,0000
Valid driving licence and own car,0,0000
Some sales experience,0,0000
Knowledge of Russian and English languages is preferred,0,0000
Good communication skills,2,0011
"Responsible for overall management and coordination of the sales department activities including the staff, processes, logistics, finance, etc",0,0000
Manage clients accounts of both existing ones and newly identified,0,0000
Identify new perspective clients and client relationship development,0,0000
Implement the company marketing strategy in the field,0,0000
"Design and coordinate marketing and sales goals, events and initiatives",0,0000
Maximize profitability by developing comprehensive pricing policy,0,0000
"Develop, execute and manage merchandising initiatives",0,0000
Develop and implement customer satisfaction programs for clients,0,0000
"Possess a comprehensive understanding of the market, market dynamics, key drivers and trends",0,0000
Bachelors degree in Marketing or a related field is a plus,0,0000
At least 2 years of marketing and/ or sales experience,0,0000
Aptitude and experience in designing and implementing effective marketing programs,0,0000
"Passion, high energy and entrepreneurial ability to manage daily marketing activities",0,0000
Ability to take initiative and contribute to growth of the business,0,0000
Strong critical thinking and assessment skills,0,0000
"Own vehicle, driving license and successful driving record",0,0000
Higher education in Chemistry (Organic or Analytical Chemistry),0,0000
University degree is an advantage (at least Master's degree),2,1000
"Knowledge of routine HPLC measurements, method development and maintenance of HPLC",0,0000
At least 1 year of relevant work experience,0,0000
High sense of responsibility and good communication skills,2,0011
Knowledge of English and Russian languages is a plus,0,0000
Computer proficiency,0,0000
Design and build advanced applications for the Android platform,0,0000
Optimize and enhance systems for high interactivity and high performance with limited computing resources,0,0000
"Collaborate with cross-functional teams to define, design, and ship new features",0,0000
Work with outside data sources and API's,0,0000
"Responsible for unit-test code for robustness, including edge cases, usability, and general reliability",0,0000
Work on bug fixing and improving application performance,0,0000
"Continuously discover, evaluate and implement new technologies to maximize development efficiency",0,0000
"At least 3 years of professional software development experience producing data-driven, interactive applications",0,0000
Proficiency in Android SDK,0,0000
Proficiency in Java using Eclipse or other IDE and related tools for Android development,0,0000
"Experience working with remote data via REST, JSON-RPC, XML-RPC, SOAP",0,0000
Experience with third-party libraries and APIs,0,0000
Solid understanding and practical experience using object-oriented design principles and patterns,0,0000
Experience with continuous integration and source control tools,0,0000
Solid understanding of the full mobile development life cycle,0,0000
Experience in Bluetooth/ Wi-Fi/ USB APIs is a plus,0,0000
Experience developing SQLite is a plus,0,0000
Experience with deployment of mobile applications through app store is a plus,0,0000
Experience with iOS development is a plus,0,0000
"BS/ MS degree in Computer Science, Engineering or a related subject",0,0000
Provide technical assistance to Committee members on subject matter,0,0000
Conduct legal analysis of draft laws considered by the Committee,0,0000
Draft summary of draft laws that were sent to the Committee for its opinion,0,0000
Carry out thematic research,0,0000
Develop public announcements/ press releases,0,0000
"Support the committee staff to organize parliamentary hearings, field visits and other events",0,0000
Participate in committee sittings,0,0000
"Provide report on accomplishments, findings and lessons learned to SANAP and Committee at the end of the fellowship",0,0000
University degree or college diploma in Social Sciences (e,0,0000
Experience in conducting research in the above-mentioned fields,0,0000
"Experience in working both independently and in a team-oriented, collaborative environment",0,0000
"Ability to conform to shifting priorities, demands and timelines through analytical and problem-solving capabilities",0,0000
Flexibility during times of change,0,0000
Ability to bring project to successful completion through political sensitivity,0,0000
Ability to effectively prioritize and execute tasks in a high-pressure environment,0,0000
Fluency in English and Armenian languages,0,0000
Strong written and oral communication skills,2,0011
Support the IT Manager in maintaining the systems in the store,0,0000
Responsible for the troubleshooting of all software and hardware in the store,0,0000
Ensure proper IT support for all the store users,0,0000
Help maintain user files on the server in a safe manner,0,0000
Ensure that back-ups are done on a regular basis to avoid any loss of files,0,0000
Ensure off-site storage tapes on scheduled timing,0,0000
"Assist the IT Manager in assuring all entry of devices, device error logs, periodical tests",0,0000
Ensure assets disposal is properly maintained and followed up as per the standard,0,0000
Help IT Manager in training and supervising staff,0,0000
Perform other duties as required by IT Manager,0,0000
University degree in a relevant area (fresh graduates also will be taken into consideration),0,0000
Familiarity with Microsoft Windows servers,0,0000
"Understanding of LAN, WAN",0,0000
Ability to adapt and learn quickly,0,0000
Good communication and analytical skills,2,0011
Ability to work alone and in a team,0,0000
Good knowledge of English language,0,0000
"Effectively recommend and implement improvements and/ or modifications in plant operations, equipment utilization and related matters",0,0000
Ensure the equipments are ready for use and are running smoothly,0,0000
"Higher education in Mechanics, Electronics Engineering, Industrial Engineering",0,0000
Work experience in a relevant field,0,0000
Good knowledge of Russian and English languages,0,0000
"Advanced PC user (MS Office, Internet)",0,0000
Supervise preventive maintenance and routine repairs of plant equipment according to the Preventive Maintenance Schedule,0,0000
Confer with the requester for additional clarification,0,0000
Estimate the craft and the amount of labor required,0,0000
"Create and update maintenance task lists (equipment task list, functional location task list or general maintenance task list)",0,0000
Manage the work orders to completion according to maintenance schedule,0,0000
University degree in Mechanical Engineering,0,0000
Work experience in a relevant field,0,0000
Knowledge of preventative and predictive maintenance schedules and programs,0,0000
Good knowledge of the English language,0,0000
"Advanced PC user (Excel, Word)",0,0000
Control quality level of products and service,0,0000
Prepare the schedule store team efficiently,0,0000
Maximize store efficiency,0,0000
Prepare reports for the financial department,0,0000
At least 5 years of experience in a related managerial position,0,0000
Ability to communicate clearly with staff at all levels,0,0000
Good problem-solving skills,0,0000
Fluency in English and Russian languages,0,0000
"Lead development efforts on large-scale web-based projects, ensuring robust and lasting solutions are implemented",0,0000
"Test, debug and build code that works across multiple browsers and digital platforms",0,0000
"Write 'clean', well designed code",2,0011
"Troubleshoot, test and maintain the core product software and databases to ensure strong optimization and functionality",0,0000
Maintain existing JavaScript libraries making sure they support the engineering and creative needs of the company's website,0,0000
Make innovations and build things that people will blog about,0,0000
"Strong knowledge of PHP, MySQL",0,0000
2 years of software development experience in PHP,0,0000
"BS/ MS degree in Computer Science, Engineering or a related subject",0,0000
"Demonstrable knowledge of web technologies including HTML, CSS, JavaScript",0,0000
"Experience with subversion, GIT or other source control tools",0,0000
Experience with Apache web server,0,0000
"Knowledge in typography, whitespace, and other details that occur at the intersection of design and code",0,0000
Knowledge of OOP and Design Patterns,0,0000
Experience with end-to-end product testing,0,0000
Ability to work independently and as part of a team,0,0000
Passion for best design and coding practices and desire to develop new bold ideas,0,0000
"Passionate, energetic, collaborative, and positive approach to achieving company growth objectives",0,0000
Responsible and disciplined personality,0,0000
Result-oriented and initiative personality,0,0000
Knowledge of PHP frameworks is a plus,0,0000
Experience with Linux is a plus,0,0000
Excellent knowledge of English language,0,0000
"Define and clarify project scope, goals and deliverables",0,0000
Develop the project plan/ schedule,0,0000
Determine the organizational structure of the project team,0,0000
Identify project team roles and responsibilities,0,0000
Coordinate activities across different organizational functions,0,0000
Define project milestones and manage the project according to milestones and deadlines,0,0000
Coordinate and supervise the work of contractor workers,0,0000
Run the project on a day-to-day basis and track project progress,0,0000
Develop and deliver project progress reports to management on a weekly/ monthly basis,0,0000
University degree in Mechanical or Electrical Engineering,0,0000
Work experience in a relevant field,0,0000
Good knowledge of English language,0,0000
"Advanced PC user (MS Office, Internet)",0,0000
Support in designing new and editing already existing tour packages and products,0,0000
"Report the companys executive director on sales, implementation and completion of each tour programme and service",0,0000
"University degree in Humanitarian Sciences, Tourism, Economics, Business Management and Marketing, or related disciplines",0,0000
Training in marketing or business management is desirable and is considered as an asset,0,0000
At least 3 years of experience in incoming tourism,0,0000
Excellent knowledge of Armenian and Spanish languages,0,0000
Working knowledge of Russian and English languages is desirable,0,0000
Monitor equipment performance and suggest improvements,2,0001
"Maintain documentation for equipment installation, maintenance and troubleshooting procedures for reference purposes",0,0000
Provide 24x7 support for troubleshooting equipment,0,0000
Develop cost-reduction initiatives while still maintaining quality and productivity,0,0000
Provide job assistance and conduct job training for employees as needed,0,0000
"Higher education in Mechanics, Electronics Engineering, Industrial Engineering",0,0000
Work experience in a relevant field,0,0000
Good knowledge of Russian and English languages,0,0000
"Advanced PC user (MS Office, Internet)",0,0000
Maintain labor contracts and various registers and journals in the company's accounting system,0,0000
"Calculate staff salaries, taxes and payments payable to the state budget",0,0000
"Prepare payment orders, make payments and get receipts at the bank",0,0000
"Prepare monthly, quarterly and annual financial reports well in advance, and submit for review to the partner accounting company",0,0000
Submit all tax and other financial reports after those have been reviewed by the accounting company to the relevant state authorities,0,0000
Perform other accounting related and administrative duties as assigned by the supervisor,0,0000
"University degree in Accounting, Finance or other related fields",0,0000
Knowledge of Armenian Accounting Standards and Tax Legislation is desirable,0,0000
Basic computer and internet/ e-mail skills,0,0000
Excellent communication skills,2,0011
"Punctual, communicative, open-minded, self-confident, eager to learn & flexible",0,0000
Ability to complete the tasks in a timely manner,0,0000
Help the hotel managers to comment tax issues,0,0000
Follow up the accepted standards and SOP,0,0000
Regulate relations with the Ministry of State Revenues,0,0000
Submit reports required by RA legislation to the regional department of the Ministry of State Revenues,0,0000
Inform the Director of Finance and Assistant Controller about the changes in tax legislation of RA which can affect the hotel tax obligations,0,0000
Follow up the availability of all hotel licenses and other necessary documents,0,0000
Prepare reports to be submitted to the national statistical department of RA,0,0000
Participate in audit carried out in accordance with Hotel SOP,0,0000
Run the hotels archive and remove expired archive according to the RA legislation and Hotel SOP,0,0000
"With the general cashier, participate in opening of cash envelopes dropped into the safe",0,0000
"Excellent knowledge of Armenian, English and Russian languages",0,0000
oriented personality,0,0000
Relevant work experience and knowledge of RA Tax Law,0,0000
Manage the branch operations,0,0000
Responsible for customers' recruitment,0,0000
Control over the work of the employees,0,0000
Disseminate information on credit services provided by the company,0,0000
"Responsible for professional, effective and appropriate handling of all customer requests and complaints",0,0000
Involve in customer service processes whenever necessary,0,0000
Responsible for analysis and assessment of customers business activities and repayment capacity,0,0000
Review and sign loan documents,0,0000
Responsible for client/ portfolio monitoring,0,0000
Prepare and submit monthly and quarterly reports,0,0000
"University degree (in Economics, Finance or Banking)",0,0000
At least 2 years of experience in the finance sphere,0,0000
Planning and organizational skills,0,0000
Organizational and management skills,0,0000
Communication and negotiation skills,2,0011
Ability to work in a team,0,0000
Ability to make decisions in a tense environment,0,0000
Willingness to work out of office 60 percent of the working hours,0,0000
Welcome customers by greeting them,0,0000
Direct customers by escorting them to racks and counters,0,0000
Advise customers by providing information on products,0,0000
Help customers make selections by building customer confidence,0,0000
Process payments by totaling purchases,0,0000
Keep clientele informed by notifying them of preferred customer sales and future merchandise of potential interest,0,0000
Contribute to team effort by accomplishing related results as needed,0,0000
Work experience in the field of sales,0,0000
"Excellent knowledge of Armenian, English and Russian languages",0,0000
Excellent computer literacy,0,0000
Sales focused personality with good manners,0,0000
Good communication and organizational skills,2,0011
Ability to work under pressure,0,0000
"Punctual, flexible and honest personality",0,0000
"Friendly, responsible and hard working person",0,0000
General Maths skills,0,0000
Verbal communication skills,2,0011
"Accept company customers at service delivery center, listen and handle customers related requests keeping high manner of politeness",2,0001
"Prepare daily documentation - contracts, acts, certificates and invoices demonstrating accurate and detailed approach to customer data",0,0000
"Follow strictly customer support policy and procedures, apply them in related transactions",0,0000
Follow up and update customer database,0,0000
"Hand over various inquiries and complaints of customers, identify the priorities and conduct the requests up to their final resolution",0,0000
Provide daily statistics and reports,0,0000
Perform miscellaneous tasks assigned by the customer support department,0,0000
At least 1 year of experience in customer related field and good understanding of customer satisfaction principles,0,0000
"Ability to work within a team and deal independently with customers in a fast paced, stressed environment",0,0000
Very responsible personality to start the job at assigned hours and to complete the work as expected,0,0000
"Excellent manners, telephone and communication skills to handle different requests of customers",2,0011
Effective problem-solving skills and basic understanding of technical issues,0,0000
Very organized and detail-oriented personality to handle different data keeping high sense of confidentiality,0,0000
Excellent knowledge of Armenian language,0,0000
Advanced computer skills,0,0000
Promote the company's drugs in Yerevan and regions,0,0000
Pay regular visits to drugstores and doctors in hospitals and clinics,0,0000
"Organize conferences, round tables and presentations",2,0101
Higher Pharmaceutical/ Medical education,0,0000
Work experience would be an advantage,0,0000
Fluency in Russian language,0,0000
Ability to work effectively in a team,0,0000
"Excellent interpersonal, communication and networking skills",2,0111
"Computer skills (Ms Word, Excell, Outlook and PowerPoint)",0,0000
"Organize vegetable growing in the greenhouse (tomato, cucumber, etc",0,0000
"Develop production plans, types and quantity of crops, ensure their implementation",0,0000
"Develop technological maps, calendar schedules for seedling care",0,0000
Determine requirements for raw materials for each production unit,0,0000
"Control over compliance with growing and harvesting technologies, control over transportation to warehouses, as well as over harvest storage",0,0000
"Control over consumption norms of pesticides, fertilizers and seeds",0,0000
Develop agro-technical activities aiming to improve soil fertility and increase productivity of crops,0,0000
"Higher education (specialized  in Agronomy, Agriculture)",0,0000
"Working experience in farms as a Chief Plant Breeder, Deputy Chief Plant Breeder for at least 3 years",0,0000
Possession of modern technologies of cultivation of vegetable crops and pest control,0,0000
"Knowledge of agricultural activities (fertilizing, sowing, care of plants at different stages of their growth, harvesting, etc",0,0000
Fundamental theoretical and practical knowledge of agricultural production,0,0000
Good management skills,0,0000
Ability to focus on results,0,0000
Knowledge of English language is an advantage,0,0000
"Collect, sort, open, and/ or distribute mail",0,0000
Sort and file correspondence and documents in a record or filing system,0,0000
Check and maintain inventory,0,0000
"Maintain necessary reports, documents and other forms",0,0000
Classify and process material for circulation,0,0000
Prepare correspondence and documents based on draft or detailed instructions,0,0000
Operate office equipment,0,0000
"Provide telephone, administrative and clerical support to other staff",2,0001
"Fluency in Armenian, English and Russian languages",0,0000
"Good typing and computer skills (Word, Excel, Access, Internet)",0,0000
"Personal integrity, loyalty and commitment",0,0000
Accuracy and attention to details,2,1000
Interest in doing routine work perfectly well,0,0000
Motivation to work and to learn,0,0000
"Strong organizational, communication and interpersonal skills",2,0111
Build and develop relationships with telecom carriers in the market,0,0000
Maintain existing accounts and carry on negotiations with new contacts,0,0000
Stay in permanent contact with partners in compliance with changing market needs,0,0000
Manage relationships both with buyers and suppliers,0,0000
"Assist the company's Rate, Technical and Finance departments in case of appropriate issues",0,0000
Promote the company's services in various corresponding fields,0,0000
Analyze and determine current market opportunities,0,0000
"Degree in Linguistics, Finance or Business Administration is preferable",0,0000
Excellent knowledge of English and Russian languages,0,0000
Work experience in international sales or marketing fields is preferred,0,0000
Excellent verbal and written business communication skills,2,0011
Excellent interpersonal skills and energetic team-player,2,0100
Advanced computer skills,0,0000
"Responsible for day-to-day office operations, procedures related to Director",0,0000
"Collaborate to maintain the Directors calendars, coordinate and schedule meetings",0,0000
Respond to e-mail inquiries in a timely and professional manner,0,0000
Provide historical reference by developing and utilizing filing and retrieval systems,0,0000
Record meeting discussions within the team,0,0000
"Prepare, modify and produce reports, letters, and memorandums",0,0000
Prepare and organize pre-meeting and post-meeting materials and reports as needed,0,0000
Manage physical and network-based files and documents,2,0010
"Greet visitors, book travel for the executive team, assist with event planning",2,0010
Answer and route phone calls and emails for the Director,2,0011
Responsible for site maintenance activities,0,0000
Maintain and protect operations by keeping information confidential,0,0000
"Responsible for office equipment, stationary, etc",2,0100
"University degree in the applicable fields, preferably in the field of Business Administration and Management",0,0000
"No formal working experience is required, however candidates with at least 3 years of equivalent work-related experience would be preferred",0,0000
Excellent writing and communication skills,2,0011
"Fluency in Armenian, Russian and English languages",0,0000
Strong interpersonal skills and good judgment,2,0100
"Ability to work under pressure, as well as keep information confidentially",0,0000
Proven ability to work independently to achieve accomplishments,0,0000
Ability to communicate effectively with all levels of employees and outside contacts,0,0000
Lead discussions with customers,0,0000
Increase customers' database,0,0000
Responsible for monitoring of market and competitors,0,0000
Search and attract new corporate clients,0,0000
Study and analyze corporate clients needs and demands,0,0000
"Organize and conduct presentations on the company's services, responsible for contracts signing and sales paperwork processing",2,0101
Work with foreign partners in CIS countries and Europe and carry on negotiations,0,0000
Increase the current customer pool and company sales turnover,0,0000
Maintain customer database,0,0000
Conduct market research to determine market requirements for existing and future products,0,0000
Monitor company web site information,2,0001
Prepare appropriate commercial presentations,2,0101
Perform other duties as assigned,0,0000
"Higher education in Sales and Marketing or Economics, Master's degree is a plus",2,1000
Strong communication and negotiation skills,2,0011
At least 3 years of working experience in the field,0,0000
"Excellent knowledge of Armenian, Russian and English languages, knowledge of other foreign languages is a plus",0,0000
"Effectiveness in written and oral communication, knowledge of appropriate techniques",2,0011
"High sense of responsibility, punctuality",0,0000
- Ability to manage multiple tasks and work under pressure,0,0000
Excellent organizational and decision making skills,0,0000
Team working and time management skills,0,0000
"Excellent computer skills: MS Office, Internet Explorer, Power Point",0,0000
"Readiness to work over time, to be flexible with hours and ability to travel, when necessary",2,0010
"Architect, build and manage of iOS applications",0,0000
Work with team members on server-side integration,0,0000
Work with designers to help define and implement User Interface improvements,0,0000
Work with customer teams to understand requirements and expectations,0,0000
Implement conversion experiments (A/ B tests),0,0000
Participate in task estimates,0,0000
Ensure high quality in deliverables,0,0000
Passion for social innovation and new technology tools,0,0000
Experience in iOS application development using iOS SDK,0,0000
Strong foundation in Objective-C and Xcode,0,0000
Knowledge of Object Oriented concepts,0,0000
Good understanding of best practices for mobile UI/ UX,0,0000
Excellent attention to detail,2,1000
"Good knowledge of English language, both written and spoken",2,0011
Coordinate and organize works of service department,0,0000
Establish good relationship with customers,0,0000
Regulate the business processes of technical service staff,0,0000
Prepare technical documentation,0,0000
Make the data entering in 1C program,0,0000
Technical education,0,0000
Work experience is preferable,0,0000
"Knowledge of Armenian, Russian (good) and English (satisfactory) languages",0,0000
Good communication skills,2,0011
Ability to manage people,0,0000
"PC user, familiarity with 1C",0,0000
Develop a user manual for the software,0,0000
Install the first version of the software in a test municipality and provide instruction to the users,0,0000
"Update and debug the software, if required, based upon feedback from the test municipality",0,0000
Participate in outreach and training events,0,0000
Bachelors degree in Computer Sciences or in relevant disciplines,0,0000
"Deep knowledge of Microsoft Access databases and VBA (Visual Basic for Applications), or equivalent",2,0010
