jobrequirements,bias,againstgroup
Open and close the store as required following the procedures per the Operations P&P Manual.,0,0000
"Participate in LIDS Training Programs, adhere to set goals (for sales and tasks) and regular follow up.",0,0000
Assist in recruiting and training store personnel on proper store operations and procedures.,0,0000
Perform work of subordinates as needed.,0,0000
Communicate with employees at all levels of the company.,0,0000
Other duties as assigned.,0,0000
High school diploma or equivalent plus one year relative experience.,0,0000
Established ability to produce sales results while minimizing loss.,0,0000
Strong interpersonal skills and the ability to communicate verbally in a clear professional manner.,2,0100
"Ability to operate a computer, as well as maneuver relative software programs.",0,0000
Ability to lift up to 50 pounds.,2,0010
Ability to climb a ladder and work with hands overhead.,0,0000
Standing required for up to 100% of the work time.,2,0010
Ability to work unsupervised.,0,0000
"Two (2) year degree in marketing, public relations or a related field required; Bachelors degree preferred.",0,0000
A minimum of five (5) years experience in marketing or sales required.,0,0000
"Knowledge of customer service and sales techniques, principles and practices.",0,0000
"Knowledge of, and special sensitivity to, the needs of the aging.",0,0000
Excellent skill in communicating effectively in small and large groups.,0,0000
Skill in forming interpersonal relationships.,2,0100
"Skill in thinking creatively, problem solving and decision making.",0,0000
Ability to change tactics and strategies to meet the unique needs of each prospect.,0,0000
Ability to function independently and in a team environment.,0,0000
Ability to communicate effectively verbally and in writing using the English language.,2,0011
"Ability to assess customer complaints, and resolve disputes in a friendly professional manner.",0,0000
Ability to handle multiple tasks simultaneously.,0,0000
"People who enjoy analyzing data or trends for the purposes of planning, forecasting, advising, budgeting, reporting, or sales opportunities.",0,0000
Dedicated achievers.,0,0000
People who thrive in a fast-paced environment and will stop at nothing to ensure a project is complete and meets regulations and expectations.,2,0100
Collaborative partners.,0,0000
"People who build and leverage cross-functional relationships to bring together ideas, data and insights to drive continuous improvement in functions.",0,0000
Self-directed initiators.,0,0000
"People who take ownership of their work and need no prompting to drive productivity, change, and outcomes.",0,0000
"Interact across corporation or in industry settings to influence software, interoperability and cybersecurity related regulatory items.",0,0000
Lead negotiations and interactions with regulatory authorities during the development and review process to ensure submission approval/clearance.,0,0000
Provide regulatory input to product lifecycle planning.,0,0000
Continue to revisit and compare regulatory outcomes with initial product concepts to make recommendations on future actions.,0,0000
Review of advertising and promotional items.,0,0000
Assist in SOP development and review.,0,0000
A minimum of 7 years of experience in an FDA regulated industry.,0,0000
A minimum of 5 years of Regulatory Affairs experience.,0,0000
"Software-related regulatory experience required (e.g., IEC62304, FDA Software/Cybersecurity Guidance Documents).",0,0000
RAC certification or Advanced Degree (Masters in Regulatory Affairs) preferred.,0,0000
Ability to understand and explain detailed regulatory compliance programs and/or issues.,0,0000
Ability to comply with constantly changing regulatory procedures and prioritize work effectively.,0,0000
Ability to analyze and resolve non-routine regulatory issues using independent judgment.,0,0000
Excellent analytical and writing skills.,2,0011
"Excellent interpersonal, written and oral communication skills.",2,0111
Effective organizational skills.,0,0000
"Advanced PC skills with proficiency in Microsoft office Suite, including Excel.",0,0000
"4+ years of QA experience, with a Computer Science or Information Systems background.",0,0000
Bachelor degree from an accredited university,0,0000
"Strong knowledge of software QA methodologies, tools, and processes.",0,0000
"Ability to create test plans, test cases, test scripts and test reports.",0,0000
"Strong analytical, debugging, problem-solving and root-cause analysis.",0,0000
"Experience with testing automation, debugging, and maintaining test scripts.",0,0000
Knowledge with SQL Database and hands on experience with SQL queries is preferred,0,0000
Ability to communicate with end users effectively to accurately identify and resolve defects/bugs that arise.,0,0000
Ability to clearly communicate the project status/Risks/Issues to the Project Management team,0,0000
Be ready to take responsibility for assigned tasks and work with others as needed to complete tasks.,0,0000
Successfully function within a project team and be a team player in an environment of deadlines and project milestones.,0,0000
"Collaborate with product, and development to create and maintain an automated test suite including UI, API, and unit/component tests",0,0000
"Create, execute, and evaluate manual and automated test plans on multiple browsers, operating systems, and platforms",0,0000
"Stay abreast of industry-best tools, methods, and best practices related to both manual and automated testing",0,0000
"Communicate about roadblocks or defects in a clear and concise manner, including all necessary documentation and steps to reproduce",0,0000
"Participate in peer test reviews, performance testing, and functional testing to ensure product quality",0,0000
Participate in occasional after-hours work for problem remediation and testing for planned and emergency patch releases,0,0000
Execute post-deployment testing,0,0000
Document manual and automated testing efforts,0,0000
"Allows our schedulers to track incoming leads and schedule consultations,",0,0000
Enables our sales consultants to create specs for customer jobs and quotes and orders that are based on these specs,2,0001
Allows sales consultants to track progress of job from quote to installation,2,0001
Enables installers to log status of installations as well as payment collected,0,0000
Provides our team with sales and financial reports,0,0000
Quality Assurance: 4 years (Preferred),0,0000
Bachelor's (Preferred),0,0000
"Atlanta, GA (Required)",0,0000
United States (Preferred),0,0000
Autonomous/Independent -- enjoys working with little direction,0,0000
Detail-oriented -- would rather focus on the details of work than the bigger picture,0,0000
Dependable -- more reliable than spontaneous,0,0000
An ownership mentality.,0,0000
A disciplined approach to your work life and your craft.,0,0000
A passion for lifelong learning and technology.,0,0000
Experience in articulating business drivers and technology decisions for cloud deployment strategies.,0,0000
Consultative experience in defining cloud project technical milestones on and designing implementation resource cost models.,0,0000
Demonstrate deep understanding of an enterprise cloud adoption strategy and business value driven selection of cloud platform providers.,0,0000
"Experience leading large-scale projects involving, strategy development, and implementation.",0,0000
"Ability to lead technical teams, provide technical oversight, and be hands on.",0,0000
Ability to engage in sales pursuits with sales team members.,0,0000
Ability to develop a technology vision and communicate its value to clients and Neudesic teammates.,2,0001
Design implement Azure infrastructure and services for customer environments.,0,0000
"Ability to Design, Deploy and maintain enterprise-class security, network, and systems management applications within an Azure environment.",0,0000
"Design and implement availability, scalability, and performance plans for the Azure platform.",0,0000
Perform data migration from on-premises environments into Azure,0,0000
"Support the business development lifecycle (Business Development, Capture, Solution Architect, Pricing and Proposal Development)",0,0000
Intimate familiarity with the Azure Application Architecture Guide,0,0000
Familiarity with the Azure Onboarding Guide for IT Organizations,0,0000
"Extensive experience with Azure (Azure Compute, Azure Storage, Azure App Service model, Azure Networks)",0,0000
"Experience with automation/configuration management using Azure Templates, Json, Puppet, Chef, Ansible or similar.",0,0000
"Experience with OMS, Systems Center, or similar monitoring tool.",0,0000
"Experience with Web Services (SOAP, RESTful, REST, API, )",0,0000
Knowledge of data migration (to public cloud) practices and technologies.,0,0000
Strong background in Linux and windows.,0,0000
"Scripting experience (Ruby, Python, Bash, PowerShell, )",0,0000
Knowledge of relational and non-relational databases,0,0000
"Knowledge of federal security requirements: NIST, FedRAMP, FISMA, Hippa, HiTrust, PII, .",0,0000
Knowledge of containerization a plus,0,0000
Knowledge of agile software development practices and release management,0,0000
Knowledge of DevOps methods and CI/CD automation practices,0,0000
Knowledge of containerization technologies such as Docker,0,0000
Assess business process needs and identify technical capabilities needed.,0,0000
Provide guidance to clients on leading practices and domain expertise.,0,0000
Lead client workshops and functional elicitation session.,0,0000
Articulate significant gaps between client current state versus desired future state.,0,0000
Ensure solution is scalable and meets overall business requirements.,0,0000
"Act as a liaison between Technical team, Functional team, Business Functions, and vendor to drive CPQ implementations.",0,0000
Be recognized as a functional expert in CPQ domain.,0,0000
"Communicate with senior level client resources across product management, sales operations, pricing operations, legal, and order management.",0,0000
Communicate with external vendors and conduct joint solution review.,0,0000
Guide technical team to deliver a flexible and scalable solution.,0,0000
Provide mentorship and supervise developers.,0,0000
Participate in pre-sales activities and internal initiatives as required,0,0000
Minimum of 2 years of Cloud based CPQ specific experience.,0,0000
Minimum of 2 years SFDC CPQ experience.,0,0000
Certified Salesforce Administrator,0,0000
Prior experience with Salesforce CPQ.,0,0000
Good understanding of SFDC functionality with an emphasis on CPQ related objects in the Sales Cloud,0,0000
Functional knowledge of the interactions between CPQ,0,0000
Functional knowledge of business process design,0,0000
"Awareness of web, database, and object oriented software technologies, and salesforce.com / force.com.",0,0000
"Experience in hands on design, prototyping, development, configurations, testing and other implementation activities.",0,0000
"Experience in scoping, planning, and presenting project plans.",0,0000
"Strong technical background, analytical, and problem-solving skills.",0,0000
Strong communication and interpersonal skills.,2,0111
"Ability to work collaboratively within a team environment of cross functional and cross vendor teams, and deliver to aggressive timelines.",2,0100
Cleans and maintains sanitation standards in all interior and exterior areas of store and parking lot as directed by store management.,0,0000
Performs basic bookkeeping duties. Records lost/damaged goods and store supplies using appropriate tools.,0,0000
Cold call prospective accounts to identify and schedule appointments for Field Sales team.,2,0011
"Answer all inbound phone, emails, chat messages from various communications channels",2,0011
"Triage inbound webforms, reviewing new submissions and send viable leads to the correct ISR, based on geography",0,0000
Schedule meetings with target customers in specific US regions,0,0000
Research contacts/leads for target customers in specific regions of US,0,0000
Plan and prioritize sales activities and prospect contacts towards achieving stated targets.,0,0000
"Manage product mix, according to agreed business goals.",0,0000
Propose client solutions to prospective customers and through the appropriate propositions and ethical sales methods.,0,0000
Respond to and follow-up on sales inquiries in a timely and effective manner.,0,0000
Use customer and prospect contact activities tools and systems and update relevant information/data into these systems.,0,0000
"Attend meetings and present business results and opportunities at external customer meetings and internal meetings, with other company constituents.",0,0000
"Attend initial and ongoing training to develop required knowledge, techniques and skills necessary to accurately articulate client solutions.",0,0000
"Service client needs, as instructed.",0,0000
Back-up ISR team-members when unavailable due to PTO or other absences,0,0000
US Based travel required,2,0010
"Strong prospecting, verbal & written communications skills-mandatory",2,0011
Exceptional time management skills and ability to effectively multi-task,0,0000
Excellent relationship building skills,0,0000
Ability to generate leads while achieving a high level of customer and partner satisfaction,0,0000
"High-Tech, Telecom and Wireless Background mandatory",0,0000
"Professional training in strategic, value vision, solutions selling or social selling, a plus",2,0001
"Background selling business-to-business or appointment setting or lead generation, mandatory",0,0000
"Experience with SalesForce.com, Excel, PowerPoint, Word and other internal information tools are required",0,0000
Self-motivated and able to work in a virtual environment,0,0000
Professional development assistance,0,0000
Ability to evaluate client requirements and provide comprehensive designs of AV systems for projects of $200k or less,0,0000
"Knowledge of standard software for DSP set-up, switcher set-up, system integration, etc.",0,0000
"Ability to troubleshoot audio, video, lighting, and control system problems",0,0000
"Strong computer skills (Microsoft Office, Word, Excel, PowerPoint)",0,0000
"High standards for personal integrity, work ethic, professional presentation, and quality of work",2,0101
"Ability to program in C++, visual basic, HTML",2,0010
"Personal interest in acoustics, electronics, music, sound, lighting, video, and/or rigging systems desired",0,0000
Serve as a customer advocate in influencing product roadmap and improvements,0,0000
"5+ years relevant work experience in customer success, consulting, post sales technical account management and similar roles",0,0000
Experience as a SOC analyst/manager preferred. Experience with Security Incident Response tools and IR workflow process,0,0000
"Proven track record of managing customer escalations, balancing customer expectations, and negotiating successful resolutions",0,0000
Highly data-driven with a commitment to following process,0,0000
Excited about driving and tracking a consistent engagement process with all customers in your portfolio,0,0000
"Team player with the highest level of integrity, who will innovate to continue improving the way we serve our customers",0,0000
Previous experience with a Cybersecurity/SaaS solutions company and/or an enterprise software company highly desired,0,0000
Experience with enterprise security products and/or offerings,0,0000
Ability to multi-task and work in a fast-paced environment,2,0100
Flexibility for travel up to 30%,2,0010
Relocation package available for the right candidate.,0,0000
Develop reporting and dashboard functions as well as business intelligence analytics.,0,0000
Train/support end users with respect to their use of the Salesforce application.,0,0000
"Perform detailed analysis of business and technical requirements, in close collaboration with Product Owners and client stakeholders.",0,0000
BA/BS degree or equivalent practical experience.,0,0000
3+ years of Salesforce.com experience.,0,0000
"Experience working on operational projects for sales, channel, marketing, and/or support organizations.",0,0000
"Superior time management, prioritization and communication skills.",2,0011
A wide degree of flexibility and latitude is expected,0,0000
Extremely detail oriented,0,0000
"Ability to handle stress and last-minute, urgent requests",0,0000
Salesforce Certified (Administrator and additional certification(s) preferred),0,0000
Experience in enterprise software,0,0000
Strategic planning experience,0,0000
"Strong analytical, problem-solving, and organizational skills",0,0000
Ability and willingness to travel up to 50%,2,0010
Casual dress at the office. Shorts and sandals are encouraged.,0,0000
Work/life integration.,0,0000
"100% covered monthly employee premium for Health, Dental, and Vision plan.",2,0001
"Company outings, lunches, and happy hours.",0,0000
An open-concept office environment (no Dilbert-like cube farms).,0,0000
Personal workspaces include LCD monitor and a Herman Miller chair.,2,0001
In-office recreation includes Ping-Pong and video games.,0,0000
Kitchen stocked with snacks and beverages.,0,0000
"100% coverage of expenses related to certification, testing, preparation, and exam fees.",0,0000
Free parking or transit to our unique office,0,0000
"Produce sales gains, by providing customer service.",0,0000
To meet or exceed Company Objectives in all individual statistics.,0,0000
"Adhere to current visual guidelines includes: proper merchandising, signage and store cleanliness.",2,0010
Maintain a professional appearance consistent with Company Dress Code Policy.,0,0000
Protect Company assets within guidelines of LIDS Retail policies.,0,0000
Assist in preparation of store work schedules that provide proper store coverage and are within the Company guidelines for wage control.,0,0000
"Follow all policies to accurately manage store inventory including receiving, transferring, completing price change and conducting product counts.",0,0000
Complete accurate product counts in a consistent and timely manner.,0,0000
Perform proper documentation and record keeping per LIDS Retail policies as well as state and federal laws.,0,0000
Open and close the store as required following the procedures per the Operations P&P Manual.,0,0000
"Participate in LIDS Training Programs, adhere to set goals (for sales and tasks) and regular follow up.",0,0000
Assist in recruiting and training store personnel on proper store operations and procedures.,0,0000
Perform work of subordinates as needed.,0,0000
Communicate with employees at all levels of the company.,0,0000
Other duties as assigned.,0,0000
High school diploma or equivalent plus one year relative experience.,0,0000
Established ability to produce sales results while minimizing loss.,0,0000
Strong interpersonal skills and the ability to communicate verbally in a clear professional manner.,2,0100
"Ability to operate a computer, as well as maneuver relative software programs.",0,0000
Ability to lift up to 50 pounds.,2,0010
Ability to climb a ladder and work with hands overhead.,0,0000
Standing required for up to 100% of the work time.,2,0010
Ability to work unsupervised.,0,0000
Proven track record of increasing profit (GOP) while exceeding Brand & Company goals for guest and associate satisfaction,0,0000
Local market experience preferred,0,0000
Hilton experience preferred,0,0000
Monitors compliance with labor standards and staffing guidelines by all departments,2,0001
Monitors compliance with annually established room rate plan,2,0001
Monitors operating expense tracking system for all departments,2,0001
Administers approved incentive programs,0,0000
"Conducts required meetings (ex. Daily Huddle, weekly staff) to ensure interdepartmental communication and coordination of mutual goals",2,0011
Audits departmental procedures and performance. Modifies procedures as needed.,0,0000
Monitors rooms inventory and merchandising procedures.,2,0001
"Monitors and ensures compliance with amenity programs, franchise and company standards, as well as promotional materials",2,0001
Assures compliance with established Manager on Duty (M.O.D.) Program,0,0000
"Participates in scheduled meetings as required by corporate. This includes revenue management, safety, budget, sales & regional operations meetings",0,0000
Submits annual Capital and Repair & Maintenance (R&M) budgets for approval by Corporate Office,0,0000
"Ensures completion of all approved Capital and R&M items, coordinating with Regional Area Director of Operations",0,0000
Conducts daily inspections of guest rooms to ensure housekeeping is meeting/exceeding cleanliness standards,0,0000
Conducts bi-weekly property inspections and approves action plans to include time-table to resolve problems,0,0000
Evaluates all guest complaints and ensures corrective action is taken by department heads,0,0000
"Monitors guest responses, responding as needed; executes action plan to correct issues",2,0001
Hosts social events/receptions as required by the Brand,0,0000
Plays active role in community through affiliation with various community organizations to promote and maintain positive image for hotel,0,0000
Ensures that all new hires are given the proper onboarding experience,0,0000
Ensures that staff is properly trained by their managers,0,0000
"Ensures adequate staffing levels are maintained, adhering to budgetary and staffing guidelines",0,0000
Ensures compliance of all department heads with goal-oriented job descriptions and reviews goals with everyone,0,0000
"Maintains associate files, ensuring all documents are current (including job descriptions and version of handbook)",0,0000
Ensures that performance evaluations are being issued as required by corporate,0,0000
Payroll processing and reconciliation,0,0000
"Proven records of commitment and professionalism in meeting the challenges and pressures of a 24-hour, 7-day week operation.",0,0000
"Proficiency with MS Word, Excel, PowerPoint and ten-key calculator",0,0000
"Excellent organizational and time management skills, ability to take initiative and handle multiple projects simultaneously.",0,0000
Ability to multi-task,0,0000
"Ability to communicate effectively, both written and oral",2,0011
"Bilingual (Spanish & English) preferred, depending on market",0,0000
Ability to work the shifts required for the position,0,0000
Ability to learn and adhere to Brand & Commonwealth Hotels' standards,0,0000
Ability to take information from various sources and determine a responsible course of action,0,0000
Ability to understand interdepartmental relationships,0,0000
Ability to operate office equipment and industry specific software,0,0000
Ability to remain calm during stressful situations,2,0100
Ability to motivate and lead a team,0,0000
"Ability to read, interpret and analyze financial reports, P&L Statements, Sales & Marketing reports",2,0011
Must possess and maintain a motor vehicle operator's license in good standing,2,0010
Brand General Manager certification preferred,0,0000
Quarterly Incentive Program,0,0000
"Health, Dental & Vision Insurance",2,0001
Basic Term Life AD&D,0,0000
Flex Spending (125 Cafeteria Plans),0,0000
Short & Long-Term Disability,0,0000
Voluntary Term Life AD&D,0,0000
Paid Vacation & Personal Days,0,0000
Installation and maintenance of environmental test chambers,0,0000
"Usage of hand and power tools, refrigeration gauges and evacuators",0,0000
Usage of datalogger and software for mapping of environmental test chambers,0,0000
Prepare commissioning and mapping documentation for the Life Science industry,0,0000
Supervision of field labor/subcontractors on Life Science projects,0,0000
Supports Life Science Project Coordinator on installations of projects,0,0000
"Completion of daily reports, daily site task forms, subcontractor time sheets, filed material requisitions, and maintain copies",0,0000
Maintain accurate as-built drawings during installations,0,0000
"Supports the Key and Strategic Accounts to achieve budgeted/planned performance, grow sales, grow territory, brand awareness and increase market share",0,0000
Supports service sales goals of company and becomes liaison for large and small business opportunities by supporting customer needs,0,0000
Participates in various teams and initiatives within the company,0,0000
Provides the company input on customer contractual requirements,0,0000
Provides the company input on product development requirements,0,0000
Demonstrated ability of professional and public communication skills as it relates to building relationships with customers,2,0011
Multi-dimensional problem solving skills,0,0000
"Ability to use and perform in Microsoft office (Word, Excel, Powerpoint)",0,0000
Management of multiple customer locations and ability to work with mid to upper level customer management,0,0000
Possession of High School Diploma or GED required,0,0000
Two year minimum experience in the Life Science Industry,0,0000
Ability to possess major credit card to cover travel expenses to be reimbursed,2,0010
CFC Type II or Universal EPA certification required,0,0000
Self-starter-ability to work independently with little or no supervision,0,0000
Thorough understanding of mechanical and electrical operations preferred,0,0000
Ability to read blue prints (mechanical and electrical) and identify components,2,0011
Ability to read and understand Life Science technical submittals,2,0011
"Ability and willingness to travel (local, national and international as required)",2,0010
Good verbal and written communication skills,2,0011
Ability to represent company well,0,0000
Basic computer skills,0,0000
"Fundamental understanding in air, water, refrigeration piping, compression system, electricity and electrical installation preferred",0,0000
Understand refrigerant and capacity controls,0,0000
Understand and execute cGMP compliance on documentation,0,0000
Execute work in the Life Science industry based on cGMP compliance,0,0000
OSHA 10 minimum (Preferred OSHA 30),0,0000
Soldering and welding skills-desired,0,0000
Knowledge of controls and PLCs-desired,0,0000
Become the Document Cloud solutions expert to shape go-to-market plans and programs for implementation.,0,0000
Define yearly KPIs in collaboration with partners and cross functional teams within Adobe.,0,0000
Track and analyze campaign effectiveness to determine ROI and prioritize resources.,0,0000
3 - 5 years product marketing experience in the high-tech industry. Software and SaaS experience highly preferred.,0,0000
"Bachelor's degree in Marketing, Economics, Science or related field. MBA degree is a plus.",0,0000
"Proven success in researching and identifying target segments, addressable market, positioning and GTM requirements.",0,0000
Proven success in engaging with and presenting to customers. Experience working with partners and sales is a plus.,0,0000
"Excellent analytical, communications (verbal and written), and presentation skills.",2,0111
"Collaborative work style, especially in a highly virtual and cross-functional environment.",0,0000
Highly self-motivated with strong drive to succeed.,0,0000
"Ability to thrive in a fast-paced, rapid-growth environment.",2,0100
"Promotional Money (PM). Money that is paid to you, above and beyond your base salary as an additional incentive on certain products.",0,0000
"The ability for you to generate sales, not only for the benefit to the company and your store, but for you and your financial well-being.",0,0000
The drive to achieve and exceed personal sales and productivity goals,0,0000
"Display an awareness of all store communications including: product information, advertising, promotions and other marketing initiatives",2,0011
"Boost product knowledge by learning the features, advantages and benefits. Staying on top of nutritional, wellness trends",0,0000
High school diploma or GED preferred,0,0000
"Rationalizes and facilitates prioritization of products within the portfolio to ensure efficient, effective product management.",0,0000
Interviews existing customers and end users for feedback related to existing products.,0,0000
Establishes effective communications within and across teams.,2,0011
5+ years' of relevant healthcare domain experience.,0,0000
2+ years' of relevant product development experience.,0,0000
"Proven knowledge of healthcare systems, designs, and regulatory concerns.",0,0000
Practical experience with clinical software applications functionally as an end user or vendor.,0,0000
"Strong analytical skills and working knowledge of product requirements specifications, quality-management, and reporting.",0,0000
Demonstrated problem solving skills and an ability to multi-task.,0,0000
