jobrequirements,bias,againstgroup
"At least 5 years of professional experience, particularly in the sphere of production and import",0,0000
Knowledge of auditing and internal control practices and principles,0,0000
Good knowledge of Tax legislation and Armenian statutory accounting principles,0,0000
Fluency in Armenian and Russian languages,0,0000
Knowledge of MS Office,0,0000
Reporting and business writing skills,2,0011
Solid experience in working with AS Accountant and 1C,0,0000
Ability to work under pressure and in circumstances of diverse interests and still consistently pay attention to details,2,1000
Sense of responsibility and accurateness,0,0000
Collaborate with copywriters and senior designers to execute marketing campaigns,0,0000
Collaborate with user interface designers and,0,0000
Maintain and enhance existing Web applications and ensure all internal systems are integrated,0,0000
"Develop standards-compliant web pages using: HTML, DHTML, CSS, JavaScript, AJAX and jQuery in Visual Studio",2,0010
Develop HTML e-mails with an emphasis on e-mail client compatibility,0,0000
Develop original and creative Flash animations and banner ads,0,0000
Contribute to the establishment and maintenance of code standards,0,0000
Perform testing of own code,0,0000
Proactively report to team leads on task status and issues,0,0000
Contribute to the establishment and maintenance of project lifecycle methodologies and adoption of industry best-practices,0,0000
"Ability to demonstrate, through web portfolio and coding examples, standards-compliant HTML, CSS and jQuery",0,0000
"Ability to demonstrate, through web portfolio, graphic design and flash animation experience",0,0000
"Ability to develop web interfaces and front-end functionality based on PSDs, storyboards and/ or business requirements documentation",0,0000
"Knowledge of key applications: Adobe CS5 product suite, Microsoft Visual Studio 2008/ 2010",2,0010
Ability to code consistently and to documented standards and specifications,0,0000
Full experience dealing with browser compatibility issues,0,0000
Experience with version control (e,0,0000
"Experience with developing apps for social media sites (Facebook, Twitter) is an asset",0,0000
Experience with XAML is an asset,0,0000
Undergraduate degree or post-graduate diploma with related areas of study,0,0000
At least 3 years of work experience,0,0000
Develop and implement Human Resources policies,0,0000
Oversee the activities of workers,0,0000
"Hire, train and evaluate new employees",0,0000
Ensure that the company and the department are on track to meet the financial goals,0,0000
Develop and implement budgets,0,0000
Prepare reports for senior management and ensure the department complies with the company policies,0,0000
Ensure that the workers have the resources to complete their work,0,0000
Motivate and develop workers,0,0000
Work closely with Marketing and Sales Specialist and ensure the achievement of the company's sales targets,0,0000
"Provide timely feedback to the CEO regarding performance, sales activity reports and account strategy concerns",0,0000
Masters degree in Business Administration,0,0000
At least 3 years of work experience in the same field,0,0000
Ability to network with different people and groups,0,0000
Ability to develop and maintain solid working relationships,0,0000
Ability to learn and understand new technologies,0,0000
Ability to effect change and execute proposals,0,0000
Ability to achieve set goals and targets,0,0000
Excellent analytical skills,0,0000
University degree in Science or Technology,0,0000
"At least 2 years of experience developing high-performance, visually rich desktop applications using C#/ WPF",0,0000
"Excellent knowledge of C#, WPF, Prism, MVVM",0,0000
"Good knowledge of data structures, algorithms, technologies underlying",0,0000
threaded programming,0,0000
Background in C++ is a plus,0,0000
Knowledge of technical English language,0,0000
Gather and produce requirements and designs,0,0000
Accurately plan software development activities and follow established processes,0,0000
"Share knowledge, mentor peers, listen and hear team members view points and provide a fair evaluation of differing opinions",2,0001
Communicate effectively with management and with team members,0,0000
Have a command of current technology,0,0000
Actively participate in discussions regarding technical issues,0,0000
Write codes for the required product,2,0011
"Create reports from DB (select, procedure, view)",0,0000
University degree in Computer Sciences or a related field,0,0000
"At least 5 years of experience in C #, TSQL programming, database design, development and optimization technology",0,0000
"Excellent knowledge of OOP, design templates, classical algorithms and data structures",0,0000
Problem-solving and decision-making skills,0,0000
Project management skills to facilitate team,0,0000
Good written and verbal skills in Armenian and Russian languages,2,0011
Knowledge of Accounting and Insurance is a plus,0,0000
"Design, document and develop client-facing and internal multiplatform Client GUI C++ applications",0,0000
Implement and support complex and reliable applications in a multi-tier environment,0,0000
"Adhere to consistent software development process and develop re-usable, efficient, scalable, maintainable, and reliable code",0,0000
Utilize unit and component testing for higher quality code,0,0000
Mentor less senior members of the team,0,0000
Communicate closely with Team Lead on task definition and planning,0,0000
University degree in Computer Science or a related field,0,0000
"At least 5 years of experience with production, software design and development",0,0000
"Expert knowledge and extensive hands-on experience in advanced C++ with templates and STL, QT application development, multithreading",0,0000
Low-level socket programming (TCP/IP) experience,0,0000
Experience in designing and implementing SQL database oriented applications,0,0000
Experience in high performance and low-latency customer-facing application is an asset,0,0000
Linux C++ application development experience would be an asset,0,0000
Knowledge of Boost libraries is an asset,0,0000
"Good design skills, which include authoring good design documents before starting coding",0,0000
Good problem solving and debugging skills,0,0000
Knowledge of the Software Development Life Cycle and UML,0,0000
Good time-management and organizational abilities that facilitate structured teamwork,0,0000
Good written and oral communication skills,2,0011
Interest in the financial industry or knowledge of financial trading back office processes would be an asset,0,0000
"Create, support and maintain ongoing operational, managerial and executive business intelligence infrastructure",0,0000
Maintain a reporting infrastructure and performance reporting process within a high-growth financial services environment,0,0000
Extract data and perform analysis on activities of the brokerage business,0,0000
"Deliver ad hoc reports alongside standard daily, weekly, monthly reporting",0,0000
"Pay attention to details, in particular as it relates to compliance and accuracy of data",2,1000
"Develop understanding of information sources and correct interpretation of data, answer user questions regarding report interpretation",0,0000
"Analyze existing reports and data sources, develop innovative prototypes to identify improvements with the reporting process",0,0000
"Gather, document and analyze requirements from stakeholders on existing and new reports",0,0000
"Plan, manage timelines  for deliverables, generate work breakdown structures, prioritize work items",0,0000
"Improve and streamline processes regarding data flow and data quality to improve data accuracy, viability and value",0,0000
Lead efforts to introduce a business intelligence architecture that enables fact-based decision making and ad hoc analysis and insight generation,0,0000
Work with operational managers to understand trends and make recommendations for improvements,0,0000
"Design the conceptual, logical and physical data models necessary to support new reporting and data analysis",2,0010
At least 3 years of related experience,0,0000
Understanding of Data Warehouse lifecycle,0,0000
Excellent proficiency in writing SQL and T-SQL,2,0011
"Advanced proficiency with Microsoft BI Suite  - SQL Server  2008/ 2012, SSIS, SSAS, SSRS",0,0000
Strong knowledge and experience with MS Reporting Services performance-tuning,0,0000
Advanced experience with MS Excel and VBA macros,0,0000
Understanding of relational and dimensional data modeling concepts,0,0000
"Experience with managing timelines, creating work breakdown structures, project management principles",0,0000
"Experience with facilitating meetings, gathering requirements and writing requirements documents",2,0011
Experience with creating and delivering reports from large relational database systems,0,0000
"Strong knowledge and comprehension of technology and data management used in the process of collecting, storing and retrieving data",0,0000
"Post-secondary education, preferably in Economics/ Finance, Math/ Statistics/ Computer Science",0,0000
"Superior writing, editing and communication skills, capacity to interact with all levels of the organization",2,0011
Experience coordinating multiple concurrent projects and adapting to changing priorities,0,0000
"Superior leadership qualities, ability to mentor junior staff, develop standards and processes",0,0000
Experience and/ or personal interest in the financial industry is an asset,0,0000
Experience in documentation of processes,0,0000
Organize training aimed at professional development of CYBs in accordance with the Project activities and further needs,0,0000
"Organize exchange of experience among the CYBs related to current monitoring of the project, progress evaluation, presenting new initiatives, etc",0,0000
Create data base of CYB members to follow up their individual and professional progress,0,0000
"Organize, with participation of CYBs, round tables and work meetings to respond to current problems of the sphere development and further steps",0,0000
"Higher education (preferably in the spheres of Tourism, Economic Management or Social Sciences)",0,0000
Ability and readiness to obtain new knowledge and to assist new initiatives,0,0000
Ability to think critically and reflect,0,0000
Ability to create and maintain relations with the community stakeholders,0,0000
Commitment to continuous learning for self-development,0,0000
Ability to negotiate effectively and achieve independently agreements applying to the supervisors only in extremely complex situations,0,0000
Ability to assist the community involvement through group procedures,0,0000
Ability to assist the team education and increase of effectiveness,0,0000
Ability to conduct or assist conducting trainings for community stakeholders and colleagues,0,0000
Ability to enhance the stakeholders capacities through a couching approach,0,0000
Ability to communicate in oral and written literate Armenian language,2,0011
Knowledge of English and Russian languages is preferable,0,0000
"Computer literacy (MS Office: WORD, EXCEL, PP, e-mail, Internet)",0,0000
Willingness to be flexible with hours when necessary and ability to travel locally up to 80 percent of time in rural communities,2,0010
Design and implement office policies,0,0000
Establish standards and procedures,0,0000
Organize office operations and procedures,0,0000
Supervise office staff,0,0000
Monitor and record long distance phone calls,2,0011
Prepare time sheets,0,0000
Control correspondences,0,0000
Review and approve supply requisitions,0,0000
"Liaise with other agencies, organizations and groups",0,0000
Update organizational memberships,0,0000
Maintain office equipment,0,0000
Medical/ Legal background is a plus,0,0000
At least 3 years of relevant work experience in the same field,0,0000
Strong knowledge of written and spoken English language,2,0011
Excellent interpersonal skills,2,0100
Team building skills,0,0000
Analytical and problem solving skills,0,0000
Effective verbal and listening communications skills,2,0011
Attention to detail and high level of accuracy,2,1000
Very effective organizational skills,0,0000
Effective written communications skills,2,0011
"Computer skills including the spreadsheet and word-processing programs, and e-mail at a highly proficient level",0,0000
Time management skills,0,0000
"Perform other promotional activities (round tables, meetings, presentations, conferences, etc",2,0101
Medical education (GP) preferably specialized in Neurology or Cardiology,0,0000
At least 2 years of work experience,0,0000
"Excellent communication skills in Armenian and Russian languages, knowledge of English language is desirable",2,0011
Computer literacy (basic level),0,0000
Driving license is desirable,0,0000
"Translate and summarize various documents (promotional, financial, legal, etc",0,0000
"Interpret in Armenian, English and Russian languages when necessary",0,0000
Provide administrative support to the management,0,0000
Update the database of translated materials,0,0000
University degree in Linguistics/ Translation Studies,0,0000
At least 3 years of work experience in finance and banking,0,0000
cultural and diverse environment is desirable,0,0000
"Excellent verbal and writing skills in Armenian, Russian and English languages",2,0011
Ability to deliver and edit documents in three languages,0,0000
Excellent administrative and business writing skills,2,0011
"Good working knowledge of computer applications (MS Windows, MS Office, graphics and spreadsheet software packages)",0,0000
Positive personality with strong interpersonal skills,2,0100
"Highly motivated, energetic, hard-working, disciplined and confident personality with a high sense of responsibility",0,0000
Strong organizational skills,0,0000
Strong professional ethics and presentation skills,2,0101
"Flexibility, stress-resistance, ability to contribute extra efforts and hours, if necessary",0,0000
Ability to deliver accurate work within strict deadlines,0,0000
Analyze corporate clients databases,0,0000
Analyze corporate clients requirements and improve classification tools,0,0000
Describe and improve crediting and non-crediting banking services,0,0000
"Analyse, describe and improve business processes",0,0000
"Provide services, precise tariff proposals and packages",0,0000
Provide recommendations regarding the improvement of client solicitation approaches,0,0000
"University degree in Economics, Finance, Management/ Marketing",0,0000
At least 1 year of work experience in banking and finance sector /preferably in methodology or service implementation,0,0000
Knowledge of RA legislation and other legal norms regulating banking activities,0,0000
Professional skills and knowledge of banking and finance sector,0,0000
Excellent negotiation and communication skills,2,0011
Excellent analytical and presentation skills,2,0101
Quick decision-making and conflict management skills,0,0000
Excellent knowledge of Russian and Armenian languages,0,0000
Knowledge of MS Office and LSBank,0,0000
Pay regular visits to the sales points of products,0,0000
"Conduct marketing, merchandising and pre-selling",0,0000
Represent products to the customers,0,0000
Availability of driving license and of own car,0,0000
Knowledge of Russian and Armenian languages,0,0000
Work experience is not mandatory,0,0000
Pre-selling and marketing skills are preferable,0,0000
Write test plans and test cases throughout the development lifecycle,2,0011
Ensure test plans thoroughly cover all requirements and use cases,0,0000
"Plan, schedule and perform manual and automated software tests",0,0000
Develop automated regression test suites using automated testing tools,0,0000
Foster a continuous improvement approach to QA activities,0,0000
Review tools implementations and encourage best practices and sound design principles while remaining practical and deadline driven,0,0000
Work closely with software developers to perform early testing on components prior to integration builds,0,0000
Manage defect tracking,0,0000
"Report QA status, as appropriate, to keep project stakeholders informed on deliverables and timelines",0,0000
Good knowledge of English language both on communication and technical level,2,0011
BS or student in Computer Science or a related field,0,0000
Experience with testing high performance systems is a plus,0,0000
"Basic knowledge of Linux/ Unix, Solaris and Windows environments is a plus",0,0000
"Basic knowledge of system development lifecycle, methodology and testing knowledge",0,0000
"Basic knowledge of the quality assurance techniques, testing concepts, methodologies and tools",0,0000
Ability to apply quality assurance knowledge to in-depth testing and test plans,0,0000
Excellent analytical skills with the ability to investigate and research multiple sources,0,0000
Excellent interpersonal and oral/ written communications skills,2,0111
"Ability to apply concepts of unit, system, regression, product, integration and acceptance testing",0,0000
"At least little experience using different testing tools (jmeter, jprofiler, selenium, etc",0,0000
Basic understanding of automation testing approaches,0,0000
"Degree in Engineering, Physics or Computer Science",0,0000
Good knowledge of Russian language,0,0000
Ability to frequent travel,2,0010
"Organize the routine work of the unit, ensure accomplishment of defined goals and objectives",0,0000
"Conduct quantitative and qualitative risk assessment of loan portfolio, identify, analyze and monitor risks",2,0001
Develop and implement credit risk management models and methodology,0,0000
Assess business loans credit risks and provide respective conclusions,0,0000
"Conduct loan monitoring pursuant to current procedures (purpose use, performance of obligations, financial performance, pledge, etc",0,0000
Assess and monitor environmental and social risks associated with borrowers' operations,2,0001
"Monitor processes, portfolios and limits pursuant to defined authorities and criteria",2,0001
Develop risk management principles and standards,0,0000
"Regularly review risk management principles, make recommendations to bring them into compliance with the general strategy",0,0000
Develop and submit risk analysis reports to the management and appropriate subdivisions,0,0000
Submit proposals and recommendations regarding risk management system,0,0000
"University degree in Finance, Business Administration, Economics, Statistics/ Mathematics, Engineering or other related field",0,0000
At least 3 years of work experience in risk management and/ or lending,0,0000
At least 2 years of work experience in managerial positions,0,0000
"Strong knowledge of banks and banking legislation and bylaws, general understanding of lending processes",0,0000
Project development and implementation skills,0,0000
Communication skills and creative thinking,2,0011
Consultation skills,0,0000
Attention to detail,2,1000
"Ability to manage complex issues on-schedule, result-driven performance",0,0000
Strong commitment to work,0,0000
Develop and conduct language pre-orientation tests,0,0000
Conduct language classes,0,0000
Master's degree or equivalent study in teaching English (as a second) language,2,1000
"Solid work experience as a language instructor with a leading educational institution, preferably in a language center",0,0000
Relevant experience and knowledge of decent language training methods,0,0000
Clear and native command of English,0,0000
Currently or recently occupied as an English language instructor,0,0000
Experience as an English language instructor in US or European countries,0,0000
Professional trainings at leading US or European language institutions,0,0000
Ability to develop curriculum plan and language materials to cover each level of the course,0,0000
Ability to develop and conduct course accomplishment grading tests,0,0000
"Answer the telephone, transferrcalls and maintain telephone directories",2,0001
Represent American Council's programs and services,0,0000
Receive and register visitors and guests,0,0000
Maintain American Council's website in accordance with information provided by program staff and Country Director,0,0000
Photocopy and collate,0,0000
Order taxis and manage taxi service records,0,0000
Order and supervise the delivery of office supplies,0,0000
"Pick up and deliver packages, mailings, bills, etc",0,0000
"Translate internal documents, letters and other materials upon request",0,0000
Supervise volunteer workers and interns as necessary,0,0000
Bachelors degree or equivalent,0,0000
Proficiency in spoken and written English language,2,0011
Communicative competence in Russian language,0,0000
Typing and filing skills,0,0000
Familiarity with Microsoft Office software suite,0,0000
Excellent interpersonal communication skills,2,0111
Excellent organizational skills and attention to detail,2,1000
Lead and facilitate the achievement of property annual goals and targets to ensure profitability and revenue growth,0,0000
"Actively participate in cross-functional teams to drive overall business performance, e",0,0000
Deliver balanced scorecard and discipline initiatives to build brand equity and customer allegiance,0,0000
"Manage working capital, cash flow, capital, overall expenses and daily accounting activities to obtain highest value",0,0000
At least 4-5 years of relevant experience as a Director of Finance,0,0000
Knowledge of Lodging/ Hospitality industry is preferred,0,0000
Experience in owner relations is preferred,0,0000
Experience with complex operating and financial agreements,0,0000
Experience in managing people is preferred,0,0000
"Bachelor's degree in Accounting, Finance, Business Administration or a related field",0,0000
ACCA qualification is an advantage,0,0000
Strong computer skills,0,0000
Execellent knowledge of English and Russian languages,0,0000
Ensure normal functioning and effective work organization within the division,0,0000
Responsible for employees training and development,0,0000
Participate in sales planning process,0,0000
Do competitors and local retail market research,0,0000
Solve issues raised by branches,0,0000
Develop different types of campaigns promoting retail business,0,0000
Responsible for organization and running of courses in branches,0,0000
"Graduate degree in the field of Economics, Finance/ Accounting",0,0000
At least 3 years of professional experience,0,0000
"Knowledge in the field of banking, sales",0,0000
Interpersonal communication and negotiation skills,2,0111
Coordination and supervision skills,0,0000
Result-oriented personality,0,0000
Ability to work under pressure,0,0000
"Good knowledge of Armenian, Russian and English languages",0,0000
"Excellent knowledge of MS Word, MS Excel",0,0000
High Technical/ Economical education,0,0000
"Good knowledge of Armenian, Russian and English languages is preferred",0,0000
Obtain cost-sharing from private sector firms partnering in these training programs,0,0000
"Develop partnerships for on-the-job training, business development incentives and vocational training on a cost-sharing basis",0,0000
At least a Masters degree in the relevant field,0,0000
At least 5-7 years of demonstrable experience in TVETs training,0,0000
Previous experience working for international development organizations (e,0,0000
funded-projects) is a plus,0,0000
Effective written and oral communication skills in English and Armenian languages,2,0011
"Excellent organizational, interpersonal skills and ability to lead and work on teams",2,0100
Knowledge of MS Office suite software,0,0000
"Familiarity using data bases, web-sites and other social media is expected",0,0000
"Answer the telephone, transferrcalls and maintain telephone directories",2,0001
Represent American Council's programs and services,0,0000
Receive and register visitors and guests,0,0000
Maintain American Council's website in accordance with information provided by program staff and Country Director,0,0000
Photocopy and collate,0,0000
Order taxis and manage taxi service records,0,0000
Order and supervise the delivery of office supplies,0,0000
"Pick up and deliver packages, mailings, bills, etc",0,0000
"Translate internal documents, letters and other materials upon request",0,0000
Supervise volunteer workers and interns as necessary,0,0000
Bachelors degree or equivalent,0,0000
Proficiency in spoken and written English language,2,0011
Communicative competence in Russian language,0,0000
Typing and filing skills,0,0000
Familiarity with Microsoft Office software suite,0,0000
Excellent interpersonal communication skills,2,0111
Excellent organizational skills and attention to detail,2,1000
"Work out and introduce compliance programs, methodology and compliance risk management standards",0,0000
"Detect, document, assess and analyze compliance risks",0,0000
"Improve the compliance function based on systemic approach, introduce best practices and ensure fulfillment of international standards",0,0000
"Prepare and present monthly, quarterly and annual compliance risk reports to Banks Management",0,0000
Consult and train Banks staff on matters of compliance risk management,0,0000
Perform special check-up of Banks divisions on matters of fulfilment of requirements of the legislation of RA,0,0000
"Perform other related tasks, as requested",0,0000
"University degree in Finance, Economics, Law or a related field",0,0000
At least 2 years of work experience in a similar position in the financial and banking system or audit/ consulting companies,0,0000
"Strong knowledge of RA legislation, especially banking regulations, as well as banking, IFRS",0,0000
"Availability of professional certificates is preferred (Central Bank license of Bank Chief Accountant, ACCA F1-F8, CFA)",0,0000
Advanced analytic and problem-solving skills,0,0000
Strong motivation and initiative,0,0000
Strong team player with excellent communication skills,2,0011
Strong time management skills,0,0000
Ability to quickly orientate and work under pressure,0,0000
"Excellent computer skills, good working knowledge of MS Office",0,0000
Excellent knowledge of written and spoken Armenian language,2,0011
Develop and manage the procurement department including setting targets and monitoring performance,0,0000
Establish new processes and systems for effective procurement across the company,0,0000
Develop an eProcurement vision and identify solutions for the implementation,2,0001
Ensure all goods and services purchased comply with the company corporate policies,0,0000
Prepare quarterly purchase list,0,0000
Discuss and approve semiannual purchase lists,0,0000
Prepare consolidated semiannual purchase list,0,0000
Prepare draft semi-annual procurement plan,0,0000
Define indicative reorder levels,0,0000
Submit the draft procurement plan,0,0000
Approve the procurement plan,0,0000
Establish the reorder levels in the ArmSoft,0,0000
Update supplier database: Initiation of market study,0,0000
Update supplier database: Conduction a market study,0,0000
Discuss and approve market study results,0,0000
Update Suppliers database,0,0000
Generate purchase request,0,0000
Check purchase request with stock levels,0,0000
Make a purchase request for the services rendered continuously at fixed charges,0,0000
At least 5 years of professional experience,0,0000
Excellent analytical skills,0,0000
Excellent interpersonal skills,2,0100
Strong influencing skills at senior levels to influence acceptance of a new way of working,0,0000
Project Management skills,0,0000
Excellent team management and people skills are essential,0,0000
Ability to negotiate at the highest levels with suppliers,0,0000
"Good IT skills to include wide experience of word documents, Excel spreadsheets (including pivot tables and charts) and PowerPoint",0,0000
Excellent organizational skills,0,0000
"Deliver robust, scalable quality software products on time",0,0000
In coordination with the Group Lead plan and execute projects through all phases of the projects development,0,0000
"Plan, process and perform all jobs in an efficient manner",0,0000
"Write, edit and debug computer programs to achieve desired output",2,0011
Update and modify computer programs to improve efficiency,0,0000
Respond promptly and professionally to bug reports,0,0000
Consult with the Group Leader and Engineering Manager regarding professional skill development,0,0000
Perform other related duties incidental to the work described herein,0,0000
"BS in Computer Science, Maths, Physics or a related discipline",0,0000
At least 3 years of experience as a hands-on Software Engineer/ UI Developer,0,0000
Ability to manage and realize problem solutions within a specified time range,0,0000
Creativity and analytical thinking,0,0000
"Ability to learn quickly, conceptualize and propose innovative ideas and solutions",0,0000
Strong and effective inter-personal and communication skills,2,0011
Good oral and written skills of the English language,2,0011
Good documentation skills,0,0000
"Experience of Web UI development using JavaScript, HTML, CSS",0,0000
Experience of Java language,0,0000
Ability to learn new programming language quickly,0,0000
Ability to multi-task and stay organized in a dynamic work environment,0,0000
Understanding of both Agile and Traditional SDLC,0,0000
Working with Git or some other version control system,0,0000
Understanding of networking/ distributed computing environment concepts,0,0000
Ability to work in a team environment in close cooperation with other members of the companys team worldwide,0,0000
"Knowledge of JavaScript frameworks: YUI, jQuery",0,0000
"Knowledge and experience in structural design of rich, intuitive, modular and interactive graphical user interfaces",0,0000
"Knowledge of J2EE application servers, Java Servlet Containers, Web services and surrounding technologies",0,0000
Knowledge of database technologies as well as networking and operating systems from the software engineering prospective,0,0000
"Create and review test plans, test cases and test specifications",0,0000
"Design, develop and execute manual and automated tests",0,0000
"Conduct white-box/ API Testing, black-box, functional, stress, performance and other test activities",0,0000
Test automation and code coverage activities,0,0000
"Work closely with VMware R&D and other QE teams, to leverage existing test cases and test suites currently available for internal use",0,0000
"Take initiative to improve products, tools, and process",0,0000
Interact with offshore R&D sites,0,0000
Work closely with developers to resolve issues and reproduce bugs,0,0000
Bachelors degree in Computer Science or equivalent,0,0000
"Proficiency in one or more of the following skills: Spring, Hibernate, Flex, GWT, JUNIT, TestNG, Selenium",0,0000
Proven ability testing high-quality software,0,0000
Experience in developing test frameworks and tools,0,0000
Experience in API test development using Java,0,0000
"Manage activities to meet the delivery dates and report accurate, complete status",0,0000
Excellent written and verbal communication skills,2,0011
VMware experience a plus,0,0000
Experience working with offshore teams highly desirable,0,0000
Design and maintain storyboards and mockups to effectively communicate interaction and design ideas,0,0000
Write user interface specifications to describe functionality and use case scenarios,2,0011
Develop interactive prototypes with compelling user experiences,0,0000
Work with developers to ensure that designs can be implemented and to ensure integrity during implementation,0,0000
"Deal with research competitors, latest tools, methodologies, practices and trends",0,0000
"Clearly communicate and present designs to managers, marketing, business analysts, and development teams",0,0000
Establish and enforce best practices for interaction design,0,0000
Contribute ideas to solve creative and technical challenges independently and with the team,0,0000
Provide accurate time estimates and meet deadlines,0,0000
"Challenge traditional design thinking, look for new and innovative ways to approach projects and continuously improve user experience",0,0000
Good usability/ human factors skills and experience practicing user centered design methodology,0,0000
Undergraduate degree or post-graduate diploma with related areas of study or equivalent experience (of at least 2 years),0,0000
At least 2 years of industry related experience,0,0000
"Knowledge of standards-compliant HTML, DHTML, CSS, JavaScript, AJAX and jQuery",0,0000
"Experience with wireframe and prototyping tools such as MS Visio, Axure, Balsamiq, and SketchFlow is an asset",0,0000
"Knowledge of Adobe Photoshop, Illustrator and Flash",0,0000
Experience using Silverlight/ Microsoft Expression Blend is an asset,0,0000
Experience in the financial industry and stock trading is an asset,0,0000
Follow up on strengthening of bank-client relationships,0,0000
"Monitor the work of the receptionists, tellers, client managers and other front desk personnel",2,0001
Assist the client managers and receptionists in queue management and service quality improvement processes,0,0000
Draw attention of respective employees and their supervisors to the cases of unethical behavior and drawbacks in service,2,1000
Analyze received customer complaints and forward them to the managers of respective units,0,0000
"Initiate improvement actions and participate in related works, if required",0,0000
Examine running business processes and describe them together with the managers of respective units for process automation in the CRM software,0,0000
Input business process-related modifications into the CRM software,0,0000
"Check availability and latest versions of information bulletins, programs, etc",0,0000
Implement CRM software upgrading projects together with the developer organization,0,0000
"University degree in Finance, Economics or Accounting",0,0000
"At least 2 years of work experience, including 1 year in a relevant sphere",0,0000
"Decision-making skills, idea generation capacity",0,0000
Project development and management skills,0,0000
"Strong knowledge of business ethics, etiquette and client service specifics",0,0000
Demonstrated knowledge of global best practice in client service and relevant background,0,0000
Knowledge of banking service specifics,0,0000
Ability to work under pressure,0,0000
Ability to meet deadlines and work in an efficient manner,0,0000
Flexibility and team-player skills,0,0000
Excellent knowledge of Microsoft Office applications,0,0000
"Excellent knowledge of Armenian, Russian and English languages",0,0000
"Provide legal advice to companies on the commercial, labor, corporate and tax law, both in English and Armenian languages",0,0000
"Draft relevant documentation in Armenian, English and Russian languages connected with the above mentioned issues",0,0000
Draft statements of claim and applications to the domestic courts,0,0000
Represent the interests of the clients in the court,0,0000
Perform other duties as assigned,0,0000
Bachelor's degree in Law,0,0000
Strong educational and community background,0,0000
License of Advocate's activity is preferable,0,0000
Excellent knowledge of civil law and commercial law,0,0000
"Excellent computer skills: MS office package, Internet Explorer and mail agents",0,0000
"Excellent knowledge of Armenian, Russian and English languages, including the ability to draft legal documents in these languages",0,0000
Experience in working with foreign companies is an asset,0,0000
Good communication skills,2,0011
Team work and time management skills,0,0000
Conduct accountancy and perform daily accounting activities,0,0000
Be in charge of administrative duties as required,0,0000
University degree in Accounting or Finance,0,0000
At least 2 years of professional experience in the sector of administration or accountancy,0,0000
Excellent IT literacy and excellent knowledge of MS Office,0,0000
Knowledge of Tax legislation of the Republic of Armenia,0,0000
Planning and organizational skills,0,0000
Fluency in Armenian and English languages,0,0000
Conduct the evaluation plan,0,0000
Design and select data collection instruments,0,0000
Collect necessary narrative and financial data on the project implementation,0,0000
