,jobrequirements,bias,againstgroup
122,Ensures cleanliness of the club using all 5 senses:,0,00000
123,Sight to ensure club is neat and orderly,2,00011
124,Sound to ensure music/ sound levels are appropriate,0,00000
125,"Touch to ensure floors, countertops, etc are clean and dry",2,00011
126,Smell to ensure the club is fresh and odor free,2,00011
127,Complies with all company safety rules,0,00000
128,Uses all required safety devices and personal protection equipment,2,00011
129,Reports accidents and injuries to supervisor as soon as possible,2,00011
130,Notifies department head of any unsafe acts or conditions as soon as possible,0,00000
131,Participates in safety training and safety inspections,2,00011
132,Suggests methods of preventing hazards to safety committee,0,00000
133,High School diploma or GED,0,00000
134,"Four-year degree in kinesiology, sports medicine, or other related field (Or combination of education and experience)",2,00011
135,1+ years as a Life Time Training Personal Training Assistant Department Head is preferred.,0,00000
136,Two-three years sales experience,0,00000
137,One-year supervisory experience,0,00000
138,One year managerial experience,0,00000
139,Two-years program design experience,0,00000
140,Three-years personal training experience,0,00000
141,Certified Personal Trainer (accredited certifications only),0,00000
142,American Council on Exercise (ACE),0,00000
143,National Academy of Sports Medicine CPT (NASM) required,0,00000
144,Additional certification,0,00000
145,National Strength and Conditions Association (NSCA),2,00011
146,American College of Sports Medicine (ACSM),0,00000
147,National Academy of Sports Medicine CES (NASM),0,00000
148,CPR/AED certification,0,00000
149,"Excellent communication, listening and interpersonal skills",2,00111
150,Ability to build relationships with members,0,00000
151,"Excellent customer service skills; energetic, enthusiastic and motivational",2,00011
152,"Ability to handle and resolve customer conflicts in a professional, tactful manner",2,00011
153,"Extensive knowledge of fitness, cardiovascular training, nutrition, program design, and exercise techniques",2,00011
154,"Demonstrate exercises and adjust machine weights, free weights and cardiovascular equipment",2,00011
155,Strong leadership skills,0,00000
156,Outstanding promotional skills,0,00000
157,"Excellent physical fitness, professional manner and discretion",2,00011
158,Awareness of potential injuries and ability to handle emergencies,2,00011
159,Excellent time management and organizational skills,2,00011
160,Ability to multi-task and learn quickly,2,00011
161,"Ability to operate a computer and office software, Microsoft Word and Excel",2,00011
162,IT system implementation: 1 year (Required),0,00000
163,Retirement benefits or accounts,0,00000
164,"Review modifications, extensions and contract closeout documents.",2,00011
165,Monitor performance and make recommendations for improvement when appropriate.,2,00011
166,Prepare and distribute reports and statistical data to facilitate planning and maintenance of accurate contract records and files.,2,00011
167,"Coordinate with all levels of management to gather, analyze, summarize, and prepare recommendations regarding strategies, practices and procedures.",2,00011
168,Participate in and provide support for assigned Corporate initiatives.,2,00011
169,All other duties as assigned.,0,00000
170,"Preferred education level is a Bachelors Degree in contract administration, public administration, business management or a closely related field.",0,00000
171,"Proficient in contract development, contract standards and language.",2,00011
172,"Certified Federal Contracts Management (CFCM), Certified Professional Contracts Manager (CPCM) designations preferred, but not required.",0,00000
173,Effective communication skills both written and oral with both internal and external contacts.,2,00011
174,"Must possess strong leadership and interpersonal skills, be very details orientated, and have strong organizational and time management skills.",2,00111
175,"For the Government Business Unit, must be a U.S. Citizen and qualify for a secret clearance.",2,00011
176,relevant: 1 year (Preferred),0,00000
177,Serving as a liaison between stakeholders and users,2,00011
178,"Evaluating business processes, anticipating requirements, uncovering areas for improvement, and developing and implementing solutions",2,00011
179,Prioritizing initiatives based on business needs and requirements,2,00011
180,"Updating, implementing and maintaining procedures",2,00011
181,"Working closely with clients, technicians, and managerial staff",2,00011
182,"Participating in projects, developing project plans, and monitoring performance",2,00011
183,"Providing leadership, training, coaching, and guidance to junior staff",2,00011
184,Gathering critical information from meetings with various stakeholders and producing useful reports,2,00011
185,Network internally and externally to develop sales opportunities,2,00011
186,Performing user acceptance testing,0,00000
187,"Provide analysis, development and documentation of improvement opportunities",2,00011
188,"Facilitate user workshops to gather and document business needs, requirements, weaknesses and challenges",2,00011
189,"Continual learning to better understand RSM's array of services, with the intent to enhance value to the client through integration of services",0,00000
190,"Aspire to career growth by assuming more active roles in technology assessments over time, as knowledge and experience progress",2,00011
191,Staying up-to-date on the latest process and IT advancements to automate and modernize systems and regulations.,2,00011
192,Effectively documenting and communicating your insights and plans to cross-functional team members and management,2,00011
193,"Strong oral and written communication skills, including high-impact client-facing communications",2,00011
194,Eligibility to work within the U.S.,0,00000
195,"Ability to work successfully in a team-oriented, collaborative environment",0,00000
196,Highly self-motivated and directed character with the ability to effectively prioritize and execute tasks while under pressure,2,00011
197,"Ability to work under pressure, meet deadlines and work on multiple projects simultaneously",2,00011
198,"Excellent planning, organizational, and time management skills",2,00011
199,"Basic understanding of IT application lifecycle, general IT controls and methods",2,00011
200,Ability to work independently,0,00000
201,Experience creating detailed reports and giving presentations,2,00111
202,"Strong computer skills, experience with various software solutions e.g. Microsoft Project, Visio, PowerPoint and Word",2,00011
203,"Strong data manipulation skills utilizing Excel, including database knowledge (Microsoft SQL, and / or Access knowledge is plus)",2,00011
204,Ability to anticipate and address client concerns and issues,2,00011
205,Ability to break complex issues into project steps and problem solve,2,00011
206,Demonstrated work ethic and ability to work effectively with people at all levels,2,00011
207,Previous experience with operational process reviews and basic internal control requirements,2,00011
208,A Strong Communicator.,0,00000
209,"Your writing and speaking skills are clear and effective, helping you connect well with others.",2,00011
210,You are united with teammates in delivering the best experience to current and prospective residents.,2,00011
211,You are flexible and able to juggle appointments and personal interactions with teammates and residents smoothly.,2,00011
212,You are an idea person and like coming up with smart solutions to new challenges.,2,00011
213,You invest extra energy to reach your goals.,0,00000
214,"You follow through on commitments, letting residents know that they matter.",0,00000
215,Connect with prospective residents,0,00000
216,"through phone calls, appointments, and follow-up communications.",2,00011
217,Show off our community,0,00000
218,Manage the leasing process,0,00000
219,"by guiding new residents through each step, completing and verifying all lease applications and sharing results with applicants.",2,00011
220,Keep accurate records,0,00000
221,"of prospective and current residents, as well as rent and inventory.",2,00011
222,like accepting rent and deposits and inspecting move-ins and move-outs.,2,00011
223,Collaborate with talented teammates,0,00000
224,to identify and solve any apartment issues that arise.,2,00011
225,that help build a strong sense of belonging among residents.,0,00000
226,"Demonstrated proficiency in working with computers including word processing, calendar management, software/database, and social media",2,00011
227,"Excellent communication, interpersonal, and organizational skills",2,00111
228,High school diploma or equivalent,0,00000
229,"Available to work a flexible schedule, including weekends",0,00000
230,College degree or coursework,0,00000
231,"Prior experience in leasing, sales, or hospitality",0,00000
232,High school diploma or general education degree (GED) preferred.,0,00000
233,At least two years of relevant work experience required.,0,00000
234,In-direct support of people and processes to drive operational excellence and expected sales targets.,2,00011
235,Must meet federal and state requirements for selling and processing firearms transactions.,2,00011
236,Must meet requirements to qualify to obtain/maintain FOID card (Illinois only).,0,00000
237,Excellent customer service orientation; an effective problem solver and communicator with customers and team members.,2,00011
238,"Read, interpret and follow documents such as safety rules, operating and maintenance instructions, plan-o-grams and procedure manuals.",2,00011
239,Prepare routine reports and correspondence.,2,00011
240,"Apply common sense understanding to carry out instructions furnished in written, oral or diagram form",2,00011
241,"Working knowledge of inventory software, order processing systems, Microsoft Office products such as Word and Excel.",2,00011
242,Please see job description for more details.,0,00000
243,Must meet federal and state requirements for selling and processing firearms transactions.,2,00011
244,Must meet requirements to qualify to obtain/maintain FOID card (Illinois only).,0,00000
245,Required to complete Firearms Sales Certification Training.,0,00000
246,Acceptable level of hearing and vision to perform job duties,2,00011
247,"Adhere to company work hours, policies, procedures and rules governing professional staff behavior",2,00011
248,"Constantly stand, walk, reach, handle, use repetitive motions (hand/wrist/fingers), feel and lift up to 20 pounds.",2,00011
249,"Frequently stoop, crouch, use fingers, grasp, push, pull, talk, hear and lift up to 21 to 40 pounds.",2,00011
250,"Occasionally required to sit, climb, balance and lift 41 to 60 pounds.",2,00011
251,"Minimum of 3 years sales experience required, preferably in a hotel capacity",0,00000
252,Previous experience in a hotel or restaurant customer service role preferred,0,00000
253,Strong organization and presentation skills,2,00111
254,Must be able to work independently and simultaneously manage multiple tasks,2,00011
255,Must be outgoing and a proven self-starter,2,00011
256,Weekends and Holidays may be required as business needs warrant,2,00011
257,relevant: 3 years (Preferred),0,00000
258,Sales: 5 years (Preferred),0,00000
259,United States (Required),0,00000
260,Tuition reimbursement,0,00000
261,"Digital Experience | creates engaging omni-channel digital experiences across web, mobile, AR/VR, voice, gesture, IoT, and video",2,00011
262,"Digital Foundry | a flexible, end-to-end delivery model emphasizing innovation and disruption",2,00011
263,DigitalMix | an integrated set of platforms to enable business re-platforming,0,00000
264,Completion of Information Security Awareness Quiz with a passing score,0,00000
265,Completion of Safety First Quiz (Akron-Based Team Members) or the 2016 Key Safety Curriculum (Dallas-Based Team Members) with a passing score,0,00000
266,No Code of Conduct written counseling within the past six months,2,00011
267,Met all expectations (Akron-based Team Members) or Achieved Requirements (Dallas-based Team Members) on last Performance Appraisal,0,00000
268,Maintains open lines of communication with Team Members and management. Encourages Team Members to participate and offer ideas.,2,00011
269,Strictly adheres to and enforces all Company policies and procedures.,2,00011
270,Effectively delegates assignments and follows up to verify completion. Provides assistance and training as necessary.,2,00011
271,"Maintains the neatness and cleanliness of the sales floor, office, windows and storage areas.",2,00011
272,Recruits and selects Team Members to Company standards and guidelines. Matches individual abilities to the position requirements.,2,00011
273,"Follow all Company policies and guidelines through the hiring process, including applications, employment surveys and compensation requirements.",2,00011
274,Strictly enforces all corporate Time Records policies.,0,00000
275,Maintains daily focus among all Team Members on performance standards achievement.,0,00000
276,Fosters an environment of recognizing and developing Team Members through regular and consistent one-on-ones.,2,00011
277,Monitors the completion of all training programs assigned to Team Members in the Signet Learning Portal.,2,00011
278,Conducts special event meetings and trains Team Members to achieve special event goals.,2,00011
279,"Achieves profit goals as determined by the Company by controlling markdowns, expenses, payroll and Design & Service Center utilization.",2,00011
280,Makes certain all credit applications are verified and that credit guidelines and policies are adhered to.,2,00011
281,"Keeps management informed of the marketing, merchandising and credit programs of competitors within the area.",2,00011
282,Maintains high level of Guest service and followup while utilizing Clienteling.,2,00011
283,Coordinates Guest calling efforts by Store Team Members adhering to corporate policies.,2,00011
284,Follows and enforces the Signet Social Media Policy.,2,00011
285,Consistent regular scheduled attendance is considered an essential function of this job.,0,00000
286,Performs other duties as assigned.,0,00000
287,Ability to achieve outstanding sales performance and to lead and train by example.,2,00011
288,Display a positive and enthusiastic attitude so as to inspire and motive others to achieve and attain goals.,2,00011
289,"Excellent planning, organizational, delegation and follow-up skills.",2,00011
290,Ability to work independently without immediate supervision.,0,00000
291,Ability to accept responsibility and meet deadlines.,2,00011
292,Ability to effectively plan and organize the duties of others.,2,00011
293,Ability to set priorities.,0,00000
294,Display a professional approach and image.,2,00011
295,Ability to understand and thoroughly explain detailed information.,2,00011
296,Reliable and dependable.,2,00011
297,"Ability to communicate, understand and empathize with others.",2,00011
298,"Willingness and ability to accept responsibility, to make decisions and to delegate when appropriate.",2,00011
299,"Ability to motivate, persuade and influence the actions of others.",2,00011
300,Ability and willingness to apply the personal effort and time necessary to attain goals and objectives.,2,00011
301,Primary contact for customers after account activation with full understanding of the clients' needs to provide excellent customer service.,0,00000
302,Confirms TV and digital orders are input correctly and aligned with the assigned Digital Strategist's (DS) plan and / or insertion order.,2,00011
303,Works with all departments in the station and TEGNA Marketing Solutions to fulfill sponsorships and promotions.,2,00011
304,Works with Traffic Department as necessary to facilitate accurate scheduling of customers' traffic.,0,00000
305,Assists with invoicing for digital co-op.,2,00011
306,Able to make decisions and solve problems independently on behalf of designated Account Executives.,2,00011
307,"Understands TEGNA and station's products, processes and services at a high level to benefit client needs.",2,00011
308,Responsible for identifying trends and opportunities to improve product conversion and overall campaign performance.,2,00011
309,College degree or minimum 2 to 3 years media sales experience preferred,0,00000
310,"Ability to work collaboratively and transparently across teams, embracing software tools that support the confluence of project and process work",2,00011
311,"Proven computer (Microsoft Office), oral and written communications skills",2,00011
312,"Strong analytical skills: attention to detail, streamline, analyze, and present data to assist with management reporting",2,01011
313,"Demonstrate true ownership of multiple accounts, with the ability to solve problems using innovative solutions and sound judgement",2,00011
314,Wide Orbit and Salesforce experience a plus,2,00011
315,Develops strategies to drive occupancy growth across multiple service lines through the strategic use of referral partners and service providers.,2,00011
316,"Works with the analytics team to track and analyze the performance of the partner, monitor performance and make modifications, as appropriate.",2,00011
317,Develops strategies along to drive occupancy growth across multiple service lines through the strategic use of referral partners.,0,00000
318,"Serves as the primary lead in establishing agreements/contracts with Paid Partners, monitoring terms, renewal dates; engages in contract negotiations.",0,00000
319,"Integrates referral partner strategies into overall direct response stimulation plans, ensuring alignment of objectives at the market level.",0,00000
320,"Oversees invoicing process, ensuring accuracy of invoices.",0,00000
321,"Leads cross-functional team to execute programs, while ensuring appropriate budget management, financial oversight and accountability.",2,00011
322,Use hands and fingers to handle or feel,2,00011
323,Reach with hands and arms,2,00011
324,"Stoop, kneel, crouch crawl",0,00000
325,Ability to lift: up to 25 pounds,2,00010
326,"Requires interaction with co-workers, residents or vendors",0,00000
327,"Provides expertise in product demonstrations and consultations utilizing tools such as the Matchmade Device, Skin Hydrometer, and tablet.",2,00011
328,Leads and delivers in-store events to promote brand awareness and loyalty of Owned Brands and total Beauty/Personal Care.,2,00011
329,Builds relationships with customers; provides authentic closure of customer interaction and builds and fosters relationships.,2,00011
330,Engages with omni-channel solutions to enhance customer engagement/experience.,0,00000
331,Locates products in other stores or online if unavailable in the store.,0,00000
332,Achieves or exceeds predetermined sales goals by assisting customers in the purchase of products and by modeling exceptional customer care.,2,00011
333,Consistently focuses on link-selling and up-selling with customers by showing them sale items and complimentary offerings.,2,00011
334,Uses testers and sampling to demonstrate product application and leverage items from beauty promotional programs.,2,00011
335,Ensures testers are stocked and maintained in compliance with hygiene standards; maintains a clean and organized department.,2,00011
336,Implements company asset protection procedures to identify and minimize profit loss.,2,00011
337,Processes sales for customers and/or employee purchases on cash register.,2,00011
338,Has working knowledge of store systems and store equipment.,2,00011
339,"Ensures compliance with state and local laws regarding regulated products (e.g., alcoholic beverages and tobacco products).",2,00011
340,Complies with all company policies and procedures; maintains respectful relationships with coworkers.,2,00011
341,Completes special assignments as assigned.,0,00000
342,"Maintains knowledge of competition, new product/brand launches, and overall industry trends.",2,00011
343,Attends training and completes e-learning modules requested by Manager or assigned by Corporate.,2,00011
344,Maintains professional appearance and image in compliance with company guidelines at all times.,2,00011
345,Models and shares behavior with other Beauty Consultants; provides training and assistance to new Beauty Consultants.,2,00011
346,Works collaboratively with the Beauty Area Expert to review goals and maintain product knowledge.,2,00011
347,Manages a staff of approximately three to 15 employees,0,00000
348,Provides on-the-job training for all employees,0,00000
349,"Assists in the supervision of preparation, sales and service of food",2,00011
350,Forecasts food items. Estimates what amount of each food item is needed,0,00000
351,Estimates what amount of each food item will be consumed per shift,0,00000
352,Ensures that every customer receives world class customer service,0,00000
353,Routes deliveries and supervises drivers to maximize delivery business and speed,2,00011
354,"Completes daily food preparation including opening procedures, meat and vegetable slicing and bread production",2,00011
355,Completes closing procedures,0,00000
356,Executes systems and procedures with 100% integrity and completeness,2,00011
357,Completes daily and weekly paperwork,2,00011
358,Responsible for 100% of the cash drawers at all times during the shift,0,00000
359,Completes preventive maintenance and upkeep on store's equipment and supplies,2,00011
360,Performs other related duties as required,0,00000
361,"Build, revise and maintain all multi-platform sales proposals for agency list assignment.",2,00011
362,advertising: 5 years (Preferred),0,00000
363,Expense Allowance for your car and cell phone,2,00011
364,Productivity Bonuses,0,00000
365,UNCAPPED Commissions,0,00000
366,"World Class Paid Training, plus ongoing training",0,00000
367,Promotion opportunities for ALL Top Performers,0,00000
368,Virtual work environment,0,00000
369,"Medical, Dental, Vision, Prescription, Life Insurance; FSA, EAP, and Disability Benefits",2,00011
370,Employee referral bonuses and tuition assistance,2,00011
371,401(k) retirement plan with matching,0,00000
372,"Paid holidays, personal, and vacation days",2,00011
373,Prospect for new business,0,00000
374,Build and maintain client base,2,00011
375,"Explain complex technical concepts such as SEM, SEO, Online Display, etc.",0,00000
376,Use iPads to present solutions,0,00000
377,Work in a virtual environment,0,00000
378,"2+ years of sales, marketing, or advertising experience",0,00000
379,"Strong understanding of SEM, SEO, Online Display, and Social marketing",2,00011
380,"Proficient use of Microsoft Office, including Power Point, Excel, and Outlook",2,00011
381,Technically savvy and proficient user of the iPad,2,00011
382,Strong work ethic and highly motivated,2,00011
383,Self-disciplined to work independently,0,00000
384,Excellent time-management and organizational skills,2,00011
385,"Ability to walk up to 5 miles per day, sit or drive 2-4 hours, and stand 1-2 hours per day",2,00011
386,Successful completion of a drug screen and background check,2,00011
387,"Reliable, insured transportation in most markets",0,00000
388,"Google, Microsoft, SEMPO Certifications",0,00000
389,Working knowledge of OneNote,0,00000
390,Loyal: Shows firm and constant support to a cause,2,00011
391,Enthusiastic: Shows intense and eager enjoyment and interest,2,00011
392,Dedicated: Devoted to a task or purpose with loyalty or integrity,0,00000
393,Self-Starter: Inspired to perform without outside help,0,00000
394,Financial: Inspired to perform well by monetary reimbursement,0,00000
395,Ability to Make an Impact: Inspired to perform well by the ability to contribute to the success of a project or the organization,0,00000
396,Emotional Intelligence,0,00000
397,Ability to work in a fast paced environment with deadline driven mentality,0,00000
398,Stay up to date with industry trends to share expertise and advise clients on new campaign ideas,2,00011
399,"Work with Account Management, Media Buying, Research and Graphic Design teams to meet and exceed client performance expectations",2,00011
400,Travel to meet with prospects and clients as needed,2,00011
401,Experience with political advertising and digital campaigns preferred,2,00011
402,"Sales mentality and strong negotiation, communication and writing skills",2,00011
403,"Experience using Microsoft Office suite (Excel, Word, PowerPoint, Outlook, etc.)",0,00000
404,Ability to work independently while contributing to the goals of the team,0,00000
405,Willingness to occasionally travel to build agency and advertiser relationships,2,00011
406,"Promotional Money (PM). Money that is paid to you, above and beyond your base salary as an additional incentive on certain products.",2,00011
407,"The ability for you to generate sales, not only for the benefit to the company and your store, but for you and your financial well-being.",2,00011
408,The drive to achieve and exceed personal sales and productivity goals,2,00011
409,"Display an awareness of all store communications including: product information, advertising, promotions and other marketing initiatives",2,00011
410,"Boost product knowledge by learning the features, advantages and benefits. Staying on top of nutritional, wellness trends",2,00011
411,High school diploma or GED preferred,0,00000
412,"Negotiate, write and execute agreements and contracts on behalf of the company",2,00011
413,"Provide general regulatory advice and training, remain current on legal decisions, statutory changes, and other developments, and advise accordingly.",2,00111
414,Research and anticipate unique legal issues that could impact the company,2,00011
415,Review advertising & marketing materials to ensure they meet legal requirements,0,00000
416,Add value to the business by supporting new business initiatives and projects; positively influence outcomes through persuasion and collaboration,2,00011
417,Licensed attorney with J.D. degree from recognized law school; admitted to recognized bar,0,00000
418,"Contract drafting, interpretation and negotiation preferred",2,00011
419,"Although not required, intellectual property and multi-national experience is a plus.",2,00011
420,"Highly effective written and verbal skills with the ability to relate directly, openly, and effectively with internal and external parties",2,00011
421,"Strong interpersonal and presentation skills, along with ability to communicate effectively with all levels of the organization",2,00111
422,"Strong conceptual, analytical and negotiation skills and superb listening capabilities",2,00011
423,High degree of organization with demonstrated attention to detail,2,01000
424,"Firm understanding of contractual terms and legal, regulatory, and compliance concepts",2,00011
425,"Proactive, practical business sense",0,00000
426,Possesses a personal presence that is characterized by a sense of honesty and integrity,2,00011
427,"Ability to work in a fast-paced, multi-tasking environment under tight deadlines",0,00000
428,Complete outbound (email/phone) tasks assigned by Marketing Automation tool generated from outreach/promotional campaigns,2,00001
429,"Meet daily, weekly and monthly key performance indicators",2,00011
430,"Utilize prospecting tools like LinkedIn Sales Navigator, Dux Soup, Google Search and other sources to build target lists",2,00011
431,Update and maintain daily activity with key information in Salesforce (CRM/Tracking software),2,00011
432,Participate in Sales and Marketing meetings to provide feedback to help refine messaging and account level targets,2,00011
433,Assists Marketing in the development and implementation of promotional campaigns targeting new customers and specific business segments,2,00011
434,2 years inside sales / telemarketing experience required,0,00000
435,Basic understanding of Salesforce is a plus,0,00000
436,"Position requires an individual who can successfully multi-task, prioritize responsibilities and pay attention to detail",2,01011
437,"Demonstrate strong interpersonal skills, be a clear communicator and a team player",2,00111
438,"Technology field sales - greenfield space leveraging remote resources (engineering, marketing, business development, etc)",0,00000
439,"Partnering with the regional VAR's to effectively identify, engage and deliver new customers",2,00011
440,"Owning strategy around funnel, pipeline, forecasting - owning GTM for respective patch.",0,00000
441,Demonstrated experience managing complex sales cycles and negotiating win-win agreements based on value-based selling.,2,00011
442,"6 + years of technology solution-based selling (SaaS, Unified Communications, Cloud applications, VoIP, telephony)",2,00011
443,Demonstrated sales record of obtaining / exceeding quota.,0,00000
444,"Skilled in conducting presentations, online web demos, adhering and adopting a measured sales process",2,00111
445,"Success prospecting, engaging, acquiring net new logos",0,00000
446,"Strong interpersonal skills, ability to convey and relate ideas to others",2,00111
447,Entrepreneurial flare - ability to learn and adapt quickly,2,00011
448,"Vibrant and energetic attitude, willingness to perform and get things done",2,00011
449,"BS degree, continued training and education preferred",2,00011
450,Uncapped Commissions (Paid Monthly) with exponential multiplier increases,0,00000
451,RSU's (Restricted Stock Units),0,00000
452,"Immediate full benefits (Health, Vision, Dental) effective day one at no cost to you",2,00011
453,(10) Company Wide Holidays,0,00000
454,ESPP (Employee Stock Purchase Plan),0,00000
