jobrequirements,bias,againstgroup
Applies non-sterile bandages/dressings and applies anti-embolism stockings (TED hose).,0,00000
Fundamental understanding of adult learning theory and principles.,0,00000
Able to work 8 hour day on your feet,2,00010
1-2 years experience.,0,00000
University degree in a technical or Information Security field or any professional retraining in a relevant field,0,00000
"Excellent interpersonal skills, business judgment, strategic thinking, superior work ethic, flexibility and ability to work independently.",2,00100
Performs regular data analysis on parts/assets and recommend software enhancements and process changes.,0,00000
"Experience with test infrastructure and QA tools such as: Jenkins, Bamboo, Artifactory, Jira, GIT, etc.",0,00000
Oversee Customer/Project Pricing to ensure customers are being billed correctly.,0,00000
"Develop high quality and clean code, that works across all devices",0,00000
Adaptable to new environments,0,00000
Self-motivated and deadline-oriented,0,00000
Ability to set priorities.,0,00000
"Coffee maker/urn, toaster, microwave, beverage machines, bus trays, dish machine, kitchen equipment.",0,00000
"Excellent business sense as well as problem solving, project management, and analytical skills.",0,00000
Knowledge of WordPress and CRM systems experience.,0,00000
Able to multi-task: talking on the phone while on the computer for long periods of time,2,00001
"MS SQL, SSRS Reporting, Power BI (nice to have)",0,00000
profit sector is a plus,0,00000
Experience working with information technology staff to manage finance and accounting software packages,0,00000
"Proficiency with common office software (Google Office, Microsoft Office, etc.)",0,00000
Responsible for achieving KPIs,0,00000
Design and develop new software solutions to improve and streamline the bank's processes and handle current issues,0,00000
Consistently identify new sources of business,0,00000
"Explain regulations, policies, or procedures.",0,00000
Collaborate with talented teammates,0,00000
required to sit for long periods of time.,2,00010
Maintains work stations to salon standards,0,00000
Research and exploration to entice customer collaboration.,0,00000
Strong experience in WPF/ WCF technologies and principals,0,00000
Health Savings Account (HSA)/Health Reimbursement Account (HRA) Options,0,00000
"Provides expertise in product demonstrations and consultations utilizing tools such as the Matchmade Device, Skin Hydrometer, and tablet.",0,00000
Driven to climb the company ladder!,0,00000
Mobility required during the entire shift,2,00010
"Successfully complete facilitated, on-the-job and mobile learning.",0,00000
"A good fit for applicants with gaps in their resume, or who have been out of the workforce for the past 6 months or more",0,00000
"Must be able to make sound decisions, have the ability to recognize potential problems, and take corrective action.",0,00000
Participate in displays building during promotions in the market,0,00000
People-oriented -- supportive and fairness-focused,0,00000
"Display a neat, clean and professional appearance at all times.",0,00000
Accounts Payable: 3 years (Required),0,00000
"Basic Computer skills (Microsoft office, email, etc.)",0,00000
Attend and participate in regular staff and devotional meetings,0,00000
Arrange and organize conclusion of insurance policies for existing and new clients,0,00000
Strong analytical and problem solving skills,0,00000
Knowledge of English is desirable,0,00000
At least 1 year of work experience in a relevant field,0,00000
Applicants must be able to provide proof of right to live and work in the country if invited to attend for interview,0,00000
May work with clinicians in the field,0,00000
ACCA qualification or Auditor's certificate issued by Ministry of Finance is a plus,0,00000
Prepare texts and rewrite them,2,00001
"VIP, vehicle inspections, Workflow process, parking lot, bay area navigation, work orders.",0,00000
Demonstrated ability to prioritize competing demands and meet deadlines.,0,00000
Responsible for documenting,0,00000
Able to work independently and possess confidence to problem solve in a quick time frame.,0,00000
Responsible for bug fixing/ technical support of the existing applications in production,0,00000
Working Computer skills (Excel and Word),0,00000
"Interview potential clients, determine their loan requirements and introduce and facilitate the sale of appropriate Bank products and services.",0,00000
"Estimate overall timelines, risks and requirements",0,00000
Knowledge of the MS Office,0,00000
"Collaborate with and leverage teammates to develop targeted lists, call strategies, and messaging to drive opportunities",0,00000
Six 6 months to one 1 year related experience and/or training; or equivalent combination of education and experience.,0,00000
Open and close the store as required following the procedures per the Operations P&P Manual.,0,00000
"Maintain understanding of all current RED policies, procedures and processes",0,00000
"Intermediate knowledge of MS Word, Excel and Outlook",0,00000
"Develop an optimal posting schedule, considering web traffic and customer engagement metrics",0,00000
"The merchandising, advertising and promotion of products and services",0,00000
Strong analytical and problem solving skills,0,00000
Previous experience in working with channel partners on solution delivery advantageous,0,00000
Must be able to handle stressful work environment and demanding clients.,2,00100
Oversees and ensures that restaurant policies on employee performance appraisals are followed and completed on a timely basis.,0,00000
"Develop processes, tools and job aids that will help provide the most efficient and effective operations.",0,00000
Assess and evaluate suppliers and contribute to performance reviews to ensure contract compliance,0,00000
Knowledge of correct office protocol and professionalism in a business environment.,0,00000
Prepare agendas and meeting minutes,0,00000
"2+ years of call center or sales/technical experience, preferably in a related industry",2,00001
Civil/Structural Engineering degree or related engineering field,0,00000
Experience managing Vendor Managed Inventory programs and min/ max stocking agreements,0,00000
Adheres to Rimini Street policies on ethics and integrity.,0,00000
Evaluate and identify new technologies for implementation.,0,00000
Free gym access on weekdays and weekends,0,00000
Current certification a plus or the ability to obtain after joining within 90 days of employment,0,00000
"Work with external partners (media partners, vendors, agencies and freelance designers) managing multiple projects and work streams simultaneously",0,00000
Business case coordinator on large opportunities >5M contract life value,0,00000
Provide technical support and assistance when needed,0,00000
Work with both Operations and Technology to justify and implement improved data management processes,0,00000
"hair cutting for men, women and children",2,00010
"We're located in Wakefield, MA which is a convenient commute (by car) for most folks in the Greater Boston area.",0,00000
Maintains established safety rules and practices; immediately reports any safety incidents to supervisor.,0,00000
"Organize, order and ship items to planned events, balancing internal inventory of event kits, collateral, and swag",0,00000
Develop and lead enterprise sales opportunities from inception to close,0,00000
Detail oriented mindset,0,00000
Must be a self starter,0,00000
Proven ability to perform independently with minimal supervision,0,00000
"Ability to multi-task, coordinate, analyze, observe, make decisions, and meet deadlines in a detail-oriented manner",0,00000
"Expert ability to apply the concepts of unit, system, regression, product, integration and acceptance testing",0,00000
"Responds to shipment and inventory inquiries, confirms orders, and resolves discrepancies",0,00000
"Established ability to produce sales results, while minimizing loss.",0,00000
Manage the prospects in Sales force to accurately and efficiently process all opportunities.,0,00000
Performance Management,0,00000
"Proficient in Microsoft Office (Outlook, Word & Excel) and internet savvy",0,00000
"Medical, Dental and Vision Insurance Contribution",2,00001
Set up/ revoke the access and configuration of user workplaces,0,00000
Actively manage the inventory planning and stock replenishment process,0,00000
Opportunities for career growth in an environment where your achievements will be celebrated.,0,00000
"Make regular checks of main KPIs affecting customers to detect anomalies, if there are any",0,00000
"Strives for the ultimate guest service experience in keeping with key performance indicators including surveys, shops, audits, and speed of service.",0,00000
Understands the federal procurement cycle and basic knowledge of federal contracts.,0,00000
"When we see something that could be improved, we get to work inventing the solution.",1,00001
"Identify, analyze and implement new methods and techniques to determine sales growth",0,00000
"Receives exposure to analysis of financial and performance data for the store, pharmacy and clinic.",0,00000
"2 years of related experience, preferably in sales, marketing, or administrative roles",0,00000
Responsible for managing a portfolio of assigned clients based on location and a match of qualifications and client contract requirements,0,00000
CPR/AED certification,0,00000
Ability to understand products and effectively identify how it can provide value to a prospective customer.,0,00000
to encourage a healthy lifestyle.,0,00000
Must have the stamina to work 50-60 hours per week,2,00010
Develop and maintain a professional network to promote the BathFitter brand.,0,00000
Liaise with global development team members.,0,00000
Five (5) years in related business analytics experience,0,00000
Maintains adherence to all company policies and procedures.,0,00000
Check in all members and guests in accordance with company procedures.,0,00000
"Honored with three Company of the Year awards in 2018, including two gold Stevie awards",0,00000
Critical thinking abilities,0,00000
Complete company training on supplementation,0,00000
Execute nVoq's go-to-market strategy for ISVs by identifying and engaging target vendors.,0,00000
Work experience with Oracle and MySQL or other RDBMS,0,00000
Experience architecting large scale IP networks and supporting system design as either the lead engineer or as part of a team.,0,00000
Manages the sales efforts for the property including local corporate and social catering.,0,00000
Implement and monitor accounting and related system reports for accuracy and completeness,0,00000
"Attending tradeshows, company sponsored promotions and events as needed",0,00000
"Analyze trends and metrics in partnership with the HR group to develop solutions, programs and policies",0,00000
Meet or exceed continuing professional education (CPE) requirements.,0,00000
"up support, guide and coach the grantee- beneficiaries, help them to overcome problems that might arise during the micro- business transactions",0,00000
"Demonstrated use of relevant ANSYS software or knowledge of other commercial CAE, CAD, EDA software packages",0,00000
Continuously be aware of safety practices and procedures. Ensure that the Community Safety Program is effective and proactive.,0,00000
Working experience with MVC and MVVM patterns,0,00000
Act as trusted partner to existing customers,0,00000
Provide solutions for coverage improvement (both indoor and outdoor),0,00000
"Identify key market players, value chains directions/ inputs, outputs and entry points",0,00000
Performs related duties as required.,0,00000
"Advanced value for wellness, health and safety (of self and others)",0,00000
"Strong data programming, analytical and problem-solving skills",0,00000
"Experience with Selenium, JavaScript and Unit testing is highly preferred",0,00000
Proven ability to achieve industry standard technical certifications and exams; preferably related to Microsoft Security or similar technology,0,00000
"Proficient in Excel and Word, 10-key by touch",0,00000
Partner with the bid management organization to build out detailed RFP responses and contract development,0,00000
"Collaborative, thorough, strategic, responsive, proactive and works well in a team.",0,00000
"Manages inventory levels, using inventory counts to maintain accuracy on a daily basis.",0,00000
Bachelor's Degree preferred or relevant experience,2,01000
for learning and developing new systems and programs.,0,00000
"Proven experience in treasury activities, establishment and monitoring of budgets, and  understanding of data processing concepts and systems",0,00000
Oversee all aspects of employees in the manager-training program for their location.,0,00000
"At least 2 years of work experience in finance, accounting or auditing",0,00000
Proven history of exceeding software sales quotas through strategic selling skills,0,00000
Cisco Emergency Responder (CER) & Cisco Unified Contact Center Express (UCCX) experience.,0,00000
7+ years of quality management experience and general product quality initiatives,0,00000
Install and integrate equipment,1,00010
